Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.fault_vpu,PCC_Control1.fault_fpu,PCC_Control1.Fault,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,0.5,0.0,50000.0,3.203944e-05,49998.67,-4.4256477,0.5010093,0.5010092,3.1550513e-09,3.8890615e-08,0.9979855,6.2847048e-09,-102.67508,-322.23438,-322.23438,144.62447,202.204,1.0,72.31423,230.47488,1.0,0.40876517,0.5027646,4.5614395,4.572406,1.0,57.781055,44.89402,203.56447,118.66989,7.4068295e-12,1.117502e-12,4.5614395,4.5614395,4.5614395,0.039604414,1.0,1.0,1.0,4.572406,4.5614395,-2.352061e-08,-5.989474e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2995,0.5,0.0,50000.0,2.068287e-05,49998.67,-4.4256477,0.5010093,0.5010093,2.9573664e-09,5.447395e-08,0.9979855,5.8909264e-09,-102.5749,-325.9346,-325.9346,144.62447,204.52452,1.0,72.31423,230.47488,1.0,0.40877524,0.5027646,4.718519,4.7294855,1.0,43.741608,58.833294,161.2369,164.6977,8.514922e-12,1.0957363e-12,4.718519,4.718519,4.718519,0.039604407,1.0,1.0,1.0,4.7294855,4.718519,-2.2618952e-08,-5.7598686e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.299,0.5,0.0,50000.0,9.7023685e-06,49998.67,-4.4256477,0.5010093,0.5010093,2.6682234e-09,4.8327685e-08,0.9979855,5.314968e-09,-99.94899,-321.60922,-321.60922,144.62447,201.80891,1.0,72.31423,230.47488,1.0,0.4087853,0.5027646,4.875599,4.886565,1.0,28.625092,71.3239,114.93913,206.67009,9.719958e-12,1.0720695e-12,4.875599,4.875599,4.875599,0.03960442,1.0,1.0,1.0,4.886565,4.875599,-2.1808342e-08,-5.5534484e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2985,0.5,0.0,50000.0,-2.9666407e-06,49998.67,-4.4256477,0.5010093,0.5010093,2.2609152e-09,4.6234916e-08,0.9979855,4.5036304e-09,-94.86201,-309.36478,-309.36478,144.62447,194.12408,1.0,72.31423,230.47488,1.0,0.40879536,0.5027646,5.0326786,5.043645,1.0,12.803734,82.05827,65.81119,243.55359,1.0944286e-11,1.0499521e-12,5.0326786,5.0326786,5.0326786,0.03960442,1.0,1.0,1.0,5.043645,5.0326786,-2.1083165e-08,-5.3687836e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.298,0.5,0.0,50000.0,-1.5130802e-05,49998.67,-4.4256477,0.5010093,0.5010093,1.8516122e-09,5.7534503e-08,0.9979855,3.6883192e-09,-87.4392,-289.50272,-289.50272,144.62447,181.65924,1.0,72.31423,230.47488,1.0,0.40880543,0.5027646,5.1897583,5.200724,1.0,-3.3328946,90.772095,15.062748,274.43997,1.1852044e-11,1.0369407e-12,5.1897583,5.1897583,5.1897583,0.039604418,1.0,1.0,1.0,5.200724,5.1897583,-2.0450955e-08,-5.207793e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2975,0.5,0.0,50000.0,-2.7338296e-05,49998.67,-4.4256477,0.5010093,0.5010093,1.3826482e-09,3.6998806e-08,0.9979855,2.7541662e-09,-77.86336,-262.51218,-262.51218,144.62447,164.7213,1.0,72.31423,230.47488,1.0,0.4088155,0.5027646,5.346838,5.357804,1.0,-19.387455,97.25081,-36.05658,298.56876,1.2858642e-11,1.0142393e-12,5.346838,5.346838,5.346838,0.039604407,1.0,1.0,1.0,5.357804,5.346838,-2.0010141e-08,-5.095541e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.297,0.5,0.0,50000.0,-3.76431e-05,49998.67,-4.4256477,0.5010093,0.5010093,9.110997e-10,2.6911378e-08,0.9979855,1.8148651e-09,-66.370255,-229.0577,-229.0577,144.62447,143.72734,1.0,72.31423,230.47488,1.0,0.40882558,0.5027646,5.503917,5.5148835,1.0,-34.964634,101.33489,-86.28808,315.34576,1.3970028e-11,9.933925e-13,5.503917,5.503917,5.503917,0.039604418,1.0,1.0,1.0,5.5148835,5.503917,-1.9767082e-08,-5.0336464e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2965,0.5,0.0,50000.0,-4.693068e-05,49998.67,-4.4256477,0.5010093,0.5010093,4.662442e-10,2.9586886e-08,0.9979855,9.2873526e-10,-53.2429,-189.96306,-189.96306,144.62447,119.194305,1.0,72.31423,230.47488,1.0,0.40883565,0.5027646,5.660997,5.671963,1.0,-49.680866,102.92377,-134.39488,324.35794,1.5159318e-11,9.693766e-13,5.660997,5.660997,5.660997,0.039604403,1.0,1.0,1.0,5.671963,5.660997,-1.9701638e-08,-5.0169806e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.296,0.5,0.0,50000.0,-5.4582466e-05,49998.67,-4.4256477,0.5010093,0.5010093,-5.3111973e-11,1.8233923e-08,0.9979855,-1.057964e-10,-38.804527,-146.1909,-146.1909,144.62447,91.72627,1.0,72.31423,230.47488,1.0,0.40884572,0.5027646,5.8180766,5.829043,1.0,-63.173794,101.97832,-179.19243,325.38333,1.5997405e-11,9.519285e-13,5.8180766,5.8180766,5.8180766,0.039604407,1.0,1.0,1.0,5.829043,5.8180766,-1.9800275e-08,-5.0420987e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2955,0.5,0.0,50000.0,-6.0984425e-05,49998.67,-4.4256477,0.5010093,0.5010093,-4.9560417e-10,6.802059e-09,0.9979855,-9.872188e-10,-23.410658,-98.81904,-98.81903,144.62447,61.9996,1.0,72.31423,230.47488,1.0,0.4088558,0.5027646,5.9751563,5.9861226,1.0,-75.11117,98.52183,-219.57767,318.3967,1.6812794e-11,9.321789e-13,5.9751563,5.9751563,5.9751563,0.039604392,1.0,1.0,1.0,5.9861226,5.9751563,-2.0040181e-08,-5.1031903e-09,1.0,0.9979855,1.0,-1.0,1.0,0.0,1.0,1.0
