Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.fault_vpu,PCC_Control1.fault_fpu,PCC_Control1.Fault,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,0.7,0.0,70000.0,1.4337686e-06,2.6422155,20002.684,0.7027707,0.7027707,-6.6042054e-11,7.2362623e-09,0.9960574,-9.360332e-11,31.738997,89.34667,89.34667,105.497574,-78.81529,1.0,101.43599,230.0296,1.0,0.3401058,0.7045198,2.8633668,2.8636935,1.0,105.80295,-137.54195,226.2202,-315.56686,-7.418425e-12,3.1256248e-13,2.8633668,2.8633668,2.8633668,0.03952777,1.0,1.0,1.0,2.8636935,2.8633668,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2995,0.7,0.0,70000.0,1.283758e-06,2.6422155,20002.684,0.7027707,0.70277077,-1.1214393e-10,-1.3251782e-08,0.9960574,-1.5894486e-10,9.369938,39.313824,39.313824,105.497574,-58.027946,1.0,101.43599,230.0296,1.0,0.34012553,0.7045198,3.0204465,3.0207732,1.0,119.78937,-129.1593,260.00583,-299.31964,-7.418425e-12,3.1524447e-13,3.0204465,3.0204465,3.0204465,0.03952778,1.0,1.0,1.0,3.0207732,3.0204465,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.299,0.7,0.0,70000.0,1.5500515e-06,2.6422155,20002.684,0.7027707,0.7027707,-1.2684111e-10,-1.3249811e-08,0.9960574,-1.797756e-10,-13.229838,-11.68706,-11.687061,105.497574,-35.81176,1.0,101.43599,230.0296,1.0,0.34014523,0.7045198,3.1775262,3.1778529,1.0,130.82617,-117.59634,287.38925,-275.70218,-7.418425e-12,3.196044e-13,3.1775262,3.1775262,3.1775262,0.039527774,1.0,1.0,1.0,3.1778529,3.1775262,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2985,0.7,0.0,70000.0,1.9819563e-06,2.6422155,20002.684,0.7027707,0.70277077,-4.0766814e-11,1.7090239e-09,0.9960574,-5.777999e-11,-35.503853,-62.400173,-62.400173,105.497574,-12.713772,1.0,101.43599,230.0296,1.0,0.34016496,0.7045198,3.3346057,3.3349326,1.0,138.6416,-103.13776,307.69617,-245.296,-7.418425e-12,3.2270787e-13,3.334606,3.334606,3.3346057,0.03952777,1.0,1.0,1.0,3.3349326,3.3346057,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.298,0.7,0.0,70000.0,3.0017495e-06,2.6422155,20002.684,0.7027707,0.7027707,1.191869e-11,-1.41334535e-08,0.9960574,1.6892706e-11,-56.90364,-111.57678,-111.57678,105.497574,10.697272,1.0,101.43599,230.0296,1.0,0.34018466,0.70451987,3.4916854,3.492012,1.0,143.04323,-86.13958,320.42664,-208.84984,-7.418425e-12,3.2613173e-13,3.4916854,3.4916854,3.4916854,0.03952777,1.0,1.0,1.0,3.492012,3.4916854,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2975,0.7,0.0,70000.0,4.689662e-06,2.6422155,20002.684,0.7027707,0.7027707,1.07637795e-10,-9.724673e-09,0.9960574,1.5255817e-10,-76.902275,-158.00601,-158.00601,105.497574,33.84491,1.0,101.43599,230.0296,1.0,0.34020436,0.7045198,3.648765,3.6490917,1.0,143.92264,-67.02036,325.2671,-167.2611,-7.418425e-12,3.2737384e-13,3.648765,3.648765,3.648765,0.039527763,1.0,1.0,1.0,3.6490917,3.648765,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.297,0.7,0.0,70000.0,6.194194e-06,2.6422155,20002.684,0.7027707,0.7027707,1.948915e-10,-3.392727e-09,0.9960574,2.762254e-10,-95.007324,-200.54459,-200.54459,105.497574,56.159176,1.0,101.43599,230.0296,1.0,0.3402241,0.70451987,3.8058448,3.8061714,1.0,141.25821,-46.25088,322.09842,-121.553825,-7.418425e-12,3.2970675e-13,3.8058448,3.8058448,3.8058448,0.03952777,1.0,1.0,1.0,3.8061714,3.8058448,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2965,0.7,0.0,70000.0,7.0458204e-06,2.6422155,20002.684,0.7027707,0.70277077,1.8867735e-10,1.7123396e-09,0.9960574,2.674179e-10,-110.77297,-238.14511,-238.14511,105.497574,77.090614,1.0,101.43599,230.0296,1.0,0.3402438,0.70451987,3.9629242,3.963251,1.0,135.11552,-24.342548,310.9986,-72.85349,-7.418425e-12,3.3105812e-13,3.9629242,3.9629242,3.9629242,0.039527766,1.0,1.0,1.0,3.963251,3.9629242,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.296,0.7,0.0,70000.0,7.4161753e-06,2.6422155,20002.684,0.7027707,0.70277077,1.2771591e-10,4.5878243e-09,0.9960574,1.8101547e-10,-123.81103,-269.8817,-269.8817,105.497574,96.12383,1.0,101.43599,230.0296,1.0,0.34026352,0.70451987,4.120004,4.120331,1.0,125.64585,-1.8348206,292.24097,-22.35927,-7.418425e-12,3.3126407e-13,4.120004,4.120004,4.120004,0.039527774,1.0,1.0,1.0,4.120331,4.120004,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2955,0.7,0.0,70000.0,7.741454e-06,2.6422155,20002.684,0.7027707,0.70277077,2.0127681e-10,1.4773273e-08,0.9960574,2.852755e-10,-133.80045,-294.9729,-294.9729,105.497574,112.79016,1.0,101.43599,230.0296,1.0,0.34028322,0.70451987,4.2770834,4.2774105,1.0,113.08235,20.718084,266.28738,28.685514,-7.418425e-12,3.3208804e-13,4.2770834,4.2770834,4.2770834,0.03952779,1.0,1.0,1.0,4.2774105,4.2770834,-2.1850814e-08,-5.564264e-09,1.0,0.9960574,1.0,-1.0,1.0,0.0,1.0,1.0
