Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.df_Switch.df_diff,Battery inverter (Average)1.Control.df_Switch.df_sync,Battery inverter (Average)1.Control.df_Switch.df_o,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.dPh,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.uPh,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.296,0.5,0.0,50000.0,-0.00022375451,10112.768,10159.253,0.5012026,0.50120276,-4.217436e-08,-1.0627856e-06,0.9976006,-8.3944435e-08,98.65705,318.49823,318.49823,88.20465,-124.63954,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06277383,0.5029559,1.7831206,1.7831211,1.0,-23.750978,-74.906075,-99.78779,-218.71045,-4.317051e-11,5.381115e-15,1.7831211,1.7831211,1.7831206,0.03958801,1.0,1.0,-8.411105e-08,0.0,-8.411105e-08,-5.252112e-07,-4.2068486e-06,0.99999994,1.7831211,1.7831206,-5.3287937e-07,-2.2616103e-08,0.0,0.0,1.0,1.0
-0.2958,0.5,0.0,50000.0,-9.627223e-05,10112.768,10159.253,0.5012026,0.50120276,-4.0330104e-08,-1.0640374e-06,0.9976006,-8.02736e-08,96.607895,313.55856,313.55853,88.20465,-124.04206,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06277868,0.5029559,1.8459524,1.845953,1.0,-17.41208,-79.19581,-80.11591,-233.44264,-4.2231486e-11,5.8136517e-15,1.845953,1.845953,1.8459524,0.039587993,1.0,1.0,-8.914026e-08,0.0,-8.914026e-08,-5.5353183e-07,-4.45823e-06,0.99999994,1.845953,1.8459524,-5.632042e-07,-2.3903128e-08,0.0,0.0,1.0,1.0
-0.2956,0.5,0.0,50000.0,3.1293268e-05,10112.768,10159.253,0.5012026,0.5012027,-3.8314194e-08,-1.0556136e-06,0.99760056,-7.626111e-08,94.17746,307.38138,307.38138,88.20465,-122.955154,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.062783524,0.5029559,1.9087843,1.9087849,1.0,-11.004462,-83.173,-60.12786,-247.25352,-4.1248623e-11,6.4725934e-15,1.9087849,1.9087849,1.9087843,0.039588004,1.0,1.0,-9.38435e-08,0.0,-9.38435e-08,-5.79658e-07,-4.693308e-06,0.9999999,1.9087849,1.9087843,-5.9194184e-07,-2.5122791e-08,0.0,0.0,1.0,1.0
-0.2954,0.5,0.0,50000.0,0.0001585094,10112.768,10159.253,0.5012026,0.5012027,-3.6141678e-08,-1.0530179e-06,0.99760056,-7.19369e-08,91.37536,299.99115,299.99115,88.20465,-121.383095,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06278837,0.5029559,1.971616,1.9716167,1.0,-4.5534153,-86.821945,-39.902508,-260.08862,-4.0265527e-11,7.016079e-15,1.9716167,1.9716167,1.971616,0.039588016,1.0,1.0,-9.820266e-08,0.0,-9.820266e-08,-6.034894e-07,-4.911178e-06,0.9999999,1.9716167,1.971616,-6.189795e-07,-2.6270307e-08,0.0,0.0,1.0,1.0
-0.2952,0.5,0.0,50000.0,0.000284969,10112.768,10159.253,0.5012026,0.5012027,-3.3808696e-08,-1.041007e-06,0.99760056,-6.72933e-08,88.21264,291.41696,291.41696,88.20465,-119.332085,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06279321,0.50295585,2.034448,2.0344486,1.0,1.9156023,-90.12824,-19.51968,-271.89728,-3.9349184e-11,7.419615e-15,2.0344486,2.0344486,2.034448,0.039588023,1.0,1.0,-1.0220026e-07,0.0,-1.0220026e-07,-6.249303e-07,-5.1109655e-06,0.9999999,2.0344486,2.034448,-6.4421664e-07,-2.7341404e-08,0.0,0.0,1.0,1.0
-0.295,0.5,0.0,50000.0,0.0004101591,10112.77,10159.249,0.5012026,0.50120264,-3.1347646e-08,-1.0332789e-06,0.99760056,-6.239479e-08,84.70178,281.6927,281.6927,88.20465,-116.81023,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06279805,0.50295585,2.0972798,2.0972805,1.0,8.37706,-93.07884,0.94018424,-282.63287,-3.8321953e-11,7.577659e-15,2.0972805,2.0972805,2.0972798,0.03958803,1.0,1.0,-1.0582059e-07,0.0,-1.0582059e-07,-6.438965e-07,-5.291886e-06,0.9999999,2.0972805,2.0972798,-6.675577e-07,-2.8332028e-08,0.0,0.0,1.0,1.0
-0.2948,0.5,0.0,50000.0,0.0005335718,10112.77,10159.249,0.5012026,0.50120264,-2.8759178e-08,-1.0143766e-06,0.99760056,-5.7242662e-08,80.85664,270.85672,270.85672,88.20465,-113.82746,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.06280289,0.50295585,2.1601117,2.1601121,1.0,14.805458,-95.6621,21.396338,-292.25305,-3.710282e-11,7.962345e-15,2.1601121,2.1601121,2.1601117,0.03958805,1.0,1.0,-1.0904944e-07,0.0,-1.0904944e-07,-6.6031373e-07,-5.4532284e-06,0.9999999,2.1601121,2.1601117,-6.889018e-07,-2.9237901e-08,0.0,0.0,1.0,1.0
-0.2946,0.5,0.0,50000.0,0.0006548245,10112.77,10159.249,0.5012026,0.5012026,-2.6060917e-08,-9.891523e-07,0.99760056,-5.1872007e-08,76.6924,258.95178,258.95178,88.20465,-110.39557,1.0,1.0,0.9976006,0.99999994,-1.0,1.0,72.34213,230.386,1.0,0.062807724,0.5029558,2.2229433,2.222944,1.0,21.175426,-97.86783,41.768047,-300.71982,-3.5924333e-11,8.415894e-15,2.222944,2.222944,2.2229433,0.03958808,0.99999994,0.99999994,-1.1187347e-07,0.0,-1.1187347e-07,-6.7411355e-07,-5.5943274e-06,0.9999999,2.222944,2.2229433,-7.081702e-07,-3.0055677e-08,0.0,0.0,1.0,1.0
-0.2944,0.5,0.0,50000.0,0.0007733757,10112.77,10159.249,0.5012026,0.5012026,-2.32786e-08,-9.601087e-07,0.99760056,-4.6334044e-08,72.22549,246.02489,246.02489,88.20465,-106.52809,1.0,1.0,0.9976006,0.99999994,-1.0,1.0,72.34213,230.386,1.0,0.06281256,0.50295573,2.2857752,2.285776,1.0,27.461824,-99.68731,61.974922,-307.99982,-3.4822523e-11,8.780946e-15,2.285776,2.285776,2.2857752,0.039588094,0.99999994,0.99999994,-1.1428182e-07,0.0,-1.1428182e-07,-6.852433e-07,-5.71464e-06,0.9999999,2.285776,2.2857752,-7.2528906e-07,-3.0782225e-08,0.0,0.0,1.0,1.0
-0.2942,0.5,0.0,50000.0,0.0008888919,10112.77,10159.249,0.5012026,0.5012026,-2.040303e-08,-9.369882e-07,0.99760056,-4.061047e-08,67.47353,232.12704,232.12704,88.20465,-102.240295,1.0,1.0,0.9976006,0.99999994,-1.0,1.0,72.34213,230.386,1.0,0.06281739,0.50295573,2.348607,2.3486078,1.0,33.639843,-101.11338,81.93721,-314.06424,-3.3652088e-11,8.90736e-15,2.3486078,2.3486078,2.348607,0.039588124,0.99999994,0.99999994,-1.1626575e-07,0.0,-1.1626575e-07,-6.93664e-07,-5.81373e-06,0.9999999,2.3486078,2.348607,-7.4019465e-07,-3.1414835e-08,0.0,0.0,1.0,1.0
