Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.df_Switch.df_diff,Battery inverter (Average)1.Control.df_Switch.df_sync,Battery inverter (Average)1.Control.df_Switch.df_o,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.dPh,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.uPh,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,0.5,0.0,50000.0,3.35556e-06,10112.81,10159.167,0.5012026,0.5012026,9.413639e-11,9.020982e-09,0.9976006,1.873704e-10,75.22134,219.78772,219.78772,88.204865,-67.625465,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.29956302,0.50295573,0.7403931,0.7403931,1.0,-98.52398,23.302639,-318.18832,98.400604,-2.2200883e-16,6.8664977e-14,0.7403932,0.7403932,0.7403931,0.03958905,1.0,1.0,-7.067756e-09,0.0,-7.067756e-09,6.527014e-11,-3.5338667e-07,1.0,0.7403931,0.7403931,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2998,0.5,0.0,50000.0,3.3352628e-06,10112.81,10159.167,0.5012026,0.5012026,7.232417e-11,-1.0962419e-08,0.9976006,1.4395503e-10,79.48938,234.45625,234.45624,88.204865,-74.073654,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.29956782,0.50295573,0.803225,0.803225,1.0,-96.447395,16.95802,-313.1599,78.70366,-2.2200883e-16,6.9176896e-14,0.8032251,0.8032251,0.803225,0.039589062,1.0,1.0,-7.0636097e-09,0.0,-7.0636097e-09,9.070666e-11,-3.531796e-07,1.0,0.803225,0.803225,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2996,0.5,0.0,50000.0,3.2648688e-06,10112.81,10159.167,0.5012026,0.5012026,5.879205e-11,-1.1363684e-08,0.9976006,1.1702052e-10,83.44371,248.19948,248.19948,88.204865,-80.22951,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.29957262,0.50295573,0.8660568,0.8660568,1.0,-93.99019,10.546474,-306.8956,58.696106,-2.2200883e-16,6.962022e-14,0.8660569,0.8660569,0.8660568,0.039589055,1.0,1.0,-7.0606716e-09,0.0,-7.0606716e-09,1.0845143e-10,-3.5303302e-07,1.0,0.8660568,0.8660568,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2994,0.5,0.0,50000.0,3.239632e-06,10112.81,10159.167,0.5012026,0.5012026,4.9212155e-11,1.5613763e-09,0.9976006,9.795256e-11,87.06873,260.9632,260.9632,88.204865,-86.06873,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.29957741,0.50295573,0.9288887,0.9288887,1.0,-91.16204,4.093308,-299.4201,38.456905,-2.2200883e-16,6.994981e-14,0.9288888,0.9288888,0.9288887,0.039589062,1.0,1.0,-7.058965e-09,0.0,-7.058965e-09,1.184279e-10,-3.5294795e-07,1.0,0.9288887,0.9288887,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2992,0.5,0.0,50000.0,3.1235304e-06,10112.81,10159.167,0.5012026,0.5012026,4.7374073e-11,-7.371914e-09,0.9976006,9.429402e-11,90.35013,272.697,272.697,88.204865,-91.56828,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2995822,0.50295573,0.9917205,0.9917205,1.0,-87.97412,-2.3760133,-290.76294,18.065935,-2.2200883e-16,7.026222e-14,0.9917207,0.9917207,0.9917205,0.03958905,1.0,1.0,-7.0581314e-09,0.0,-7.0581314e-09,1.2292069e-10,-3.5290645e-07,1.0,0.9917205,0.9917205,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.299,0.5,0.0,50000.0,3.0672575e-06,10112.81,10159.167,0.5012026,0.5012026,6.2508616e-11,3.9764276e-09,0.9976006,1.2441802e-10,93.274956,283.3546,283.3546,88.204865,-96.70646,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299587,0.50295573,1.0545523,1.0545523,1.0,-84.439,-8.835958,-280.95828,-2.3963342,-2.2200883e-16,7.05242e-14,1.0545526,1.0545526,1.0545523,0.039589055,1.0,1.0,-7.057773e-09,0.0,-7.057773e-09,1.244441e-10,-3.5288855e-07,1.0,1.0545523,1.0545523,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2988,0.5,0.0,50000.0,2.875799e-06,10112.81,10159.167,0.5012026,0.5012026,7.4653575e-11,-4.4269903e-09,0.9976006,1.4859151e-10,95.83167,292.89392,292.89392,88.204865,-101.46297,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2995918,0.50295573,1.1173842,1.1173842,1.0,-80.57064,-15.261029,-270.0448,-22.849146,-2.2200883e-16,7.074755e-14,1.1173843,1.1173843,1.1173842,0.039589062,1.0,1.0,-7.057262e-09,0.0,-7.057262e-09,1.2693134e-10,-3.5286288e-07,1.0,1.1173842,1.1173842,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2986,0.5,0.0,50000.0,2.614096e-06,10112.81,10159.167,0.5012026,0.5012026,8.580625e-11,-1.0835751e-08,0.9976006,1.7078997e-10,98.010185,301.27734,301.27734,88.204865,-105.81905,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2995966,0.5029558,1.1802161,1.1802161,1.0,-76.38431,-21.625874,-258.06555,-43.21178,-2.2200883e-16,7.0832995e-14,1.1802162,1.1802162,1.1802161,0.039589062,1.0,1.0,-7.0561734e-09,0.0,-7.0561734e-09,1.3300618e-10,-3.5280834e-07,1.0,1.1802161,1.1802161,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2984,0.5,0.0,50000.0,2.3018524e-06,10112.81,10159.167,0.5012026,0.5012026,7.7421e-11,-2.6918077e-09,0.9976006,1.5409984e-10,99.80189,308.47174,308.47174,88.204865,-109.757515,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996014,0.50295573,1.243048,1.243048,1.0,-71.89652,-27.90537,-245.06786,-63.403877,-2.2200883e-16,7.083952e-14,1.2430481,1.2430481,1.243048,0.03958905,1.0,1.0,-7.0545596e-09,0.0,-7.0545596e-09,1.4231533e-10,-3.5272754e-07,1.0,1.243048,1.243048,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2982,0.5,0.0,50000.0,1.9542153e-06,10112.81,10159.167,0.5012026,0.5012026,4.9766757e-11,9.158888e-09,0.9976006,9.9056444e-11,101.19973,314.44873,314.44873,88.204865,-113.262825,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996062,0.5029558,1.3058798,1.3058798,1.0,-67.12499,-34.074738,-231.103,-83.34575,-2.2200883e-16,7.0828455e-14,1.30588,1.30588,1.3058798,0.039589055,1.0,1.0,-7.052884e-09,0.0,-7.052884e-09,1.5193083e-10,-3.5264384e-07,1.0,1.3058798,1.3058798,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.298,0.5,0.0,50000.0,1.6104264e-06,10112.81,10159.167,0.5012026,0.5012026,2.2804335e-11,-2.6865918e-09,0.9976006,4.5390067e-11,102.19817,319.18475,319.18475,88.204865,-116.32114,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299611,0.50295573,1.3687116,1.3687116,1.0,-62.088547,-40.109627,-216.22607,-102.958694,-2.2200883e-16,7.082162e-14,1.3687117,1.3687117,1.3687116,0.03958906,1.0,1.0,-7.052006e-09,0.0,-7.052006e-09,1.564903e-10,-3.5260024e-07,1.0,1.3687116,1.3687116,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2978,0.5,0.0,50000.0,1.4602375e-06,10112.81,10159.167,0.5012026,0.5012026,6.703496e-12,-4.7274056e-09,0.9976006,1.3342732e-11,102.79329,322.6611,322.6611,88.204865,-118.92039,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996158,0.50295573,1.4315435,1.4315435,1.0,-56.807068,-45.986225,-200.4958,-122.165306,-2.2200883e-16,7.081994e-14,1.4315436,1.4315436,1.4315435,0.03958907,1.0,1.0,-7.052437e-09,0.0,-7.052437e-09,1.528623e-10,-3.5262212e-07,1.0,1.4315435,1.4315435,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2976,0.5,0.0,50000.0,1.2991712e-06,10112.81,10159.167,0.5012026,0.5012026,1.4729962e-11,-1.0207137e-08,0.9976006,2.931872e-11,102.982735,324.86407,324.86407,88.204865,-121.05031,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996206,0.5029558,1.4943753,1.4943753,1.0,-51.3014,-51.68133,-183.97426,-140.8898,-2.2200883e-16,7.078094e-14,1.4943755,1.4943755,1.4943753,0.039589066,1.0,1.0,-7.0539277e-09,0.0,-7.0539277e-09,1.4267046e-10,-3.5269684e-07,1.0,1.4943753,1.4943753,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2974,0.5,0.0,50000.0,9.423919e-07,10112.81,10159.167,0.5012026,0.5012026,3.445594e-11,-7.2291715e-09,0.9976006,6.858159e-11,102.76575,325.7849,325.7849,88.204865,-122.70249,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996254,0.5029558,1.5572072,1.5572072,1.0,-45.59327,-57.172478,-166.72667,-159.05826,-2.2200883e-16,7.054547e-14,1.5572073,1.5572073,1.5572072,0.03958906,1.0,1.0,-7.0556347e-09,0.0,-7.0556347e-09,1.3122689e-10,-3.5278208e-07,1.0,1.5572072,1.5572072,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2972,0.5,0.0,50000.0,4.61437e-07,10112.81,10159.167,0.5012026,0.5012026,4.4358604e-11,3.3740482e-09,0.9976006,8.8291985e-11,102.14319,325.42004,325.42004,88.204865,-123.87043,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996302,0.50295573,1.6200391,1.6200391,1.0,-39.7052,-62.43799,-148.82108,-176.59898,-2.2200883e-16,7.0222894e-14,1.6200392,1.6200392,1.6200391,0.039589055,1.0,1.0,-7.056587e-09,0.0,-7.056587e-09,1.2457305e-10,-3.5282946e-07,1.0,1.6200391,1.6200391,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.297,0.5,0.0,50000.0,1.491428e-07,10112.81,10159.167,0.5012026,0.5012026,3.1960677e-11,3.21331e-09,0.9976006,6.361498e-11,101.11752,323.7709,323.7709,88.204865,-124.5495,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299635,0.50295573,1.6828709,1.6828709,1.0,-33.660435,-67.457085,-130.32816,-193.44275,-2.2200883e-16,6.985161e-14,1.682871,1.682871,1.6828709,0.039589047,1.0,1.0,-7.056669e-09,0.0,-7.056669e-09,1.233679e-10,-3.528334e-07,1.0,1.6828709,1.6828709,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2968,0.5,0.0,50000.0,-3.8862606e-07,10112.81,10159.167,0.5012026,0.5012026,9.960355e-12,-5.927504e-09,0.9976006,1.982523e-11,99.69279,320.844,320.84396,88.204865,-124.73703,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996398,0.50295573,1.7457027,1.7457027,1.0,-27.482824,-72.20996,-111.32089,-209.52309,-2.2200883e-16,6.9697184e-14,1.7457029,1.7457029,1.7457027,0.039589055,1.0,1.0,-7.05659e-09,0.0,-7.05659e-09,1.2314466e-10,-3.5282952e-07,1.0,1.7457027,1.7457027,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2966,0.5,0.0,50000.0,-8.750369e-07,10112.81,10159.167,0.5012026,0.5012026,-2.5946174e-11,9.009855e-09,0.9976006,-5.164363e-11,97.87462,316.65082,316.65082,88.204865,-124.43229,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996446,0.5029558,1.8085346,1.8085346,1.0,-21.196754,-76.677864,-91.8743,-224.77654,-2.2200883e-16,6.967991e-14,1.8085347,1.8085347,1.8085346,0.039589066,1.0,1.0,-7.0571344e-09,0.0,-7.0571344e-09,1.1901213e-10,-3.52857e-07,1.0,1.8085346,1.8085346,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2964,0.5,0.0,50000.0,-1.2777015e-06,10112.81,10159.167,0.5012026,0.5012026,-7.295518e-11,5.813062e-09,0.9976006,-1.4521101e-10,95.67017,311.208,311.208,88.204865,-123.63647,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996494,0.5029558,1.8713665,1.8713665,1.0,-14.827029,-80.84315,-72.06511,-239.14288,-2.2200883e-16,6.9532094e-14,1.8713666,1.8713666,1.8713665,0.03958907,1.0,1.0,-7.0589588e-09,0.0,-7.0589588e-09,1.0690803e-10,-3.529486e-07,1.0,1.8713665,1.8713665,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2962,0.5,0.0,50000.0,-1.776605e-06,10112.81,10159.167,0.5012026,0.5012026,-1.19711e-10,-2.071142e-09,0.9976006,-2.3827446e-10,93.088165,304.537,304.537,88.204865,-122.352715,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996542,0.50295573,1.9341983,1.9341983,1.0,-8.398789,-84.68938,-51.97152,-252.56546,-2.2200883e-16,6.92968e-14,1.9341985,1.9341985,1.9341983,0.039589062,1.0,1.0,-7.0624853e-09,0.0,-7.0624853e-09,8.425275e-11,-3.531254e-07,1.0,1.9341983,1.9341983,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.296,0.5,0.0,50000.0,-2.2330573e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4739249e-10,-4.537022e-09,0.9976006,-2.9337208e-10,90.13879,296.6641,296.6641,88.204865,-120.5861,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299659,0.5029558,1.9970301,1.9970301,1.0,-1.9374025,-88.201385,-31.672817,-264.99127,-2.2200883e-16,6.9039765e-14,1.9970303,1.9970303,1.9970301,0.039589066,1.0,1.0,-7.0678783e-09,0.0,-7.0678783e-09,5.0100805e-11,-3.5339548e-07,1.0,1.9970301,1.9970301,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2958,0.5,0.0,50000.0,-2.6559035e-06,10112.81,10159.167,0.5012026,0.5012026,-1.5861507e-10,1.9696578e-09,0.9976006,-3.1570965e-10,86.833664,287.6204,287.6204,88.204865,-118.34357,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996638,0.5029558,2.059862,2.059862,1.0,4.53163,-91.365295,-11.249119,-276.37128,-2.2200883e-16,6.8575374e-14,2.0598621,2.0598621,2.059862,0.039589066,1.0,1.0,-7.0745805e-09,0.0,-7.0745805e-09,8.015976e-12,-3.537308e-07,1.0,2.059862,2.059862,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2956,0.5,0.0,50000.0,-3.0103572e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4911085e-10,4.9007487e-09,0.9976006,-2.9679234e-10,83.18585,277.44162,277.44162,88.204865,-115.633995,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996686,0.5029558,2.1226938,2.1226938,1.0,10.982779,-94.16863,9.218975,-286.66058,-2.2200883e-16,6.810739e-14,2.122694,2.122694,2.1226938,0.039589066,1.0,1.0,-7.0816175e-09,0.0,-7.0816175e-09,-3.588028e-11,-3.540826e-07,1.0,2.1226938,2.1226938,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2954,0.5,0.0,50000.0,-3.4747432e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4223697e-10,1.2018478e-08,0.9976006,-2.8311045e-10,79.20974,266.16788,266.16788,88.204865,-112.46806,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996734,0.5029558,2.1855257,2.1855257,1.0,17.390583,-96.60033,29.650684,-295.81857,-2.2200883e-16,6.7915895e-14,2.185526,2.185526,2.1855257,0.03958907,1.0,1.0,-7.0880293e-09,0.0,-7.0880293e-09,-7.5599034e-11,-3.5440294e-07,1.0,2.1855257,2.1855257,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2952,0.5,0.0,50000.0,-3.7398884e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4604429e-10,8.418403e-09,0.9976006,-2.906886e-10,74.92103,253.8437,253.8437,88.204865,-108.85828,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996782,0.5029558,2.2483575,2.2483575,1.0,23.729753,-98.65078,49.965378,-303.80908,-2.2200883e-16,6.789574e-14,2.2483578,2.2483578,2.2483575,0.039589055,1.0,1.0,-7.0933663e-09,0.0,-7.0933663e-09,-1.0839012e-10,-3.546695e-07,1.0,2.2483575,2.2483575,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.295,0.5,0.0,50000.0,-3.9432707e-06,10112.81,10159.167,0.5012026,0.5012026,-1.5468347e-10,8.537595e-09,0.9976006,-3.0788416e-10,70.33663,240.51773,240.51773,88.204865,-104.81887,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299683,0.50295573,2.3111894,2.3111894,1.0,29.975275,-100.311905,70.08288,-310.60062,-2.2200883e-16,6.7739976e-14,2.3111897,2.3111897,2.3111894,0.03958906,1.0,1.0,-7.0978907e-09,0.0,-7.0978907e-09,-1.359489e-10,-3.548956e-07,1.0,2.3111894,2.3111894,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2948,0.5,0.0,50000.0,-4.050059e-06,10112.81,10159.167,0.5012026,0.5012026,-1.7157462e-10,6.896385e-09,0.9976006,-3.4150452e-10,65.474655,226.24254,226.24254,88.204865,-100.36579,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996878,0.5029558,2.3740213,2.3740213,1.0,36.102497,-101.57715,89.9238,-316.16632,-2.2200883e-16,6.755152e-14,2.3740213,2.3740213,2.3740213,0.03958905,1.0,1.0,-7.1021056e-09,0.0,-7.1021056e-09,-1.6143317e-10,-3.5510632e-07,1.0,2.3740213,2.3740213,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2946,0.5,0.0,50000.0,-3.9859174e-06,10112.81,10159.167,0.5012026,0.5012026,-1.6429715e-10,7.3482e-09,0.9976006,-3.2701936e-10,60.354275,211.07446,211.07446,88.204865,-95.516624,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996926,0.5029558,2.4368532,2.4368532,1.0,42.08724,-102.44151,109.40983,-320.48428,-2.2200883e-16,6.748007e-14,2.4368532,2.4368532,2.4368532,0.03958905,1.0,1.0,-7.106392e-09,0.0,-7.106392e-09,-1.872234e-10,-3.5532068e-07,1.0,2.4368532,2.4368532,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2944,0.5,0.0,50000.0,-3.8070239e-06,10112.81,10159.167,0.5012026,0.5012026,-1.3620605e-10,2.2324373e-09,0.9976006,-2.7110642e-10,54.995705,195.07338,195.07338,88.204865,-90.29049,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2996974,0.5029558,2.499685,2.499685,1.0,47.905884,-102.90159,128.46407,-323.53745,-2.2200883e-16,6.7269215e-14,2.499685,2.499685,2.499685,0.03958906,1.0,1.0,-7.1104562e-09,0.0,-7.1104562e-09,-2.1145816e-10,-3.5552372e-07,1.0,2.499685,2.499685,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2942,0.5,0.0,50000.0,-3.6205656e-06,10112.81,10159.167,0.5012026,0.5012026,-9.4426376e-11,3.6285714e-09,0.9976006,-1.8794757e-10,49.420094,178.30243,178.30243,88.204865,-84.70803,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2997022,0.5029558,2.562517,2.562517,1.0,53.535465,-102.95556,147.0113,-325.31375,-2.2200883e-16,6.681608e-14,2.562517,2.562517,2.562517,0.03958906,1.0,1.0,-7.113523e-09,0.0,-7.113523e-09,-2.293115e-10,-3.5567672e-07,1.0,2.562517,2.562517,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.294,0.5,0.0,50000.0,-3.442666e-06,10112.81,10159.167,0.5012026,0.5012026,-5.991067e-11,2.8875802e-09,0.9976006,-1.1924703e-10,43.64944,160.8278,160.8278,88.204865,-78.79126,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299707,0.50295573,2.6253488,2.6253488,1.0,58.953762,-102.6032,164.97838,-325.80618,-2.2200883e-16,6.6390524e-14,2.6253488,2.6253488,2.6253488,0.03958905,1.0,1.0,-7.114837e-09,0.0,-7.114837e-09,-2.3611893e-10,-3.5574195e-07,1.0,2.6253488,2.6253488,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2938,0.5,0.0,50000.0,-3.2097494e-06,10112.81,10159.167,0.5012026,0.5012026,-6.097682e-11,-4.5310786e-09,0.9976006,-1.2136912e-10,37.706528,142.71848,142.71848,88.204865,-72.56354,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2997118,0.5029558,2.6881804,2.6881804,1.0,64.139404,-101.845924,182.29434,-325.01282,-2.2200883e-16,6.590538e-14,2.6881807,2.6881807,2.6881804,0.03958906,1.0,1.0,-7.1142057e-09,0.0,-7.1142057e-09,-2.3077182e-10,-3.5570994e-07,1.0,2.6881804,2.6881804,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2936,0.5,0.0,50000.0,-2.9325072e-06,10112.81,10159.167,0.5012026,0.5012026,-8.254572e-11,3.9496917e-09,0.9976006,-1.6430016e-10,31.6148,124.04589,124.04589,88.204865,-66.04944,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2997166,0.50295573,2.7510123,2.7510123,1.0,69.07191,-100.68671,198.89088,-322.93677,-2.2200883e-16,6.56468e-14,2.7510126,2.7510126,2.7510123,0.03958905,1.0,1.0,-7.1125665e-09,0.0,-7.1125665e-09,-2.1922487e-10,-3.5562792e-07,1.0,2.7510123,2.7510123,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2934,0.5,0.0,50000.0,-2.6184262e-06,10112.81,10159.167,0.5012026,0.5012026,-1.1229103e-10,1.1952342e-08,0.9976006,-2.2350563e-10,25.398304,104.88375,104.88375,88.204865,-59.274666,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2997214,0.50295573,2.8138442,2.8138442,1.0,73.73182,-99.13013,214.70248,-319.58624,-2.2200883e-16,6.5383564e-14,2.8138444,2.8138444,2.8138442,0.03958905,1.0,1.0,-7.111365e-09,0.0,-7.111365e-09,-2.1051172e-10,-3.5556806e-07,1.0,2.8138442,2.8138442,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.2932,0.5,0.0,50000.0,-2.4260587e-06,10112.81,10159.167,0.5012026,0.5012026,-1.5128167e-10,1.8187649e-09,0.9976006,-3.0111316e-10,19.081573,85.30769,85.307686,88.204865,-52.26597,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.2997262,0.50295573,2.876676,2.876676,1.0,78.100746,-97.18232,229.66675,-314.97446,-2.2200883e-16,6.5261395e-14,2.8766763,2.8766763,2.876676,0.039589055,1.0,1.0,-7.1114874e-09,0.0,-7.1114874e-09,-2.1012277e-10,-3.555746e-07,1.0,2.876676,2.876676,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
-0.293,0.5,0.0,50000.0,-2.0866978e-06,10112.81,10159.167,0.5012026,0.5012026,-1.7934085e-10,-3.8546104e-09,0.9976006,-3.5696254e-10,12.689537,65.39495,65.39495,88.204865,-45.051,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.299731,0.50295573,2.939508,2.939508,1.0,82.161446,-94.85098,243.72464,-309.1196,-2.2200883e-16,6.5033685e-14,2.9395082,2.9395082,2.939508,0.039589055,1.0,1.0,-7.113355e-09,0.0,-7.113355e-09,-2.2062019e-10,-3.5566845e-07,1.0,2.939508,2.939508,-1.3112077e-07,-5.5649383e-09,0.0,-5.5649383e-09,0.0,1.0,1.0
