Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.df_Switch.df_diff,Battery inverter (Average)1.Control.df_Switch.df_sync,Battery inverter (Average)1.Control.df_Switch.df_o,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.dPh,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.uPh,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.298,0.5,0.0,50000.0,-6.273598e-06,10112.81,10159.167,0.5012026,0.5012026,-2.3397165e-10,3.1070366e-09,0.9976006,-4.657004e-10,87.69124,289.98547,289.98547,88.204865,-118.94755,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0933975,0.50295573,2.0441792,2.0441792,1.0,2.9176495,-90.60889,-16.354149,-273.63132,-1.3491477e-12,-1.1089294e-13,2.0441794,2.0441794,2.0441792,0.03958906,1.0,1.0,-7.114654e-09,0.0,-7.114654e-09,-2.365213e-10,-3.5573387e-07,1.0,2.0441792,2.0441792,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2978,0.5,0.0,50000.0,-6.586716e-06,10112.81,10159.167,0.5012026,0.5012026,-2.4529792e-10,1.3656679e-09,0.9976006,-4.882444e-10,84.12766,280.0864,280.0864,88.204865,-116.353615,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0934023,0.50295573,2.107011,2.107011,1.0,9.37565,-93.50332,4.1104283,-284.19684,-1.3491477e-12,-1.10242375e-13,2.1070113,2.1070113,2.107011,0.03958907,1.0,1.0,-7.119516e-09,0.0,-7.119516e-09,-2.6548005e-10,-3.5597708e-07,1.0,2.107011,2.107011,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2976,0.5,0.0,50000.0,-6.8381546e-06,10112.81,10159.167,0.5012026,0.5012026,-2.3648308e-10,-1.9961277e-09,0.9976006,-4.706992e-10,80.23208,269.08197,269.08197,88.204865,-113.30049,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0934071,0.50295573,2.169843,2.169843,1.0,15.79665,-96.028725,24.558783,-293.64075,-1.3491477e-12,-1.0961111e-13,2.1698432,2.1698432,2.169843,0.039589055,1.0,1.0,-7.12457e-09,0.0,-7.12457e-09,-2.9545294e-10,-3.5622975e-07,1.0,2.169843,2.169843,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2974,0.5,0.0,50000.0,-7.13974e-06,10112.81,10159.167,0.5012026,0.5012026,-2.2761808e-10,-5.181944e-09,0.9976006,-4.530542e-10,76.01985,257.0156,257.0156,88.204865,-109.800224,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0934119,0.50295573,2.2326748,2.2326748,1.0,22.155308,-98.175156,44.910213,-301.92578,-1.3491477e-12,-1.0909694e-13,2.232675,2.232675,2.2326748,0.03958906,1.0,1.0,-7.1293162e-09,0.0,-7.1293162e-09,-3.2331887e-10,-3.5646693e-07,1.0,2.2326748,2.2326748,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2972,0.5,0.0,50000.0,-7.4181166e-06,10112.81,10159.167,0.5012026,0.5012026,-2.0783603e-10,-3.322322e-09,0.9976006,-4.1367973e-10,71.50761,243.93488,243.93488,88.204865,-105.86663,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0934167,0.50295573,2.2955067,2.2955067,1.0,28.426527,-99.934135,65.084404,-309.0193,-1.3491477e-12,-1.081208e-13,2.2955067,2.2955067,2.2955067,0.039589062,1.0,1.0,-7.1332997e-09,0.0,-7.1332997e-09,-3.4625955e-10,-3.5666585e-07,1.0,2.2955067,2.2955067,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.297,0.5,0.0,50000.0,-7.5336848e-06,10112.81,10159.167,0.5012026,0.5012026,-1.9147574e-10,-3.960212e-09,0.9976006,-3.81116e-10,66.71316,229.89148,229.89148,88.204865,-101.51523,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.0934215,0.5029558,2.3583386,2.3583386,1.0,34.58556,-101.29872,85.00174,-314.89322,-1.3491477e-12,-1.06987925e-13,2.3583386,2.3583386,2.3583386,0.03958906,1.0,1.0,-7.1361836e-09,0.0,-7.1361836e-09,-3.6220632e-10,-3.5680975e-07,1.0,2.3583386,2.3583386,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2968,0.5,0.0,50000.0,-7.5471803e-06,10112.81,10159.167,0.5012026,0.5012026,-1.7608744e-10,-6.8195445e-09,0.9976006,-3.5048692e-10,61.655422,214.9408,214.9408,88.204865,-96.76319,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.093426295,0.50295573,2.4211705,2.4211705,1.0,40.6081,-102.26352,104.58361,-319.5244,-1.3491477e-12,-1.0593553e-13,2.4211705,2.4211705,2.4211705,0.03958905,1.0,1.0,-7.137894e-09,0.0,-7.137894e-09,-3.707496e-10,-3.56895e-07,1.0,2.4211705,2.4211705,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2966,0.5,0.0,50000.0,-7.3473657e-06,10112.81,10159.167,0.5012026,0.5012026,-1.642604e-10,-9.5236e-09,0.9976006,-3.269462e-10,56.35436,199.14185,199.14185,88.204865,-91.62927,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09343109,0.50295573,2.4840024,2.4840024,1.0,46.47038,-102.82474,123.75274,-322.89456,-1.3491477e-12,-1.05079424e-13,2.4840024,2.4840024,2.4840024,0.039589055,1.0,1.0,-7.138652e-09,0.0,-7.138652e-09,-3.7332262e-10,-3.569327e-07,1.0,2.4840024,2.4840024,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2964,0.5,0.0,50000.0,-7.0619776e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4632429e-10,-6.4372165e-09,0.9976006,-2.9124592e-10,50.83089,182.55696,182.55696,88.204865,-86.133736,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09343589,0.5029558,2.546834,2.546834,1.0,52.14926,-102.980156,142.43347,-324.99045,-1.3491477e-12,-1.0454092e-13,2.5468342,2.5468342,2.546834,0.03958906,1.0,1.0,-7.1387753e-09,0.0,-7.1387753e-09,-3.719304e-10,-3.5693873e-07,1.0,2.546834,2.546834,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2962,0.5,0.0,50000.0,-6.8727654e-06,10112.81,10159.167,0.5012026,0.5012026,-1.2513719e-10,-9.333149e-09,0.9976006,-2.4907482e-10,45.10682,165.25162,165.25162,88.204865,-80.29827,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09344069,0.50295573,2.6096659,2.6096659,1.0,57.622334,-102.72915,160.55208,-325.8037,-1.3491477e-12,-1.03992485e-13,2.609666,2.609666,2.6096659,0.03958905,1.0,1.0,-7.138321e-09,0.0,-7.138321e-09,-3.6694475e-10,-3.5691585e-07,1.0,2.6096659,2.6096659,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.296,0.5,0.0,50000.0,-6.600868e-06,10112.81,10159.167,0.5012026,0.5012026,-1.1756894e-10,1.5109337e-09,0.9976006,-2.3401087e-10,39.204727,147.29411,147.29411,88.204865,-74.145905,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09344549,0.50295573,2.6724977,2.6724977,1.0,62.867996,-102.07272,178.03706,-325.33118,-1.3491477e-12,-1.029665e-13,2.672498,2.672498,2.6724977,0.039589055,1.0,1.0,-7.137155e-09,0.0,-7.137155e-09,-3.5755113e-10,-3.5685738e-07,1.0,2.6724977,2.6724977,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2958,0.5,0.0,50000.0,-6.3946054e-06,10112.81,10159.167,0.5012026,0.5012026,-1.0067548e-10,-8.626145e-09,0.9976006,-2.0038589e-10,33.147915,128.7553,128.7553,88.204865,-67.70092,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09345029,0.50295573,2.7353296,2.7353296,1.0,67.86555,-101.013466,194.81941,-323.5747,-1.3491477e-12,-1.01625475e-13,2.7353299,2.7353299,2.7353296,0.03958905,1.0,1.0,-7.1354544e-09,0.0,-7.1354544e-09,-3.4488862e-10,-3.5677223e-07,1.0,2.7353296,2.7353296,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2956,0.5,0.0,50000.0,-6.1720343e-06,10112.81,10159.167,0.5012026,0.5012026,-1.0170829e-10,-1.0178955e-08,0.9976006,-2.0244159e-10,26.960283,109.708336,109.708336,88.204865,-60.98875,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09345509,0.5029558,2.7981615,2.7981615,1.0,72.59527,-99.55555,210.8329,-320.54123,-1.3491477e-12,-1.000214e-13,2.7981617,2.7981617,2.7981615,0.03958906,1.0,1.0,-7.1334614e-09,0.0,-7.1334614e-09,-3.3048397e-10,-3.5667256e-07,1.0,2.7981615,2.7981615,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2954,0.5,0.0,50000.0,-6.0942352e-06,10112.81,10159.167,0.5012026,0.5012026,-1.1653642e-10,-8.078932e-09,0.9976006,-2.3195573e-10,20.66625,90.22841,90.22841,88.204865,-54.03589,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09345989,0.50295573,2.8609934,2.8609934,1.0,77.03848,-97.704735,226.01434,-316.24274,-1.3491477e-12,-9.8292387e-14,2.8609936,2.8609936,2.8609934,0.03958905,1.0,1.0,-7.1314656e-09,0.0,-7.1314656e-09,-3.1615927e-10,-3.5657283e-07,1.0,2.8609934,2.8609934,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2952,0.5,0.0,50000.0,-5.8899277e-06,10112.81,10159.167,0.5012026,0.5012026,-1.3575359e-10,-1.2663862e-08,0.9976006,-2.7020586e-10,14.290657,70.392395,70.392395,88.204865,-46.86977,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09346469,0.50295573,2.9238253,2.9238253,1.0,81.177666,-95.46832,240.30379,-310.6962,-1.3491477e-12,-9.718804e-14,2.9238253,2.9238253,2.9238253,0.039589055,1.0,1.0,-7.1300166e-09,0.0,-7.1300166e-09,-3.053459e-10,-3.5650058e-07,1.0,2.9238253,2.9238253,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.295,0.5,0.0,50000.0,-5.6789377e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4894533e-10,4.978444e-10,0.9976006,-2.9646288e-10,7.8586655,50.278572,50.278572,88.204865,-39.518677,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.093469486,0.50295573,2.9866571,2.9866571,1.0,84.996475,-92.85514,253.64488,-303.92346,-1.3491477e-12,-9.6041786e-14,2.9866571,2.9866571,2.9866571,0.039589055,1.0,1.0,-7.1295507e-09,0.0,-7.1295507e-09,-3.007266e-10,-3.5647756e-07,1.0,2.9866571,2.9866571,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2948,0.5,0.0,50000.0,-5.422762e-06,10112.81,10159.167,0.5012026,0.5012026,-1.4381112e-10,-7.628874e-09,0.9976006,-2.8624367e-10,1.3956593,29.966322,29.96632,88.204865,-32.011623,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.093474284,0.50295573,3.049489,3.049489,1.0,88.47984,-89.8755,265.98495,-295.95126,-1.3491477e-12,-9.531703e-14,3.049489,3.049489,3.049489,0.039589055,1.0,1.0,-7.130069e-09,0.0,-7.130069e-09,-3.0225894e-10,-3.5650365e-07,1.0,3.049489,3.049489,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2946,0.5,0.0,50000.0,-5.0435233e-06,10112.81,10159.167,0.5012026,0.5012026,-1.07665765e-10,-6.7617782e-09,0.9976006,-2.1429945e-10,-5.0728545,9.535809,9.535807,88.204865,-24.378235,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09347908,0.50295573,3.112321,3.112321,1.0,91.61402,-86.54117,277.2753,-286.8111,-1.3491477e-12,-9.478665e-14,3.112321,3.112321,3.112321,0.039589055,1.0,1.0,-7.130905e-09,0.0,-7.130905e-09,-3.0573102e-10,-3.5654543e-07,1.0,3.112321,3.112321,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2944,0.5,0.0,50000.0,-4.644882e-06,10112.81,10159.167,0.5012026,0.5012026,-5.6891422e-11,-5.9190546e-09,0.9976006,-1.1323748e-10,-11.521348,-10.932338,-10.93234,88.204865,-16.648638,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09348389,0.50295573,3.1751525,3.1751525,1.0,94.38664,-82.865295,287.47134,-276.539,-1.3491477e-12,-9.421198e-14,3.1751528,3.1751528,3.1751525,0.039589055,1.0,1.0,-7.130925e-09,0.0,-7.130925e-09,-3.0405437e-10,-3.5654605e-07,1.0,3.1751525,3.1751525,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2942,0.5,0.0,50000.0,-4.2034058e-06,10112.81,10159.167,0.5012026,0.5012026,9.379875e-12,-5.5131326e-09,0.9976006,1.8669835e-11,-17.924372,-31.35734,-31.35734,88.204865,-8.853337,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.093488686,0.50295573,3.2379844,3.2379844,1.0,96.78676,-78.86239,296.5329,-265.17557,-1.3491477e-12,-9.360714e-14,3.2379847,3.2379847,3.2379844,0.03958905,1.0,1.0,-7.1291093e-09,0.0,-7.1291093e-09,-2.909164e-10,-3.564547e-07,1.0,3.2379844,3.2379844,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.294,0.5,0.0,50000.0,-3.7639297e-06,10112.81,10159.167,0.5012026,0.5012025,6.544452e-11,-2.029618e-09,0.9976006,1.3026169e-10,-24.256657,-51.65859,-51.65859,88.204865,-1.0231014,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.093493484,0.50295573,3.3008163,3.3008163,1.0,98.80491,-74.54825,304.42416,-252.76558,-1.3491477e-12,-9.247561e-14,3.3008165,3.3008165,3.3008163,0.03958906,1.0,1.0,-7.1248247e-09,0.0,-7.1248247e-09,-2.624622e-10,-3.5623987e-07,1.0,3.3008163,3.3008163,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2938,0.5,0.0,50000.0,-3.2994988e-06,10112.81,10159.167,0.5012026,0.5012026,1.0394951e-10,-4.265316e-09,0.9976006,2.0690256e-10,-30.493212,-71.75596,-71.75596,88.204865,6.8111715,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09349828,0.50295573,3.3636482,3.3636482,1.0,100.43311,-69.9399,311.114,-239.35805,-1.3491477e-12,-9.070622e-14,3.3636484,3.3636484,3.3636482,0.03958905,1.0,1.0,-7.118178e-09,0.0,-7.118178e-09,-2.194612e-10,-3.55907e-07,1.0,3.3636482,3.3636482,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
-0.2936,0.5,0.0,50000.0,-2.7719502e-06,10112.81,10159.167,0.5012026,0.5012026,1.3576928e-10,-2.8572988e-09,0.9976006,2.702371e-10,-36.609425,-91.57015,-91.570145,88.204865,14.618568,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.09350308,0.5029558,3.42648,3.42648,1.0,101.66496,-65.055534,316.57602,-225.00587,-1.3491477e-12,-8.915934e-14,3.4264803,3.4264803,3.42648,0.03958906,1.0,1.0,-7.1098523e-09,0.0,-7.1098523e-09,-1.6627259e-10,-3.5549039e-07,1.0,3.42648,3.42648,-1.310731e-07,-5.562915e-09,0.0,0.0,1.0,1.0
