Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.fault_vpu,PCC_Control1.fault_fpu,PCC_Control1.Fault,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,1.0,0.0,100000.0,3.4392772e-06,-50015.715,-4.143103,0.9980975,0.9980975,1.0355405e-10,-1.4792099e-08,1.0019062,1.03949196e-10,-133.26137,-203.46373,-203.46373,72.0063,63.325195,1.0,144.06274,231.38031,1.0,-0.49376518,0.9998597,3.8126223,3.8039722,1.0,200.68921,-67.42785,323.6714,-120.20766,-0.0,1.3114325e-13,3.8126223,3.8126223,3.8126223,0.03975992,1.0,1.0,1.0,3.8039722,3.8126223,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2998,1.0,0.0,100000.0,3.7522184e-06,-50015.715,-4.143103,0.9980975,0.9980975,1.5378238e-10,-2.3060387e-08,1.0019062,1.543692e-10,-142.71822,-219.1538,-219.15381,72.0063,68.20766,1.0,144.06274,231.38031,1.0,-0.493769,0.9998597,3.8754542,3.8668041,1.0,197.90659,-55.188377,320.0145,-100.86069,-0.0,1.2564879e-13,3.8754542,3.8754542,3.8754542,0.039759915,1.0,1.0,1.0,3.8668041,3.8754542,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2996,1.0,0.0,100000.0,4.0899986e-06,-50015.715,-4.143103,0.9980975,0.99809754,1.9548095e-10,-4.840513e-09,1.0019062,1.9622688e-10,-151.61182,-233.97897,-233.97897,72.0063,72.82093,1.0,144.06274,231.38031,1.0,-0.4937728,0.9998597,3.938286,3.929636,1.0,194.34293,-42.731106,315.09464,-81.11567,-0.0,1.2200156e-13,3.938286,3.938286,3.938286,0.039759886,1.0,1.0,1.0,3.929636,3.938286,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2994,1.0,0.0,100000.0,4.1911853e-06,-50015.715,-4.143103,0.9980975,0.99809754,2.0261504e-10,1.7220938e-08,1.0019062,2.033882e-10,-159.90709,-247.88072,-247.88072,72.0063,77.14681,1.0,144.06274,231.38031,1.0,-0.49377662,0.9998597,4.0011177,3.9924679,1.0,190.01228,-30.10519,308.93124,-61.05052,-0.0,1.1812071e-13,4.0011177,4.0011177,4.0011177,0.0397599,1.0,1.0,1.0,3.9924679,4.0011177,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2992,1.0,0.0,100000.0,4.3433374e-06,-50015.715,-4.143103,0.9980975,0.9980975,1.8245772e-10,-1.0319679e-08,1.0019062,1.8315395e-10,-167.57127,-260.80423,-260.80423,72.0063,81.168236,1.0,144.06274,231.38031,1.0,-0.4937804,0.9998597,4.0639496,4.0552998,1.0,184.93173,-17.360464,301.54865,-40.744434,-0.0,1.1213315e-13,4.0639496,4.0639496,4.0639496,0.03975991,1.0,1.0,1.0,4.0552998,4.0639496,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.299,1.0,0.0,100000.0,4.4343737e-06,-50015.715,-4.143103,0.9980975,0.9980975,1.5336733e-10,-2.2074364e-08,1.0019062,1.5395257e-10,-174.57413,-272.69843,-272.69843,72.0063,84.869316,1.0,144.06274,231.38031,1.0,-0.49378422,0.9998597,4.1267815,4.1181316,1.0,179.12135,-4.5472255,292.97598,-20.277552,-0.0,1.0510081e-13,4.1267815,4.1267815,4.1267815,0.039759897,1.0,1.0,1.0,4.1181316,4.1267815,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2988,1.0,0.0,100000.0,4.249747e-06,-50015.715,-4.143103,0.9980975,0.9980975,1.08415825e-10,-5.135037e-09,1.0019062,1.0882953e-10,-180.88803,-283.51642,-283.51642,72.0063,88.235466,1.0,144.06274,231.38031,1.0,-0.49378803,0.9998597,4.1896133,4.1809635,1.0,172.60406,8.28396,283.24707,0.26936036,-0.0,9.9221195e-14,4.1896133,4.1896133,4.1896133,0.03975991,1.0,1.0,1.0,4.1809635,4.1896133,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2986,1.0,0.0,100000.0,4.088923e-06,-50015.715,-4.143103,0.9980975,0.99809754,8.638498e-11,-2.8065992e-09,1.0019062,8.6714615e-11,-186.48804,-293.2155,-293.2155,72.0063,91.25339,1.0,144.06274,231.38031,1.0,-0.49379185,0.9998597,4.252445,4.2437954,1.0,165.40558,21.082453,272.4003,20.815208,-0.0,9.424804e-14,4.252445,4.252445,4.252445,0.039759915,1.0,1.0,1.0,4.2437954,4.252445,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2984,1.0,0.0,100000.0,4.0093373e-06,-50015.715,-4.143103,0.9980975,0.9980975,6.040953e-11,3.998737e-09,1.0019062,6.064005e-11,-191.35207,-301.75742,-301.75742,72.0063,93.91117,1.0,144.06274,231.38031,1.0,-0.49379566,0.9998597,4.315277,4.3066273,1.0,157.55432,33.79774,260.47852,41.27891,-0.0,9.0775945e-14,4.315277,4.315277,4.315277,0.039759904,1.0,1.0,1.0,4.3066273,4.315277,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2982,1.0,0.0,100000.0,3.934624e-06,-50015.715,-4.143103,0.9980975,0.9980975,6.807543e-11,-1.1350655e-08,1.0019062,6.833519e-11,-195.4609,-309.10843,-309.10843,72.0063,96.19833,1.0,144.06274,231.38031,1.0,-0.49379948,0.9998597,4.378109,4.369459,1.0,149.08127,46.379646,247.52872,61.579704,-0.0,8.639363e-14,4.378109,4.378109,4.378109,0.03975989,1.0,1.0,1.0,4.369459,4.378109,-0.0,-5.5649383e-09,1.0,1.0019062,1.0,-1.0,1.0,0.0,1.0,1.0
