Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,1.0,0.0,100000.0,-1.7234227e-06,-50002.637,-10000.541,0.996156,0.996156,-1.7771906e-10,1.1326053e-08,1.0038589,-1.790933e-10,-103.37299,-154.84409,-154.84409,73.30903,65.937454,1.0,143.7825,231.83128,1.0,-0.50336,0.99792296,3.6334782,3.6334782,1.0,203.85559,-100.4826,327.6941,-172.84999,0.0,1.6616076e-12,3.6334782,3.6334782,3.6334782,0.03983736,1.0,1.0,1.0,3.6334782,3.6334782,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2995,1.0,0.0,100000.0,-4.8453387e-07,-50002.637,-10000.541,0.996156,0.996156,-1.1904498e-10,-1.1233101e-08,1.0038589,-1.1996552e-10,-129.58736,-198.14557,-198.14557,73.30903,77.641075,1.0,143.7825,231.83128,1.0,-0.5033792,0.99792296,3.7905579,3.7905579,1.0,201.08473,-71.497375,325.28586,-127.1403,0.0,1.6831318e-12,3.7905579,3.7905579,3.7905579,0.039837368,1.0,1.0,1.0,3.7905579,3.7905579,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.299,1.0,0.0,100000.0,6.8720584e-07,-50002.637,-10000.541,0.996156,0.996156,-7.738667e-11,-3.8115266e-09,1.0038589,-7.798508e-11,-152.61086,-236.56807,-236.56807,73.30903,87.432915,1.0,143.7825,231.83128,1.0,-0.50339854,0.99792296,3.9476373,3.9476373,1.0,193.3625,-40.751656,314.86804,-78.29998,0.0,1.685932e-12,3.9476376,3.9476376,3.9476373,0.039837375,1.0,1.0,1.0,3.9476373,3.9476373,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2985,1.0,0.0,100000.0,1.2027674e-06,-50002.637,-10000.541,0.996156,0.996156,-9.5295605e-11,-8.160698e-09,1.0038589,-9.603249e-11,-171.87656,-269.16547,-269.16547,73.30903,95.07187,1.0,143.7825,231.83128,1.0,-0.50341785,0.99792296,4.104717,4.104717,1.0,180.87906,-9.002492,296.6971,-27.53166,0.0,1.6776279e-12,4.1047173,4.1047173,4.104717,0.039837353,1.0,1.0,1.0,4.104717,4.104717,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.298,1.0,0.0,100000.0,1.9097631e-06,-50002.637,-10000.541,0.996156,0.996156,-4.270487e-11,1.0392583e-09,1.0038589,-4.3035093e-11,-186.9101,-295.13513,-295.1351,73.30903,100.369835,1.0,143.7825,231.83128,1.0,-0.5034371,0.99792296,4.2617965,4.2617965,1.0,163.94176,22.968342,271.22052,23.914583,0.0,1.6591268e-12,4.261797,4.261797,4.2617965,0.039837364,1.0,1.0,1.0,4.2617965,4.2617965,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2975,1.0,0.0,100000.0,2.5284123e-06,-50002.637,-10000.541,0.996156,0.996156,1.5151843e-11,-3.838462e-09,1.0038589,1.5269007e-11,-197.3413,-313.83755,-313.83755,73.30903,103.196365,1.0,143.7825,231.83128,1.0,-0.5034564,0.99792296,4.418876,4.418876,1.0,142.96767,54.37362,239.0656,74.77197,0.0,1.6381113e-12,4.418876,4.418876,4.418876,0.039837383,1.0,1.0,1.0,4.418876,4.418876,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.297,1.0,0.0,100000.0,2.7539152e-06,-50002.637,-10000.541,0.996156,0.996156,2.237209e-11,-1.5653994e-08,1.0038589,2.2545086e-11,-202.91328,-324.8123,-324.8123,73.30903,103.481865,1.0,143.7825,231.83128,1.0,-0.5034757,0.99792296,4.575956,4.575956,1.0,118.47324,84.44004,201.02406,123.78822,0.0,1.6144924e-12,4.575956,4.575956,4.575956,0.039837386,1.0,1.0,1.0,4.575956,4.575956,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2965,1.0,0.0,100000.0,2.9086113e-06,-50002.637,-10000.541,0.996156,0.996156,2.2433833e-11,-6.8655197e-09,1.0038589,2.2607305e-11,-203.48888,-327.78906,-327.78906,73.30903,101.219284,1.0,143.7825,231.83128,1.0,-0.50349504,0.99792296,4.7330356,4.7330356,1.0,91.061615,112.42726,158.03265,169.7564,0.0,1.5859821e-12,4.7330356,4.7330356,4.7330356,0.03983737,1.0,1.0,1.0,4.7330356,4.7330356,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.296,1.0,0.0,100000.0,2.849216e-06,-50002.637,-10000.541,0.996156,0.996156,-1.6766383e-11,-1.3617547e-08,1.0038589,-1.6896031e-11,-199.0539,-322.69458,-322.69458,73.30903,96.46436,1.0,143.7825,231.83128,1.0,-0.5035143,0.99792296,4.8901153,4.8901153,1.0,61.407745,137.64615,111.14996,211.5446,0.0,1.5524667e-12,4.8901153,4.8901153,4.8901153,0.039837364,1.0,1.0,1.0,4.8901153,4.8901153,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2955,1.0,0.0,100000.0,1.7547269e-06,-50002.637,-10000.541,0.996156,0.996156,-1.4570577e-10,1.567533e-08,1.0038589,-1.4683246e-10,-189.71756,-309.65427,-309.65427,73.30903,89.33417,1.0,143.7825,231.83128,1.0,-0.5035336,0.99792296,5.047195,5.047195,1.0,30.241814,159.47574,61.530388,248.12389,0.0,1.5172885e-12,5.047195,5.047195,5.047195,0.039837364,1.0,1.0,1.0,5.047195,5.047195,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.295,1.0,0.0,100000.0,4.1358706e-07,-50002.637,-10000.541,0.996156,0.996156,-3.694548e-10,1.47215635e-08,1.0038589,-3.7231168e-10,-175.70973,-288.98926,-288.98926,73.30903,80.00426,1.0,143.7825,231.83128,1.0,-0.5035529,0.99792296,5.2042747,5.2042747,1.0,-1.6687723,177.37851,10.395728,278.59354,0.0,1.4830958e-12,5.2042747,5.2042747,5.2042747,0.039837386,1.0,1.0,1.0,5.2042747,5.2042747,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2945,1.0,0.0,100000.0,-1.3649296e-06,-50002.637,-10000.541,0.996156,0.996156,-4.9644944e-10,-1.9509103e-09,1.0038589,-5.002883e-10,-157.37535,-261.20837,-261.20837,73.30903,68.70439,1.0,143.7825,231.83128,1.0,-0.50357217,0.99792296,5.361354,5.361354,1.0,-33.538265,190.91362,-40.994907,302.20328,0.0,1.4543902e-12,5.3613544,5.3613544,5.361354,0.03983738,1.0,1.0,1.0,5.361354,5.361354,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.294,1.0,0.0,100000.0,-2.7460806e-06,-50002.637,-10000.541,0.996156,0.996156,-5.226625e-10,1.0028322e-08,1.0038589,-5.2670407e-10,-135.16588,-226.99567,-226.99567,73.30903,55.712784,1.0,143.7825,231.83128,1.0,-0.5035915,0.997923,5.5184336,5.5184336,1.0,-64.58194,199.74782,-91.376114,318.3718,0.0,1.4223904e-12,5.5184336,5.5184336,5.5184336,0.03983738,1.0,1.0,1.0,5.5184336,5.5184336,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2935,1.0,0.0,100000.0,-3.503423e-06,-50002.637,-10000.541,0.996156,0.996156,-4.4197165e-10,-1.3058311e-08,1.0038589,-4.4538925e-10,-109.62816,-187.19357,-187.19357,73.30903,41.349354,1.0,143.7825,231.83128,1.0,-0.5036108,0.99792296,5.6755133,5.6755133,1.0,-94.035385,203.66354,-139.50734,326.70093,0.0,1.3892327e-12,5.6755133,5.6755133,5.6755133,0.03983738,1.0,1.0,1.0,5.6755133,5.6755133,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.293,1.0,0.0,100000.0,-3.773553e-06,-50002.637,-10000.541,0.996156,0.996156,-3.957063e-10,8.474627e-10,1.0038589,-3.9876616e-10,-81.39104,-142.78217,-142.78217,73.30903,25.967762,1.0,143.7825,231.83128,1.0,-0.50363004,0.99792296,5.832593,5.832593,1.0,-121.17337,202.5644,-184.20343,326.9856,0.0,1.3549764e-12,5.832593,5.832593,5.832593,0.03983738,1.0,1.0,1.0,5.832593,5.832593,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2925,1.0,0.0,100000.0,-3.7744278e-06,-50002.637,-10000.541,0.996156,0.996156,-5.0887755e-10,-1.2384002e-09,1.0038589,-5.128125e-10,-51.1498,-94.85497,-94.85497,73.30903,9.94676,1.0,143.7825,231.83128,1.0,-0.50364935,0.99792296,5.9896727,5.9896727,1.0,-145.32767,196.47746,-224.36382,319.21878,0.0,1.3166955e-12,5.9896727,5.9896727,5.9896727,0.03983738,1.0,1.0,1.0,5.9896727,5.9896727,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.292,1.0,0.0,100000.0,-4.004458e-06,-50002.637,-10000.541,0.996156,0.9961559,-6.6605615e-10,-9.414981e-09,1.0038589,-6.7120653e-10,-19.649084,-44.59214,-44.59214,73.30903,-6.319175,1.0,143.7825,231.83128,1.0,-0.50366867,0.99792296,6.1467524,6.1467524,1.0,-165.90352,185.5526,-258.99963,303.59177,0.0,1.2828384e-12,6.1467524,6.1467524,6.1467524,0.03983738,1.0,1.0,1.0,6.1467524,6.1467524,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2915,1.0,0.0,100000.0,-3.6128426e-06,-50002.637,-10000.541,0.996156,0.9961559,-6.6581246e-10,1.0244701e-08,1.0038589,-6.709609e-10,12.33546,6.7687006,6.768702,73.30903,-22.429506,1.0,143.7825,231.83128,1.0,-0.503688,0.997923,0.020646542,0.020646542,1.0,-182.39427,170.0588,-287.258,280.4893,0.0,1.2462106e-12,0.02064663,0.02064663,0.020646542,0.03983738,1.0,1.0,1.0,0.020646542,0.020646542,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.291,1.0,0.0,100000.0,-2.7714973e-06,-50002.637,-10000.541,0.996156,0.996156,-4.3655166e-10,1.2140189e-08,1.0038589,-4.3992734e-10,44.016262,57.962875,57.962875,73.30903,-37.98754,1.0,143.7825,231.83128,1.0,-0.50370723,0.99792296,0.17772618,0.17772618,1.0,-194.39386,150.37761,-308.44315,250.48026,0.0,1.2123481e-12,0.17772625,0.17772625,0.17772618,0.03983735,1.0,1.0,1.0,0.17772618,0.17772618,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2905,1.0,0.0,100000.0,-1.1272542e-06,-50002.637,-10000.541,0.996156,0.996156,-2.3188808e-10,-2.913892e-09,1.0038589,-2.3368119e-10,74.61324,107.729805,107.729805,73.30903,-52.61019,1.0,143.7825,231.83128,1.0,-0.50372654,0.99792296,0.33480582,0.33480582,1.0,-201.60684,126.99361,-322.03336,214.30356,0.0,1.1804048e-12,0.3348059,0.3348059,0.33480582,0.03983737,1.0,1.0,1.0,0.33480582,0.33480582,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0038589,1.0,-5.564264e-09,0.0,1.0,1.0
