Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,1.0,0.0,100000.0,-0.00031013787,-90000.46,2.5340774,0.9966538,0.9966538,-5.9796217e-09,7.023993e-08,1.0033574,-6.0198415e-09,-13.978311,-35.467907,-35.467907,14.382239,2.1983967,1.0,143.85435,231.71547,1.0,-0.7608838,0.99841857,6.1747384,6.1747384,1.0,-169.23297,183.21129,-264.39124,299.85913,3.385625e-11,-7.405988e-14,6.1747384,6.1747384,6.1747384,0.039817624,1.0,1.0,1.0,6.1747384,6.1747384,-3.7098093e-08,-2.361738e-09,1.0,-1.0,1.0,1.0033574,1.0,-2.361738e-09,0.0,1.0,1.0
-0.2995,1.0,0.0,100000.0,-0.00033044087,-90000.46,2.5340774,0.9966538,0.99665385,-8.828743e-09,5.2240196e-08,1.0033574,-8.888127e-09,18.025656,15.930431,15.930432,14.382239,-0.9918144,1.0,143.85435,231.71547,1.0,-0.76090056,0.99841857,0.048632797,0.048632726,1.0,-184.9591,166.93344,-291.42203,275.49158,3.186066e-11,-7.711171e-14,0.048632838,0.048632838,0.048632797,0.03981762,1.0,1.0,1.0,0.048632726,0.048632797,-4.239394e-08,-2.698882e-09,1.0,-1.0,1.0,1.0033574,1.0,-2.698882e-09,0.0,1.0,1.0
-0.299,1.0,0.0,100000.0,-0.00034251143,-90000.46,2.5340774,0.9966538,0.99665385,-1.1659297e-08,7.425596e-09,1.0033574,-1.1737719e-08,49.585773,66.93651,66.93651,14.382239,-4.157722,1.0,143.85435,231.71547,1.0,-0.76091737,0.99841857,0.20571242,0.20571236,1.0,-196.13092,146.54515,-311.27704,244.34052,2.8200397e-11,-5.442921e-14,0.20571247,0.20571247,0.20571242,0.03981758,1.0,1.0,1.0,0.20571236,0.20571242,-4.961482e-08,-3.1585774e-09,1.0,-1.0,1.0,1.0033574,1.0,-3.1585774e-09,0.0,1.0,1.0
-0.2985,1.0,0.0,100000.0,-0.0003448362,-90000.46,2.5340774,0.9966538,0.99665385,-1.4087468e-08,-1.1433324e-08,1.0033574,-1.4182223e-08,79.92492,116.29439,116.29439,14.382239,-7.2213817,1.0,143.85435,231.71547,1.0,-0.7609341,0.9984186,0.36279204,0.362792,1.0,-202.47336,122.54843,-323.46738,207.17299,2.357869e-11,-2.6528779e-14,0.3627921,0.3627921,0.36279204,0.039817538,1.0,1.0,1.0,0.362792,0.36279204,-5.851609e-08,-3.7252499e-09,1.0,-1.0,1.0,1.0033574,1.0,-3.7252499e-09,0.0,1.0,1.0
-0.298,1.0,0.0,100000.0,-0.00033957453,-90000.46,2.5340774,0.9966538,0.9966539,-1.6136823e-08,-2.56823e-08,1.0033574,-1.6245362e-08,108.29606,162.78871,162.78871,14.382239,-10.107341,1.0,143.85435,231.71547,1.0,-0.76095086,0.99841857,0.51987165,0.51987165,1.0,-203.83022,95.534164,-327.69287,164.90417,1.8648834e-11,-1.0447947e-14,0.5198717,0.5198717,0.51987165,0.039817512,1.0,1.0,1.0,0.51987165,0.51987165,-6.88721e-08,-4.384534e-09,1.0,-1.0,1.0,1.0033574,1.0,-4.384534e-09,0.0,1.0,1.0
-0.2975,1.0,0.0,100000.0,-0.00032404464,-90000.46,2.5340774,0.9966538,0.9966539,-1.7961872e-08,-6.4041295e-08,1.0033574,-1.8082686e-08,134.00058,205.27464,205.27463,14.382239,-12.744558,1.0,143.85435,231.71547,1.0,-0.7609677,0.99841857,0.6769513,0.6769512,1.0,-200.1681,66.16753,-323.8495,118.57485,1.3824293e-11,2.7504682e-16,0.67695135,0.67695135,0.6769513,0.039817475,1.0,1.0,1.0,0.6769512,0.6769513,-8.0467764e-08,-5.122737e-09,1.0,-1.0,1.0,1.0033574,1.0,-5.122737e-09,0.0,1.0,1.0
-0.297,1.0,0.0,100000.0,-0.00030322588,-90000.46,2.5340774,0.9966538,0.9966539,-1.92543e-08,-1.0531215e-07,1.0033574,-1.9383808e-08,156.40558,242.70601,242.70601,14.382239,-15.068074,1.0,143.85435,231.71547,1.0,-0.7609844,0.9984186,0.83403087,0.83403087,1.0,-191.57721,35.171627,-312.03186,69.32585,9.140827e-12,4.0246538e-15,0.834031,0.834031,0.83403087,0.039817452,1.0,1.0,1.0,0.83403087,0.83403087,-9.2936006e-08,-5.91649e-09,1.0,-1.0,1.0,1.0033574,1.0,-5.91649e-09,0.0,1.0,1.0
-0.2965,1.0,0.0,100000.0,-0.00027155294,-90000.46,2.5340774,0.9966538,0.99665385,-2.0232086e-08,-1.2363085e-07,1.0033574,-2.036817e-08,174.95935,274.16116,274.16116,14.382239,-17.020699,1.0,143.85435,231.71547,1.0,-0.76100117,0.9984186,0.9911105,0.9911105,1.0,-178.26903,3.309682,-292.53098,18.369793,5.1968365e-12,4.612931e-15,0.9911106,0.9911106,0.9911105,0.03981745,1.0,1.0,1.0,0.9911105,0.9911105,-1.05749805e-07,-6.7322414e-09,1.0,-1.0,1.0,1.0033574,1.0,-6.7322414e-09,0.0,1.0,1.0
-0.296,1.0,0.0,100000.0,-0.00023637651,-90000.46,2.5340774,0.9966538,0.9966539,-2.0433486e-08,-1.2002779e-07,1.0033574,-2.0570925e-08,189.20503,298.86557,298.86557,14.382239,-18.554325,1.0,143.85435,231.71547,1.0,-0.7610179,0.99841857,1.1481901,1.1481901,1.0,-160.57127,-28.633757,-265.827,-33.03857,2.1033832e-12,2.8496405e-15,1.1481903,1.1481903,1.1481901,0.03981742,1.0,1.0,1.0,1.1481901,1.1481901,-1.18779006e-07,-7.561707e-09,1.0,-1.0,1.0,1.0033574,1.0,-7.561707e-09,0.0,1.0,1.0
-0.2955,1.0,0.0,100000.0,-0.00019231337,-90000.46,2.5340774,0.9966538,0.99665385,-2.0443164e-08,-1.5635946e-07,1.0033574,-2.0580668e-08,198.79187,316.2109,316.2109,14.382239,-19.631224,1.0,143.85435,231.71547,1.0,-0.7610347,0.99841857,1.3052697,1.3052698,1.0,-138.91972,-59.87214,-232.57747,-83.63343,-7.444189e-13,-2.4290912e-16,1.3052698,1.3052698,1.3052697,0.039817415,1.0,1.0,1.0,1.3052698,1.3052697,-1.318478e-07,-8.393692e-09,1.0,-1.0,1.0,1.0033574,1.0,-8.393692e-09,0.0,1.0,1.0
-0.295,1.0,0.0,100000.0,-0.00014573277,-90000.46,2.5340774,0.9966538,0.9966539,-1.964917e-08,-1.6939963e-07,1.0033574,-1.9781332e-08,203.48378,325.77005,325.77005,14.382239,-20.22484,1.0,143.85435,231.71547,1.0,-0.7610515,0.99841857,1.4623493,1.4623494,1.0,-113.84752,-89.63627,-193.60112,-132.16895,-3.529829e-12,-6.951027e-15,1.4623495,1.4623495,1.4623493,0.039817374,1.0,1.0,1.0,1.4623494,1.4623493,-1.4445907e-07,-9.196549e-09,1.0,-1.0,1.0,1.0033574,1.0,-9.196549e-09,0.0,1.0,1.0
-0.2945,1.0,0.0,100000.0,-9.444409e-05,-90000.46,2.5340774,0.9966538,0.99665385,-1.8540975e-08,-1.8813671e-07,1.0033574,-1.8665684e-08,203.16527,327.30768,327.30768,14.382239,-20.320591,1.0,143.85435,231.71547,1.0,-0.7610682,0.9984186,1.619429,1.619429,1.0,-85.972,-117.19326,-149.85767,-177.45003,-6.087546e-12,-1.2925761e-14,1.6194291,1.6194291,1.619429,0.03981738,1.0,1.0,1.0,1.619429,1.619429,-1.56418e-07,-9.957879e-09,1.0,-1.0,1.0,1.0033574,1.0,-9.957879e-09,0.0,1.0,1.0
