Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.2655,0.7,0.0,70000.0,6.3610964e-06,2.1331792,-20002.48,0.6972777,0.6972777,2.6271332e-10,-1.5625194e-08,1.0039041,3.7824094e-10,-142.78668,-326.21185,-326.21185,104.672165,145.70026,1.0,100.643135,231.84174,1.0,-0.5084669,0.6990462,4.611663,4.611663,1.0,76.81264,65.97405,191.65851,134.55336,-6.7424083e-13,-5.9429316e-14,4.611663,4.611663,4.611663,0.039839085,1.0,1.0,1.0,4.611663,4.611663,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.265,0.7,0.0,70000.0,6.5823147e-06,2.1331792,-20002.48,0.6972777,0.6972777,2.534244e-10,-5.616802e-09,1.0039041,3.6486725e-10,-142.00766,-327.35324,-327.35324,104.672165,139.81528,1.0,100.643135,231.84174,1.0,-0.5084864,0.6990462,4.768742,4.768742,1.0,57.012207,84.99546,147.68372,179.66953,-6.7424083e-13,-5.2276837e-14,4.7687426,4.7687426,4.768742,0.039839074,1.0,1.0,1.0,4.768742,4.768742,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2645,0.7,0.0,70000.0,6.0243237e-06,2.1331792,-20002.48,0.6972777,0.6972777,1.3099419e-10,-1.0053128e-08,1.0039041,1.8859862e-10,-137.73193,-320.4341,-320.4341,104.672165,130.48758,1.0,100.643135,231.84174,1.0,-0.50850594,0.6990462,4.925822,4.925822,1.0,35.80794,101.923996,100.07247,220.36163,-6.7424083e-13,-4.8393642e-14,4.925822,4.925822,4.925822,0.03983907,1.0,1.0,1.0,4.925822,4.925822,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.264,0.7,0.0,70000.0,4.491109e-06,2.1331792,-20002.48,0.6972777,0.6972777,-4.944419e-11,1.4005861e-08,1.0039041,-7.118717e-11,-130.06479,-305.62482,-305.62482,104.672165,117.946846,1.0,100.643135,231.84174,1.0,-0.50852543,0.6990462,5.0829015,5.0829015,1.0,13.721965,116.34283,49.99711,255.62772,-6.7424083e-13,-4.2573065e-14,5.0829015,5.0829015,5.0829015,0.039839078,1.0,1.0,1.0,5.0829015,5.0829015,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2635,0.7,0.0,70000.0,2.2654547e-06,2.1331792,-20002.48,0.6972777,0.69727767,-2.1081517e-10,6.7909336e-09,1.0039041,-3.035207e-10,-119.19502,-283.29004,-283.29004,104.672165,102.50186,1.0,100.643135,231.84174,1.0,-0.508545,0.6990462,5.239981,5.239981,1.0,-8.701891,127.89691,-1.3093551,284.5994,-6.7424083e-13,-3.3885055e-14,5.239981,5.239981,5.239981,0.039839074,1.0,1.0,1.0,5.239981,5.239981,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.263,0.7,0.0,70000.0,-2.6378416e-08,2.1331792,-20002.48,0.6972777,0.6972777,-2.8089855e-10,1.940327e-08,1.0039041,-4.044231e-10,-105.390274,-253.9797,-253.9797,104.672165,84.53294,1.0,100.643135,231.84174,1.0,-0.5085645,0.6990462,5.397061,5.397061,1.0,-30.911476,136.30174,-52.583576,306.5633,-6.7424083e-13,-3.0798172e-14,5.397061,5.397061,5.397061,0.039839063,1.0,1.0,1.0,5.397061,5.397061,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2625,0.7,0.0,70000.0,-1.5689307e-06,2.1331792,-20002.48,0.6972777,0.69727767,-2.6253363e-10,3.2027536e-09,1.0039041,-3.7798226e-10,-88.99046,-218.41556,-218.41556,104.672165,64.482544,1.0,100.643135,231.84174,1.0,-0.508584,0.6990462,5.5541406,5.5541406,1.0,-52.359917,141.35039,-102.56302,320.97858,-6.7424083e-13,-2.5189322e-14,5.5541406,5.5541406,5.5541406,0.039839078,1.0,1.0,1.0,5.5541406,5.5541406,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.262,0.7,0.0,70000.0,-2.0488112e-06,2.1331792,-20002.48,0.6972777,0.69727767,-1.948423e-10,-1.5072935e-08,1.0039041,-2.805238e-10,-70.39942,-177.47328,-177.47328,104.672165,42.844376,1.0,100.643135,231.84174,1.0,-0.5086035,0.6990462,5.7112203,5.7112203,1.0,-72.51909,142.9185,-150.01701,327.4903,-6.7424083e-13,-1.5754001e-14,5.7112203,5.7112203,5.7112203,0.039839074,1.0,1.0,1.0,5.7112203,5.7112203,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.2615,0.7,0.0,70000.0,-2.0183634e-06,2.1331792,-20002.48,0.6972777,0.6972777,-1.3621161e-10,1.01492414e-08,1.0039041,-1.9611038e-10,-50.074905,-132.16104,-132.16104,104.672165,20.151234,1.0,100.643135,231.84174,1.0,-0.50862306,0.6990462,5.8682995,5.8682995,1.0,-90.89259,140.9675,-193.77708,325.93814,-6.7424083e-13,-1.1197296e-14,5.8683,5.8683,5.8682995,0.039839074,1.0,1.0,1.0,5.8682995,5.8682995,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
-0.261,0.7,0.0,70000.0,-1.6753507e-06,2.1331792,-20002.48,0.6972777,0.6972777,-1.4396537e-10,9.35405e-09,1.0039041,-2.0727385e-10,-28.517382,-83.59455,-83.59455,104.672165,-3.0380883,1.0,100.643135,231.84174,1.0,-0.50864255,0.6990462,6.025379,6.025379,1.0,-107.02802,135.54541,-232.76573,316.3603,-6.7424083e-13,-6.350401e-15,6.025379,6.025379,6.025379,0.039839067,1.0,1.0,1.0,6.025379,6.025379,-8.740326e-08,-5.564264e-09,1.0,-1.0,1.0,1.0039041,1.0,-5.564264e-09,0.0,1.0,1.0
