Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error_Limited,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,1.0,0.0,100000.0,3.819632e-05,-10003.209,-4.669205,0.9996126,0.9996126,2.1627611e-10,1.2949892e-08,1.0003875,2.1644377e-10,-192.60628,-303.02347,-303.02347,129.84633,170.31282,1.0,144.28143,231.0296,1.0,-0.09722449,1.0013722,4.3291454,4.3291454,1.0,155.9872,36.61909,257.31625,45.707203,6.7435185e-13,-3.0127478e-14,4.3291454,4.3291454,4.3291454,0.039699648,1.0,1.0,1.0,4.3291454,4.3291454,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2995,1.0,0.0,100000.0,3.83594e-05,-10003.209,-4.669205,0.9996126,0.9996126,2.784366e-10,-1.01004325e-08,1.0003875,2.7865243e-10,-201.016,-318.40475,-318.40475,129.84633,178.95618,1.0,144.28143,231.0296,1.0,-0.097226426,1.0013722,4.486225,4.486225,1.0,133.36368,67.65233,222.6518,95.752945,6.7435185e-13,-3.2646097e-14,4.486225,4.486225,4.486225,0.03969964,1.0,1.0,1.0,4.486225,4.486225,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.299,1.0,0.0,100000.0,3.8501348e-05,-10003.209,-4.669205,0.9996126,0.9996126,3.0360808e-10,-1.45305705e-08,1.0003875,3.0384342e-10,-204.47604,-325.94583,-325.94583,129.84633,183.19305,1.0,144.28143,231.0296,1.0,-0.09722836,1.0013721,4.643305,4.643305,1.0,107.4563,97.01975,182.5049,143.44093,6.7435185e-13,-3.290111e-14,4.643305,4.643305,4.643305,0.039699666,1.0,1.0,1.0,4.643305,4.643305,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2985,1.0,0.0,100000.0,3.794516e-05,-10003.209,-4.669205,0.9996126,0.9996126,2.3332347e-10,3.4827077e-09,1.0003875,2.3350433e-10,-202.90121,-325.46106,-325.46106,129.84633,182.9191,1.0,144.28143,231.0296,1.0,-0.0972303,1.0013722,4.8003845,4.8003845,1.0,78.90299,123.99822,137.86414,187.59692,6.7435185e-13,-3.328349e-14,4.8003845,4.8003845,4.8003845,0.03969967,1.0,1.0,1.0,4.8003845,4.8003845,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.298,1.0,0.0,100000.0,3.7006233e-05,-10003.209,-4.669205,0.9996126,0.9996127,1.2603084e-10,2.121202e-08,1.0003875,1.2612852e-10,-196.33028,-316.96234,-316.96234,129.84633,178.14107,1.0,144.28143,231.0296,1.0,-0.09723224,1.0013722,4.9574637,4.9574637,1.0,48.406834,147.92345,89.8287,227.13365,6.7435185e-13,-3.6085088e-14,4.957464,4.957464,4.9574637,0.03969967,1.0,1.0,1.0,4.9574637,4.9574637,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2975,1.0,0.0,100000.0,3.5258676e-05,-10003.209,-4.669205,0.9996126,0.9996126,-8.1926875e-11,1.4317188e-08,1.0003875,-8.199039e-11,-184.92503,-300.659,-300.659,129.84633,168.97661,1.0,144.28143,231.0296,1.0,-0.097234175,1.0013722,5.1145434,5.1145434,1.0,16.718735,168.2063,39.58138,261.0776,6.7435185e-13,-3.7486202e-14,5.1145434,5.1145434,5.1145434,0.03969967,1.0,1.0,1.0,5.1145434,5.1145434,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.297,1.0,0.0,100000.0,3.3494172e-05,-10003.209,-4.669205,0.9996126,0.9996126,-1.548874e-10,1.7298884e-08,1.0003875,-1.5500747e-10,-168.96632,-276.9524,-276.9524,129.84633,155.6514,1.0,144.28143,231.0296,1.0,-0.09723611,1.0013721,5.271623,5.271623,1.0,-15.381032,184.34735,-11.640568,288.59296,6.7435185e-13,-3.9516208e-14,5.271623,5.271623,5.271623,0.03969966,1.0,1.0,1.0,5.271623,5.271623,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2965,1.0,0.0,100000.0,3.216504e-05,-10003.209,-4.669205,0.9996126,0.9996127,-1.840149e-10,-2.8248364e-09,1.0003875,-1.8415755e-10,-148.8471,-246.42632,-246.42632,129.84633,138.49353,1.0,144.28143,231.0296,1.0,-0.09723805,1.0013722,5.428703,5.428703,1.0,-47.102066,195.94917,-62.575886,309.0022,6.7435185e-13,-4.1049978e-14,5.428703,5.428703,5.428703,0.03969966,1.0,1.0,1.0,5.428703,5.428703,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.296,1.0,0.0,100000.0,3.1453255e-05,-10003.209,-4.669205,0.9996126,0.9996126,-2.5586694e-10,-1.1486735e-08,1.0003875,-2.5606528e-10,-125.062775,-209.8324,-209.8324,129.84633,117.92548,1.0,144.28143,231.0296,1.0,-0.097239986,1.0013721,5.5857825,5.5857825,1.0,-77.66329,202.72606,-111.970375,321.80276,6.7435185e-13,-4.231972e-14,5.5857825,5.5857825,5.5857825,0.039699655,1.0,1.0,1.0,5.5857825,5.5857825,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2955,1.0,0.0,100000.0,3.1295345e-05,-10003.209,-4.669205,0.9996126,0.9996126,-2.4132008e-10,-2.2009559e-08,1.0003875,-2.4150712e-10,-98.19898,-168.07172,-168.07172,129.84633,94.45373,1.0,144.28143,231.0296,1.0,-0.09724192,1.0013721,5.742862,5.742862,1.0,-106.31219,204.51117,-158.60779,326.6795,6.7435185e-13,-4.3459814e-14,5.742862,5.742862,5.742862,0.03969966,1.0,1.0,1.0,5.742862,5.742862,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.295,1.0,0.0,100000.0,3.1036183e-05,-10003.209,-4.669205,0.9996126,0.9996126,-2.7239536e-10,1.3252114e-09,1.0003875,-2.7260652e-10,-68.917206,-122.172554,-122.172554,129.84633,68.656204,1.0,144.28143,231.0296,1.0,-0.09724386,1.0013722,5.899942,5.899942,1.0,-132.34332,201.26054,-201.33974,323.5123,6.7435185e-13,-4.5583515e-14,5.899942,5.899942,5.899942,0.03969965,1.0,1.0,1.0,5.899942,5.899942,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2945,1.0,0.0,100000.0,3.065336e-05,-10003.209,-4.669205,0.9996126,0.9996126,-3.3895095e-10,-9.003931e-09,1.0003875,-3.3921368e-10,-37.938465,-73.26509,-73.26509,129.84633,41.16814,1.0,144.28143,231.0296,1.0,-0.0972458,1.0013722,6.057021,6.057021,1.0,-155.11574,193.0542,-239.11404,312.37915,6.7435185e-13,-4.708107e-14,6.0570216,6.0570216,6.057021,0.03969966,1.0,1.0,1.0,6.057021,6.057021,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.294,1.0,0.0,100000.0,3.0862677e-05,-10003.209,-4.669205,0.9996126,0.9996127,-3.7402895e-10,-9.471122e-10,1.0003875,-3.7431888e-10,-6.025547,-22.553602,-22.553602,129.84633,12.666373,1.0,144.28143,231.0296,1.0,-0.097247735,1.0013722,6.214101,6.214101,1.0,-174.06868,180.09422,-271.00058,293.55417,6.7435185e-13,-4.8298754e-14,6.2141013,6.2141013,6.214101,0.039699662,1.0,1.0,1.0,6.214101,6.214101,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2935,1.0,0.0,100000.0,3.1448137e-05,-10003.209,-4.669205,0.9996126,0.9996126,-2.49672e-10,-2.797984e-08,1.0003875,-2.4986552e-10,26.035738,28.713234,28.713234,129.84633,-16.147276,1.0,144.28143,231.0296,1.0,-0.09724967,1.0013722,0.087995335,0.087995335,1.0,-188.73547,162.69974,-296.21417,267.50092,6.7435185e-13,-4.8988317e-14,0.087995425,0.087995425,0.087995335,0.03969965,1.0,1.0,1.0,0.087995335,0.087995335,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.293,1.0,0.0,100000.0,3.247753e-05,-10003.209,-4.669205,0.9996126,0.9996126,-8.875383e-11,1.14103305e-08,1.0003875,-8.882263e-11,57.455936,79.273056,79.27305,129.84633,-44.56332,1.0,144.28143,231.0296,1.0,-0.09725161,1.0013722,0.24507497,0.24507497,1.0,-198.75497,141.29904,-314.13397,234.86093,6.7435185e-13,-4.9670124e-14,0.24507505,0.24507505,0.24507497,0.039699644,1.0,1.0,1.0,0.24507497,0.24507497,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2925,1.0,0.0,100000.0,3.4077442e-05,-10003.209,-4.669205,0.9996126,0.9996127,3.5798038e-11,-1.2017266e-08,1.0003875,3.5825787e-11,87.46138,127.880905,127.880905,129.84633,-71.88208,1.0,144.28143,231.0296,1.0,-0.097253546,1.0013722,0.4021546,0.4021546,1.0,-203.88048,116.41909,-324.31876,196.43787,6.7435185e-13,-5.054957e-14,0.40215468,0.40215468,0.4021546,0.03969965,1.0,1.0,1.0,0.4021546,0.4021546,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.292,1.0,0.0,100000.0,3.571833e-05,-10003.209,-4.669205,0.9996126,0.9996127,1.8842052e-10,-1.7913758e-08,1.0003875,1.8856657e-10,115.31323,173.3399,173.3399,129.84633,-97.430855,1.0,144.28143,231.0296,1.0,-0.09725548,1.0013722,0.5592342,0.5592342,1.0,-203.98575,88.672516,-326.51776,153.17786,6.7435185e-13,-5.1163236e-14,0.5592343,0.5592343,0.5592342,0.039699644,1.0,1.0,1.0,0.5592342,0.5592342,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2915,1.0,0.0,100000.0,3.7315378e-05,-10003.209,-4.669205,0.9996126,0.9996126,2.8487704e-10,-1.2050165e-08,1.0003875,2.8509786e-10,140.3257,214.5307,214.5307,129.84633,-120.58056,1.0,144.28143,231.0296,1.0,-0.09725742,1.0013722,0.71631384,0.71631384,1.0,-199.06822,58.74253,-320.6768,106.146095,6.7435185e-13,-5.1487294e-14,0.71631396,0.71631396,0.71631384,0.03969966,1.0,1.0,1.0,0.71631384,0.71631384,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.291,1.0,0.0,100000.0,3.8061324e-05,-10003.209,-4.669205,0.9996126,0.9996127,2.2859144e-10,-2.6465505e-09,1.0003875,2.2876863e-10,161.88287,250.43904,250.43904,129.84633,-140.76117,1.0,144.28143,231.0296,1.0,-0.09725936,1.0013722,0.8733935,0.8733935,1.0,-189.24898,27.366106,-306.9397,56.50067,6.7435185e-13,-5.2145672e-14,0.8733936,0.8733936,0.8733935,0.039699666,1.0,1.0,1.0,0.8733935,0.8733935,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2905,1.0,0.0,100000.0,3.8480157e-05,-10003.209,-4.669205,0.9996126,0.9996126,2.335792e-10,-1.146295e-08,1.0003875,2.3376026e-10,179.45395,280.18076,280.18076,129.84633,-157.47578,1.0,144.28143,231.0296,1.0,-0.097261295,1.0013721,1.0304731,1.0304731,1.0,-174.76979,-4.6841593,-285.64474,5.464008,6.7435185e-13,-5.242966e-14,1.0304732,1.0304732,1.0304731,0.03969966,1.0,1.0,1.0,1.0304731,1.0304731,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.29,1.0,0.0,100000.0,3.874321e-05,-10003.209,-4.669205,0.9996126,0.9996126,4.0653e-10,-1.411991e-08,1.0003875,4.0684514e-10,192.60628,303.02347,303.02347,129.84633,-170.3128,1.0,144.28143,231.0296,1.0,-0.09726323,1.0013721,1.1875528,1.1875528,1.0,-155.9872,-36.619083,-257.31625,-45.707195,6.7435185e-13,-5.2800913e-14,1.1875528,1.1875528,1.1875528,0.039699644,1.0,1.0,1.0,1.1875528,1.1875528,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2895,1.0,0.0,100000.0,3.859077e-05,-10003.209,-4.669205,0.9996126,0.9996126,4.531202e-10,9.3788026e-11,1.0003875,4.5347145e-10,201.016,318.40475,318.40472,129.84633,-178.95618,1.0,144.28143,231.0296,1.0,-0.09726518,1.0013722,1.3446324,1.3446324,1.0,-133.36368,-67.65233,-222.65181,-95.75294,6.7435185e-13,-5.3341426e-14,1.3446325,1.3446325,1.3446324,0.039699662,1.0,1.0,1.0,1.3446324,1.3446324,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.289,1.0,0.0,100000.0,3.8786704e-05,-10003.209,-4.669205,0.9996126,0.9996126,4.2262813e-10,7.558368e-09,1.0003875,4.2295573e-10,204.47604,325.94583,325.94583,129.84633,-183.19304,1.0,144.28143,231.0296,1.0,-0.09726711,1.0013721,1.501712,1.501712,1.0,-107.4563,-97.019745,-182.50491,-143.44092,6.7435185e-13,-5.374996e-14,1.5017121,1.5017121,1.501712,0.039699666,1.0,1.0,1.0,1.501712,1.501712,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.2885,1.0,0.0,100000.0,3.8235365e-05,-10003.209,-4.669205,0.9996126,0.9996126,4.4179682e-10,2.961368e-09,1.0003875,4.4213927e-10,202.90121,325.46106,325.46106,129.84633,-182.91908,1.0,144.28143,231.0296,1.0,-0.09726905,1.0013722,1.6587917,1.6587917,1.0,-78.90299,-123.998215,-137.86415,-187.59691,6.7435185e-13,-5.4153886e-14,1.6587918,1.6587918,1.6587917,0.03969967,1.0,1.0,1.0,1.6587917,1.6587917,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
-0.288,1.0,0.0,100000.0,3.6915666e-05,-10003.209,-4.669205,0.9996126,0.9996126,4.2500597e-10,-4.569396e-09,1.0003875,4.2533543e-10,196.33028,316.96237,316.96237,129.84633,-178.14105,1.0,144.28143,231.0296,1.0,-0.09727099,1.0013721,1.8158712,1.8158712,1.0,-48.406837,-147.92343,-89.828705,-227.13365,6.7435185e-13,-5.4429236e-14,1.8158714,1.8158714,1.8158712,0.039699644,1.0,1.0,1.0,1.8158712,1.8158712,-8.7413845e-08,-5.5649383e-09,1.0,-1.0,1.0,1.0003875,1.0,-5.5649383e-09,0.0,1.0,1.0
