Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.014,1.0,0.0,100000.0,-9.275698e-05,-90000.46,1.3880177,0.9966538,0.9966538,-8.628784e-09,-8.674903e-08,1.0033574,-8.686822e-09,199.77312,318.07477,318.07477,14.382252,-19.744053,1.0,143.85435,231.71547,1.0,-0.79720294,0.9984185,1.3278865,1.3278865,1.0,-135.50688,-64.266235,-227.29735,-90.777405,-2.3740137e-12,-6.8667965e-14,1.3278866,1.3278866,1.3278865,0.0398175,1.0,1.0,1.0,1.3278865,1.3278865,-1.8904011e-07,-8.023111e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0135,1.0,0.0,100000.0,-6.8411486e-05,-90000.46,1.3880177,0.9966538,0.99665385,-8.11651e-09,-8.699146e-08,1.0033574,-8.171103e-09,203.74786,326.48886,326.48886,14.382252,-20.266607,1.0,143.85435,231.71547,1.0,-0.7972197,0.99841857,1.484966,1.4849662,1.0,-109.9912,-93.75665,-187.57245,-138.91641,-1.3909962e-12,-8.076364e-14,1.4849663,1.4849663,1.484966,0.039817482,1.0,1.0,1.0,1.4849662,1.484966,-1.9698e-07,-8.360091e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.013,1.0,0.0,100000.0,-4.1436913e-05,-90000.46,1.3880177,0.9966538,0.9966538,-7.866761e-09,-1.05605956e-07,1.0033574,-7.919674e-09,202.70564,326.86374,326.86374,14.382252,-20.29018,1.0,143.85435,231.71547,1.0,-0.79723644,0.99841857,1.6420457,1.6420457,1.0,-81.76717,-120.93848,-143.22888,-183.63484,-2.1332755e-12,-8.944897e-14,1.6420459,1.6420459,1.6420457,0.03981748,1.0,1.0,1.0,1.6420457,1.6420457,-2.0451824e-07,-8.680024e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0125,1.0,0.0,100000.0,-1.3826117e-05,-90000.46,1.3880177,0.9966538,0.99665385,-7.012948e-09,-7.747073e-08,1.0033574,-7.060118e-09,196.67215,319.19012,319.19012,14.382252,-19.814201,1.0,143.85435,231.71547,1.0,-0.79725325,0.9984185,1.7991253,1.7991253,1.0,-51.529762,-145.14238,-95.35855,-223.83157,-2.804352e-12,-9.3358196e-14,1.7991256,1.7991256,1.7991253,0.039817452,1.0,1.0,1.0,1.7991253,1.7991253,-2.1159029e-07,-8.980171e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.012,1.0,0.0,100000.0,1.3393122e-05,-90000.46,1.3880177,0.9966538,0.9966538,-6.454775e-09,-9.045036e-08,1.0033574,-6.4981904e-09,185.79593,303.657,303.657,14.382252,-18.85037,1.0,143.85435,231.71547,1.0,-0.79727,0.9984185,1.9562049,1.956205,1.0,-20.023518,-165.77242,-45.14018,-258.51685,-3.0211274e-12,-9.60437e-14,1.9562051,1.9562051,1.9562049,0.03981748,1.0,1.0,1.0,1.956205,1.9562049,-2.1757167e-07,-9.234029e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0115,1.0,0.0,100000.0,4.140962e-05,-90000.46,1.3880177,0.9966538,0.99665385,-5.329378e-09,-7.721331e-08,1.0033574,-5.365224e-09,170.3448,280.64685,280.64685,14.382252,-17.42244,1.0,143.85435,231.71547,1.0,-0.7972868,0.9984185,2.1132846,2.1132846,1.0,11.975772,-182.32057,6.1897025,-286.83655,-3.2229636e-12,-9.711696e-14,2.1132848,2.1132848,2.1132846,0.039817467,1.0,1.0,1.0,2.1132846,2.1132846,-2.2241943e-07,-9.439773e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.011,1.0,0.0,100000.0,6.698518e-05,-90000.46,1.3880177,0.9966538,0.99665385,-4.3203907e-09,-1.02026796e-07,1.0033574,-4.3494506e-09,150.69922,250.72623,250.72623,14.382252,-15.565558,1.0,143.85435,231.71547,1.0,-0.79730356,0.9984185,2.2703643,2.2703643,1.0,43.68018,-194.3794,57.367165,-308.09338,-3.4277084e-12,-9.725554e-14,2.2703645,2.2703645,2.2703643,0.03981747,1.0,1.0,1.0,2.2703643,2.2703643,-2.262318e-07,-9.6015755e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0105,1.0,0.0,100000.0,9.323087e-05,-90000.46,1.3880177,0.9966538,0.99665385,-2.901303e-09,-7.96009e-08,1.0033574,-2.9208176e-09,127.34292,214.6319,214.6319,14.382252,-13.3254595,1.0,143.85435,231.71547,1.0,-0.79732037,0.99841857,2.4274437,2.427444,1.0,74.30904,-201.65196,107.132065,-321.76395,-3.3715108e-12,-9.693561e-14,2.427444,2.427444,2.4274437,0.039817486,1.0,1.0,1.0,2.427444,2.4274437,-2.290943e-07,-9.723064e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.01,1.0,0.0,100000.0,0.00011624525,-90000.46,1.3880177,0.9966538,0.9966538,-1.5868656e-09,-7.0584946e-08,1.0033574,-1.5975391e-09,100.85101,173.25261,173.25261,14.382252,-10.757286,1.0,143.85435,231.71547,1.0,-0.7973371,0.9984185,2.5845234,2.5845234,1.0,103.10816,-203.95917,154.25902,-327.51163,-3.1518744e-12,-9.594625e-14,2.5845237,2.5845237,2.5845234,0.0398175,1.0,1.0,1.0,2.5845234,2.5845234,-2.3058035e-07,-9.786135e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0095,1.0,0.0,100000.0,0.00013795625,-90000.46,1.3880177,0.9966538,0.99665385,-2.334792e-10,-7.3249176e-08,1.0033574,-2.3504962e-10,71.875824,127.60727,127.60727,14.382252,-7.924289,1.0,143.85435,231.71547,1.0,-0.7973539,0.9984185,2.7416031,2.7416031,1.0,129.36841,-201.24423,197.5876,-325.19485,-2.5241504e-12,-9.466651e-14,2.7416034,2.7416034,2.7416031,0.03981747,1.0,1.0,1.0,2.7416031,2.7416031,-2.305277e-07,-9.7839e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.009,1.0,0.0,100000.0,0.00015434247,-90000.46,1.3818072,0.9966538,0.99665385,1.1268633e-09,-4.3522732e-08,1.0033574,1.1344427e-09,41.130806,78.819824,78.819824,14.382252,-4.896218,1.0,143.85435,231.71547,1.0,-0.79737073,0.99841857,2.8986828,2.8986828,1.0,152.44319,-193.574,236.05092,-314.87073,7.5710667e-13,-9.430161e-14,2.898683,2.898683,2.8986828,0.039817505,1.0,1.0,1.0,2.8986828,2.8986828,-2.2909306e-07,-9.723012e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0085,1.0,0.0,100000.0,0.00016924985,-90000.46,1.3818072,0.9966538,0.9966538,2.4579712e-09,-4.158569e-08,1.0033574,2.4745037e-09,9.3730135,28.09156,28.091558,14.382252,-1.7476374,1.0,143.85435,231.71547,1.0,-0.7973875,0.99841857,3.0557623,3.0557623,1.0,171.76431,-181.13733,268.70187,-296.79343,4.0153675e-12,-9.2783935e-14,3.0557625,3.0557625,3.0557623,0.039817523,1.0,1.0,1.0,3.0557623,3.0557623,-2.2639848e-07,-9.60865e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.008,1.0,0.0,100000.0,0.00017743162,-90000.46,1.3818072,0.9966538,0.9966538,3.870205e-09,-8.989188e-09,1.0033574,3.8962367e-09,-22.615572,-23.328402,-23.328402,14.382252,1.4439214,1.0,143.85435,231.71547,1.0,-0.7974043,0.9984185,3.212842,3.212842,1.0,186.85602,-164.24045,294.7365,-271.4081,6.5678058e-12,-9.0094083e-14,3.2128422,3.2128422,3.212842,0.03981753,1.0,1.0,1.0,3.212842,3.212842,-2.2257997e-07,-9.4465875e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0075,1.0,0.0,100000.0,0.00018411943,-90000.46,1.3818072,0.9966538,0.9966538,5.0407665e-09,1.6078019e-09,1.0033574,5.0746713e-09,-54.04729,-74.17395,-74.17395,14.382252,4.599882,1.0,143.85435,231.71547,1.0,-0.7974211,0.9984185,3.3699217,3.3699217,1.0,197.34671,-143.29942,313.51376,-239.3398,7.0834827e-12,-7.995854e-14,3.369922,3.369922,3.3699217,0.03981756,1.0,1.0,1.0,3.3699217,3.3699217,-2.177725e-07,-9.242552e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.007,1.0,0.0,100000.0,0.00018424894,-90000.46,1.3818072,0.9966538,0.9966538,6.3043313e-09,-1.1552072e-08,1.0033574,6.3467347e-09,-84.14818,-123.19308,-123.19308,14.382252,7.6425214,1.0,143.85435,231.71547,1.0,-0.79743785,0.9984185,3.5270014,3.5270014,1.0,202.97807,-118.829895,324.57123,-201.37816,6.8332857e-12,-6.69472e-14,3.5270014,3.5270014,3.5270014,0.03981756,1.0,1.0,1.0,3.5270014,3.5270014,-2.1212433e-07,-9.002836e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0065,1.0,0.0,100000.0,0.00018194965,-90000.46,1.3818072,0.9966538,0.99665374,7.2874773e-09,2.0178376e-08,1.0033574,7.336494e-09,-112.17706,-169.1788,-169.1788,14.382252,10.496923,1.0,143.85435,231.71547,1.0,-0.79745466,0.99841845,3.6840808,3.6840808,1.0,203.61143,-91.43438,327.63672,-158.45792,6.658363e-12,-5.785335e-14,3.684081,3.684081,3.6840808,0.03981758,1.0,1.0,1.0,3.6840808,3.6840808,-2.0576087e-07,-8.732762e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.006,1.0,0.0,100000.0,0.00017404063,-90000.46,1.3818072,0.9966538,0.9966538,8.043747e-09,5.2677223e-08,1.0033574,8.09785e-09,-137.44377,-210.99876,-210.99876,14.382252,13.092809,1.0,143.85435,231.71547,1.0,-0.79747146,0.99841845,3.8411605,3.8411605,1.0,199.23122,-61.787445,322.63467,-111.63591,6.555652e-12,-5.0063937e-14,3.8411608,3.8411608,3.8411605,0.039817587,1.0,1.0,1.0,3.8411605,3.8411605,-1.988058e-07,-8.4375795e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0055,1.0,0.0,100000.0,0.00016208865,-90000.46,1.3818072,0.9966538,0.9966538,8.4756255e-09,7.1696356e-08,1.0033574,8.532633e-09,-159.32616,-247.62325,-247.62325,14.382252,15.366259,1.0,143.85435,231.71547,1.0,-0.7974883,0.9984185,3.9982402,3.9982402,1.0,189.94527,-30.619099,309.68832,-62.065063,6.5857424e-12,-4.5757065e-14,3.9982405,3.9982405,3.9982402,0.03981759,1.0,1.0,1.0,3.9982402,3.9982402,-1.913539e-07,-8.1213125e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.005,1.0,0.0,100000.0,0.00014620437,-90000.46,1.3818072,0.9966538,0.9966538,8.926838e-09,7.550738e-08,1.0033574,8.986881e-09,-177.28542,-278.15042,-278.15042,14.382252,17.261284,1.0,143.85435,231.71547,1.0,-0.7975051,0.9984185,4.1553197,4.1553197,1.0,175.98222,1.3031917,289.1164,-10.965965,6.1733374e-12,-4.3051666e-14,4.15532,4.15532,4.1553197,0.039817628,1.0,1.0,1.0,4.1553197,4.1553197,-1.8346606e-07,-7.786541e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0045,1.0,0.0,100000.0,0.00012571487,-90000.46,1.3818072,0.9966538,0.99665374,8.959913e-09,8.078974e-08,1.0033574,9.020178e-09,-190.8793,-301.8286,-301.8286,14.382252,18.731232,1.0,143.85435,231.71547,1.0,-0.7975218,0.9984185,4.3123994,4.3123994,1.0,157.68591,33.193394,261.42545,40.40315,5.280039e-12,-4.0436597e-14,4.3124,4.3124,4.3123994,0.03981764,1.0,1.0,1.0,4.3123994,4.3123994,-1.7521509e-07,-7.4363595e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.004,1.0,0.0,100000.0,0.000103357685,-90000.46,1.3818072,0.9966538,0.99665374,8.81853e-09,8.712905e-08,1.0033574,8.877844e-09,-199.77312,-318.07477,-318.07477,14.382252,19.739897,1.0,143.85435,231.71547,1.0,-0.79753864,0.9984185,4.469479,4.469479,1.0,135.50685,64.26626,227.29736,90.777405,4.3522863e-12,-3.7229866e-14,4.469479,4.469479,4.469479,0.03981765,1.0,1.0,1.0,4.469479,4.469479,-1.6673528e-07,-7.0764647e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0035,1.0,0.0,100000.0,7.784727e-05,-90000.46,1.3818072,0.9966538,0.99665374,8.576926e-09,1.0616845e-07,1.0033574,8.634616e-09,-203.74785,-326.4889,-326.4889,14.382252,20.262466,1.0,143.85435,231.71547,1.0,-0.79755545,0.9984185,4.626559,4.626559,1.0,109.99117,93.75668,187.57246,138.91643,3.6743603e-12,-3.537341e-14,4.626559,4.626559,4.626559,0.039817654,1.0,1.0,1.0,4.626559,4.626559,-1.5824992e-07,-6.716335e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.003,1.0,0.0,100000.0,5.021027e-05,-90000.46,1.3818072,0.9966538,0.99665374,7.86546e-09,9.664201e-08,1.0033574,7.918365e-09,-202.70563,-326.86377,-326.86377,14.382252,20.286024,1.0,143.85435,231.71547,1.0,-0.79757226,0.99841845,4.7836385,4.7836385,1.0,81.767136,120.9385,143.22891,183.63486,3.2655454e-12,-3.3645497e-14,4.7836385,4.7836385,4.7836385,0.03981766,1.0,1.0,1.0,4.7836385,4.7836385,-1.5043477e-07,-6.38465e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0025,1.0,0.0,100000.0,2.1197911e-05,-90000.46,1.3818072,0.9966538,0.9966538,7.1704274e-09,9.304923e-08,1.0033574,7.218657e-09,-196.67213,-319.19016,-319.19016,14.382252,19.810059,1.0,143.85435,231.71547,1.0,-0.79758906,0.9984185,4.940718,4.940718,1.0,51.529724,145.14241,95.358574,223.83159,3.4000116e-12,-3.340011e-14,4.940718,4.940718,4.940718,0.03981766,1.0,1.0,1.0,4.940718,4.940718,-1.4333266e-07,-6.083227e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.002,1.0,0.0,100000.0,-8.748494e-06,-90000.46,1.3818072,0.9966538,0.9966538,5.9397207e-09,8.597796e-08,1.0033574,5.9796723e-09,-185.79591,-303.65704,-303.65704,14.382252,18.84622,1.0,143.85435,231.71547,1.0,-0.7976059,0.9984185,5.097798,5.0977974,1.0,20.02348,165.77243,45.140198,258.51685,3.5357767e-12,-3.1101346e-14,5.097798,5.097798,5.097798,0.039817654,1.0,1.0,1.0,5.0977974,5.097798,-1.3689753e-07,-5.8101115e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0015,1.0,0.0,100000.0,-3.791491e-05,-90000.46,1.3818072,0.9966538,0.99665385,5.111642e-09,1.0050777e-07,1.0033574,5.1460236e-09,-170.34479,-280.64688,-280.64688,14.382252,17.418297,1.0,143.85435,231.71547,1.0,-0.7976226,0.9984185,5.254877,5.254877,1.0,-11.975809,182.32059,-6.1896815,286.83655,3.4959366e-12,-3.1051574e-14,5.2548776,5.2548776,5.254877,0.039817642,1.0,1.0,1.0,5.254877,5.254877,-1.3154319e-07,-5.5828666e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.001,1.0,0.0,100000.0,-6.683923e-05,-90000.46,1.3818072,0.9966538,0.9966538,3.680204e-09,9.451871e-08,1.0033574,3.7049575e-09,-150.6992,-250.72626,-250.72626,14.382252,15.561411,1.0,143.85435,231.71547,1.0,-0.7976394,0.99841857,5.411957,5.411957,1.0,-43.680214,194.37941,-57.367146,308.0934,3.311705e-12,-2.977122e-14,5.4119573,5.4119573,5.411957,0.039817635,1.0,1.0,1.0,5.411957,5.411957,-1.2758093e-07,-5.414703e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
-0.0005,1.0,0.0,100000.0,-9.181848e-05,-90000.46,1.3818072,0.9966538,0.99665385,2.6951639e-09,7.2664406e-08,1.0033574,2.713292e-09,-127.342896,-214.63193,-214.63193,14.382252,13.32132,1.0,143.85435,231.71547,1.0,-0.79765624,0.99841857,5.5690365,5.5690365,1.0,-74.30907,201.65196,-107.13205,321.76398,3.159437e-12,-2.7958848e-14,5.5690365,5.5690365,5.5690365,0.039817642,1.0,1.0,1.0,5.5690365,5.5690365,-1.2489079e-07,-5.30053e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
0.0,1.0,0.0,99982.06,0.2036933,-90000.46,1.3818072,0.99564606,0.7528846,-1.4754492e-05,-0.0058052433,1.004373,-1.4883818e-05,-103.003426,-218.99297,-218.99295,14.382252,82.25082,0.0,143.85435,231.71547,1.0,-0.8078291,1.0047506,5.7261157,5.726116,1.0,-102.18962,205.19305,-191.84302,410.83597,2.8580064e-12,-2.5014675e-14,5.726116,5.726116,5.7261157,0.031339046,1.0,1.0,1.0,5.726116,5.7261157,-1.390425e-07,-5.9011467e-09,1.0,-1.0,1.0,1.0033574,1.0,0.0,1.0,1.0
0.0005,1.0,0.0,99889.12,3.4637444,-90000.46,1.3818072,0.9747724,0.590722,-0.0016239441,-0.005661146,1.0258777,-0.0017090841,-52.45437,-299.3782,-299.3782,14.382252,48.03297,0.0,143.85435,231.71547,1.0,-1.0,0.7453676,5.8829503,5.8831954,1.0,-97.62436,150.07874,-375.32407,674.7023,2.49684e-12,-2.2504935e-14,5.8829904,5.8829904,5.8829503,0.036288224,0.99999833,0.99999833,0.99999064,5.8831954,5.8829503,-3.9859493e-05,-1.6916895e-06,1.0,-1.0,0.99999934,1.0033574,1.0,0.0,1.0,1.0
0.001,1.0,0.0,99720.88,-3.745791,-90000.46,1.3818072,0.93992794,0.29977563,-0.00666395,0.053505428,1.0638579,-0.0075425953,9.14886,-263.29495,-263.29495,14.382252,4.210768,0.0,143.85435,231.71547,1.0,-1.0,0.32041776,6.0382624,6.0402656,1.0,-64.93102,55.78216,-495.77518,759.0701,1.8159922e-12,-2.1541827e-14,6.0386343,6.0386343,6.0382624,0.12615341,0.9999842,0.9999842,0.99984676,6.0402656,6.0382624,-0.00037204078,-1.5789901e-05,1.0,-1.0,0.99999565,1.0033574,1.0,0.0,1.0,1.0
0.0015,1.0,0.0,99466.85,-35.212177,-90000.46,1.3818072,0.9075783,0.06331425,-0.012491979,0.123636596,1.1016246,-0.015162849,46.629066,-140.83537,-140.83536,14.382252,-23.965837,0.0,143.85435,231.71547,1.0,-1.0,-0.011033385,6.1910853,6.197288,1.0,-25.032526,-21.596539,-532.231,673.0664,1.2270447e-12,-1.965258e-14,6.1923923,6.1923923,6.1910853,0.2283751,0.9999445,0.9999445,0.9993536,6.197288,6.1910853,-0.0013071666,-5.5477874e-05,1.0,-1.0,0.9999863,1.0033574,1.0,0.0,1.0,1.0
0.002,1.0,0.0,99154.055,-83.374916,-90000.46,1.3818072,0.8861786,-0.032849282,-0.015758874,0.13943516,1.128084,-0.020060666,49.29545,3.5429633,3.5429645,14.382252,-27.993107,0.0,143.85435,231.71547,1.0,-1.0,-0.13567506,0.058727916,0.07101651,1.0,2.026145,-51.321594,-495.00647,491.4635,1.1168e-12,-1.945901e-14,0.06184809,0.06184809,0.058727916,0.25036198,0.99986756,0.99986756,0.99848056,0.07101651,0.058727916,-0.0031201702,-0.00013242415,1.0,-1.0,0.999969,1.0033574,1.0,0.0,1.0,1.0
0.0025,1.0,0.0,98839.78,-124.05655,-90000.46,1.3818072,0.8761169,0.042972334,-0.015260919,0.079902254,1.141054,-0.019875811,32.195087,115.72034,115.72034,14.382252,-17.802073,0.0,143.85435,231.71547,1.0,-1.0,-0.018994907,0.20890446,0.22777437,1.0,-6.5731735,-25.621912,-437.72745,322.0071,1.4047792e-12,-1.9234626e-14,0.21495643,0.21495643,0.20890446,0.1655856,0.99974316,0.99974316,0.9974066,0.22777437,0.20890446,-0.006051963,-0.0002568533,1.0,-1.0,0.99994177,1.0033574,1.0,0.0,1.0,1.0
0.003,1.0,0.0,98574.17,-135.64935,-90000.46,1.3818072,0.87206644,0.21075468,-0.012324147,-0.018107792,1.1464726,-0.016202088,21.827414,187.6549,187.6549,20.641647,-12.092901,0.0,143.85435,241.54886,1.0,-1.0,0.21935621,0.35940877,0.38436213,1.0,-45.175194,23.347782,-423.35156,235.69666,1.2618304e-12,-1.8825717e-14,0.36971247,0.36971247,0.35940877,0.029673247,0.9995627,0.9995627,0.99634147,0.38436213,0.35940877,-0.010303694,-0.00043730237,1.0,-1.0,0.99990296,1.0033574,1.0,0.0,1.0,1.0
0.0035,1.0,0.0,98369.266,-115.01096,-90000.46,1.3818072,0.8671853,0.3536401,-0.009854265,-0.09251001,1.1530073,-0.013102204,30.389864,247.84012,247.84012,20.641647,-19.909388,0.0,143.85435,241.54886,1.0,-1.0,0.41454157,0.51030964,0.54078937,1.0,-84.6522,54.262337,-474.50677,226.66666,1.8486412e-12,-1.8084775e-14,0.5260655,0.5260655,0.51030964,-0.068544336,0.9993313,0.9993313,0.995364,0.54078937,0.51030964,-0.015755901,-0.00066870125,1.0,-1.0,0.99985105,1.0033574,1.0,0.0,1.0,1.0
0.004,1.0,0.0,98201.12,-78.60483,-90000.46,1.3818072,0.85731053,0.39776614,-0.010256131,-0.10294365,1.1662716,-0.013952278,48.49138,322.8287,322.8287,20.641647,-34.920017,0.0,143.85435,241.54886,1.0,-1.0,0.46748987,0.66089255,0.6970669,1.0,-96.61436,48.122982,-557.68933,234.86066,3.2036051e-12,-1.7266828e-14,0.6828227,0.6828227,0.66089255,-0.074015714,0.9990693,0.9990693,0.99441373,0.6970669,0.66089255,-0.02193012,-0.0009307433,1.0,-1.0,0.9997872,1.0033574,1.0,0.0,1.0,1.0
0.0045,1.0,0.0,98032.72,-49.612667,-90000.46,1.3818072,0.84271353,0.34467226,-0.013588374,-0.057213087,1.1863345,-0.019129105,58.47873,410.1046,410.1046,20.641647,-44.502922,0.0,143.85435,241.54886,1.0,-1.0,0.38622332,0.81016916,0.8531872,1.0,-75.02944,16.55071,-612.18933,202.08469,4.870168e-12,-1.6550214e-14,0.838574,0.838574,0.81016916,-0.0011136854,0.99879444,0.99879444,0.9933354,0.8531872,0.81016916,-0.028404856,-0.0012055396,1.0,-1.0,0.9997141,1.0033574,1.0,0.0,1.0,1.0
0.005,1.0,0.0,97837.16,-41.284813,-90000.46,1.3818072,0.8266309,0.2491684,-0.017859511,-0.00013612052,1.2091653,-0.026124239,52.360264,483.85117,483.85117,20.641647,-42.566288,0.0,143.85435,241.54886,1.0,-1.0,0.25104973,0.9574999,1.0091188,1.0,-37.89778,-14.4624815,-596.6757,112.82456,6.8010562e-12,-1.5210387e-14,0.9926972,0.9926972,0.9574999,0.08465263,0.9985062,0.9985062,0.99199355,1.0091188,0.9574999,-0.03519721,-0.0014938159,1.0,-1.0,0.9996306,1.0033574,1.0,0.0,1.0,1.0
0.0055,1.0,0.0,97609.484,-48.96089,-90000.46,1.3818072,0.8124524,0.1730233,-0.020923285,0.02289491,1.2300255,-0.03167715,37.64578,521.762,521.762,20.641647,-34.085472,0.0,143.85435,241.54886,1.0,-1.0,0.14837924,1.1030701,1.1648157,1.0,-10.410374,-27.235407,-515.3459,-6.416107,9.244344e-12,-1.422965e-14,1.1456437,1.1456437,1.1030701,0.11942013,0.99819314,0.99819314,0.9903527,1.1648157,1.1030701,-0.04257362,-0.0018068806,1.0,-1.0,0.9995353,1.0033574,1.0,0.0,1.0,1.0
0.006,1.0,0.0,97363.914,-55.68726,-90000.46,1.3818072,0.8017944,0.14902866,-0.021911414,-0.003204597,1.2462717,-0.034058075,28.495514,525.04785,525.04785,20.641647,-29.106754,0.0,143.85435,241.54886,1.0,-1.0,0.12151306,1.2476606,1.3202373,1.0,-5.7443113,-22.751202,-407.2206,-117.82724,1.2995419e-11,-1.29272025e-14,1.298434,1.298434,1.2476606,0.08388274,0.9978451,0.9978451,0.9885107,1.3202373,1.2476606,-0.05077342,-0.002154891,1.0,-1.0,0.99942726,1.0033574,1.0,0.0,1.0,1.0
0.0065,1.0,0.0,97120.77,-45.331482,-90000.46,1.3818072,0.794217,0.1720253,-0.02138481,-0.059312515,1.2581896,-0.033877574,32.644688,515.23987,515.23987,20.641647,-33.414574,0.0,143.85435,241.54886,1.0,-1.0,0.16022214,1.3918962,1.4753624,1.0,-18.446827,-14.197863,-313.21817,-202.02171,1.6744776e-11,-1.143541e-14,1.4519022,1.4519022,1.3918962,0.007036414,0.9974533,0.9974533,0.9865963,1.4753624,1.3918962,-0.06000597,-0.0025467325,1.0,-1.0,0.99930537,1.0033574,1.0,0.0,1.0,1.0
0.007,1.0,0.0,96893.35,-12.6990795,-90000.46,1.3818072,0.78810227,0.21327955,-0.020644143,-0.111520566,1.2680008,-0.033214968,45.853706,514.2807,514.2807,20.641647,-44.29875,0.0,143.85435,241.54886,1.0,-1.0,0.22255908,1.5358411,1.6301855,1.0,-32.58786,-13.265845,-249.25923,-265.0215,2.0757849e-11,-1.0874977e-14,1.6062334,1.6062334,1.5358411,-0.06257537,0.99701244,0.99701244,0.9846637,1.6301855,1.5358411,-0.07039218,-0.0029875368,1.0,-1.0,0.999169,1.0033574,1.0,0.0,1.0,1.0
