Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
0.597,1.0,0.0,256223.62,70912.984,-21.01721,-8.45571e-07,-0.45348743,1.8191504,0.036743432,-0.43541694,-2.1907508,0.1775037,367.6884,-700.64716,-700.64716,628.3917,-381.57416,0.0,1014.00006,619.2913,1.0,1.0,1.7288725,2.0361176,2.7927577,1.0,-187.77591,-179.91246,719.1298,-18.482649,1.9806757e-08,4.130151e-07,1.843244,1.8432435,2.0361176,-0.5061306,1.0081859,1.0081859,0.90846086,2.7927577,2.0361176,0.19287398,0.008185826,0.0,1.0,0.8683455,2.3807611,0.0,0.0,1.0,1.0
0.5975,1.0,0.0,254223.62,70288.08,-21.01721,-8.45571e-07,-0.4545101,1.5147103,0.047873296,-1.0436507,-2.1760297,0.2292,361.17587,-773.4779,-773.4779,628.3917,-371.85196,0.0,1014.00006,619.2913,1.0,1.0,1.4200916,2.2196798,2.93579,1.0,-244.74507,-116.43082,641.1685,132.30936,2.052144e-08,4.3099462e-07,2.0346198,2.0346193,2.2196798,-1.116158,1.0078542,1.0078542,0.9128438,2.93579,2.2196798,0.18506053,0.007854213,0.0,1.0,0.8686515,2.3807611,0.0,0.0,1.0,1.0
0.598,1.0,0.0,252423.22,69271.08,-21.01721,-8.45571e-07,-0.4549151,1.1032816,0.05896026,-1.5951769,-2.1618967,0.28019732,370.4652,-823.0491,-823.0491,628.3917,-377.1853,0.0,1014.00006,619.2913,1.0,1.0,1.0048239,2.4088016,3.079581,1.0,-310.47772,-59.98749,537.63525,285.4138,2.122231e-08,4.4989378e-07,2.227532,2.2275314,2.4088016,-1.6691792,1.0076934,1.0076933,0.9181135,3.079581,2.4088016,0.18127018,0.0076933457,0.0,1.0,0.86892396,2.3807611,0.0,0.0,1.0,1.0
0.5985,1.0,0.0,250874.75,67891.11,-21.01721,-8.45571e-07,-0.45467553,0.5970732,0.06992937,-2.0722744,-2.1485476,0.3304479,396.32507,-845.13586,-845.13586,628.3917,-398.44943,0.0,1014.00006,619.2913,1.0,1.0,0.49533564,2.6032767,3.2242663,1.0,-382.6049,-13.720184,410.56158,434.57425,2.1906285e-08,4.6978545e-07,2.4218311,2.4218307,2.6032767,-2.1477933,1.0077008,1.0077008,0.92422587,3.2242663,2.6032767,0.18144596,0.0077008056,0.0,1.0,0.8691618,2.3807611,0.0,0.0,1.0,1.0
0.599,1.0,0.0,249625.5,66183.85,-21.01721,-8.45571e-07,-0.45378342,0.011017093,0.080710374,-2.4601135,-2.1361194,0.37993234,438.8556,-836.3405,-836.3405,628.3917,-435.88928,0.0,1014.00006,619.2913,1.0,1.0,-0.09351466,2.8028986,3.3699749,1.0,-458.2596,19.404015,263.14233,573.1982,2.2570072e-08,4.906349e-07,2.6173854,2.617385,2.8028986,-2.5374825,1.0078734,1.0078734,0.9311369,3.3699749,2.8028986,0.18551372,0.007873447,0.0,1.0,0.8693644,2.3807611,0.0,0.0,1.0,1.0
0.5995,1.0,0.0,248717.12,64190.766,-21.01721,-8.45571e-07,-0.45225042,-0.6375777,0.091231816,-2.7465415,-2.1247008,0.42861277,497.35934,-794.3307,-794.3307,628.3917,-488.99133,0.0,1014.00006,619.2913,1.0,1.0,-0.74458474,3.0074573,3.5168288,1.0,-534.0362,36.67687,99.7375,694.5932,2.3213131e-08,5.1247383e-07,2.8140733,2.8140728,3.0074573,-2.8263214,1.0082076,1.0082074,0.9388029,3.5168288,3.0074573,0.1933844,0.008207489,0.0,1.0,0.86953133,2.3807611,0.0,0.0,1.0,1.0
0.6,1.0,0.0,248184.86,61958.742,-21.01721,-8.45571e-07,-0.45010525,-1.3290008,0.10141628,-2.9220796,-2.1143613,0.47640118,570.20996,-718.0802,-718.0802,628.3917,-556.35223,0.0,1014.00006,619.2913,1.0,1.0,-1.4383554,3.2167315,3.6649432,1.0,-605.9988,35.78879,-74.14103,792.22125,2.383403e-08,5.356976e-07,3.011776,3.0117755,3.2167315,-3.004931,1.0086986,1.0086986,0.94717914,3.6649432,3.2167315,0.2049561,0.008698607,0.0,1.0,0.8696638,2.3807611,0.0,0.0,1.0,1.0
0.6005,1.0,0.0,248056.52,59539.926,-21.01721,-8.45571e-07,-0.447389,-2.0410223,0.11117843,-2.9803321,-2.105186,0.5231493,654.74365,-608.1033,-608.1033,628.3917,-635.5685,0.0,1014.00006,619.2913,1.0,1.0,-2.1527364,3.4304824,3.814426,1.0,-669.7693,15.025643,-251.88028,859.9836,2.4431651e-08,5.600367e-07,3.2103667,3.2103662,3.4304824,-3.066891,1.0093421,1.009342,0.9562189,3.814426,3.4304824,0.22011603,0.009342015,0.0,1.0,0.86976695,2.3807611,0.0,0.0,1.0,1.0
0.601,1.0,0.0,248351.0,56991.367,-21.01721,-8.45571e-07,-0.44415033,-2.7490246,0.12042627,-2.918788,-2.0973043,0.56866,747.20404,-466.6644,-466.6644,628.3917,-723.1761,0.0,1014.00006,619.2913,1.0,1.0,-2.8631434,3.648446,3.9653773,1.0,-720.7175,-26.486547,-425.8835,892.5479,2.5006084e-08,5.8549693e-07,3.4097042,3.4097037,3.648446,-3.0095842,1.0101326,1.0101326,0.96587247,3.9653773,3.648446,0.23874235,0.01013254,0.0,1.0,0.8698461,2.3807611,0.0,0.0,1.0,1.0
0.6015,1.0,0.0,249076.64,54374.297,-21.01721,-8.45571e-07,-0.4404414,-3.426652,0.12906551,-2.7397923,-2.0909028,0.6127113,842.77625,-297.93597,-297.93597,628.3917,-814.6737,0.0,1014.00006,619.2913,1.0,1.0,-3.5431273,3.8703344,4.11789,1.0,-754.26154,-88.51471,-587.7841,885.7201,2.5555739e-08,6.119726e-07,3.6096292,3.6096287,3.8703344,-2.835229,1.0110648,1.0110646,0.97608626,4.11789,3.8703344,0.26070577,0.011064696,0.0,1.0,0.8699063,2.3807611,0.0,0.0,1.0,1.0
0.602,1.0,0.0,250229.53,51752.766,-21.01721,-8.45571e-07,-0.43631628,-4.0470567,0.13700572,-2.451337,-2.0862157,0.65508324,935.7394,-108.06815,-108.06815,628.3917,-904.6585,0.0,1014.00006,619.2913,1.0,1.0,-4.165645,4.095837,4.272047,1.0,-766.2677,-169.47168,-728.7802,836.8484,2.6079436e-08,6.3991047e-07,3.8099666,3.809966,4.095837,-2.551729,1.0121328,1.0121328,0.98680365,4.272047,4.095837,0.28587106,0.012132745,0.0,1.0,0.8699521,2.3807611,0.0,0.0,1.0,1.0
0.6025,1.0,0.0,251792.14,49191.65,-21.01721,-8.45571e-07,-0.43183154,-4.5846176,0.14416671,-2.0673501,-2.0835004,0.6955754,1019.7584,94.869125,94.869125,628.3917,-987.09515,0.0,1014.00006,619.2913,1.0,1.0,-4.7048235,4.324629,4.427923,1.0,-753.51654,-266.24188,-840.1009,745.23175,2.6577325e-08,6.69388e-07,4.010531,4.0105305,4.324629,-2.172994,1.0133308,1.0133308,0.99796534,4.427923,4.324629,0.31409863,0.01333076,0.0,1.0,0.8699876,2.3807611,0.0,0.0,1.0,1.0
0.603,1.0,0.0,253732.64,46754.17,-21.01721,-8.45571e-07,-0.4270485,-5.0168133,0.15048368,-1.6072721,-2.0830033,0.73401034,1088.3142,301.10767,301.10767,628.3917,-1055.717,0.0,1014.00006,619.2913,1.0,1.0,-5.1379004,4.5563784,4.5855837,1.0,-714.18066,-374.1335,-913.5944,612.48676,2.7048678e-08,7.002338e-07,4.2111335,4.2111325,4.5563784,-1.7185181,1.0146527,1.0146527,1.0095111,4.5855837,4.5563784,0.34524563,0.014652679,0.0,1.0,0.87001663,2.3807611,0.0,0.0,1.0,1.0
0.6035,1.0,0.0,256004.88,44499.215,-21.01721,-8.45571e-07,-0.42203596,-5.325908,0.15590999,-1.0949346,-2.0849285,0.7702214,1135.2454,499.59,499.59,628.3917,-1104.5378,0.0,1014.00006,619.2913,1.0,1.0,-5.4469504,4.7907534,4.745084,1.0,-648.2442,-487.00116,-942.4046,442.81464,2.7494343e-08,7.328076e-07,4.411587,4.4115863,4.7907534,-1.2122259,1.0160924,1.0160923,1.0213809,4.745084,4.7907534,0.37916714,0.016092354,0.0,1.0,0.8700427,2.3807611,0.0,0.0,1.0,1.0
0.604,1.0,0.0,258549.19,42478.645,-21.01721,-8.45571e-07,-0.41687208,-5.50012,0.16041711,-0.55691516,-2.089417,0.8040313,1155.3538,678.56903,678.56903,628.3917,-1128.427,0.0,1014.00006,619.2913,1.0,1.0,-5.620089,5.027429,4.90647,1.0,-557.7938,-597.56,-921.6772,243.10815,2.7915e-08,7.665263e-07,4.6117125,4.611712,5.027429,-0.6807821,1.0176436,1.0176436,1.0335157,4.90647,5.027429,0.4157174,0.017643593,0.0,1.0,0.8700687,2.3807611,0.0,0.0,1.0,1.0
0.6045,1.0,0.0,261294.05,40735.008,-21.01721,-8.45571e-07,-0.41164404,-5.534141,0.1639926,-0.020674016,-2.096541,0.8352294,1145.0032,826.37555,826.37555,628.3917,-1123.6838,0.0,1014.00006,619.2913,1.0,1.0,-5.6519766,5.266087,5.0697794,1.0,-447.11838,-697.88477,-849.21936,22.843756,2.8309495e-08,8.0228307e-07,4.8113375,4.8113365,5.266087,-0.1516797,1.0193002,1.0193002,1.0458584,5.0697794,5.266087,0.4547505,0.019300211,0.0,1.0,0.8700976,2.3807611,0.0,0.0,1.0,1.0
0.605,1.0,0.0,264158.2,39299.62,-21.01721,-8.45571e-07,-0.4064454,-5.428994,0.16663648,0.48722282,-2.1063104,0.86355543,1102.6349,932.3028,932.3028,628.3917,-1088.5397,0.0,1014.00006,619.2913,1.0,1.0,-5.5436525,5.506415,5.23504,1.0,-322.57788,-780.05695,-726.02716,-206.2756,2.8678068e-08,8.3981985e-07,5.0102944,5.0102935,5.506415,0.34856644,1.021056,1.021056,1.0583537,5.23504,5.506415,0.49612147,0.021056049,0.0,1.0,0.87013173,2.3807611,0.0,0.0,1.0,1.0
0.6055,1.0,0.0,267053.16,38191.223,-21.01721,-8.45571e-07,-0.4013717,-5.191399,0.16835782,0.9425662,-2.1186872,0.8886964,1029.1267,987.53265,987.53265,628.3917,-1023.51514,0.0,1014.00006,619.2913,1.0,1.0,-5.3018646,5.7481055,5.402272,1.0,-192.23021,-836.89655,-556.5981,-430.9346,2.902233e-08,8.7912883e-07,5.20842,5.208419,5.7481055,0.7958861,1.0229051,1.022905,1.0709476,5.402272,5.7481055,0.5396869,0.022905024,0.0,1.0,0.87017334,2.3807611,0.0,0.0,1.0,1.0
0.606,1.0,0.0,269886.0,37415.05,-21.01721,-8.45571e-07,-0.39651456,-4.832856,0.1691721,1.324544,-2.1335998,0.9102957,927.9357,986.0127,986.0127,628.3917,-931.577,0.0,1014.00006,619.2913,1.0,1.0,-4.9381137,5.9908547,5.571487,1.0,-65.23711,-862.6986,-348.961,-637.0517,2.9343196e-08,9.202793e-07,5.40555,5.405549,5.9908547,1.1696769,1.0248412,1.0248412,1.0835874,5.571487,5.9908547,0.58530563,0.024841143,0.0,1.0,0.8702242,2.3807611,0.0,0.0,1.0,1.0
0.6065,1.0,0.0,272562.44,36962.33,-20.271921,1.7832226e-08,-0.3919569,-4.368648,0.16909988,1.6163774,-2.1509504,0.92797315,804.9864,925.1843,925.1843,628.3917,-818.057,0.0,1014.00006,619.2913,1.0,1.0,-4.4676495,6.2343597,5.7426867,1.0,48.90052,-853.8869,-114.38455,-810.79974,2.9641164e-08,9.638757e-07,5.601521,5.60152,6.2343597,1.4534044,1.0268586,1.0268586,1.0962213,5.7426867,6.2343597,0.6328394,0.026858538,0.0,1.0,0.87028605,2.3807611,0.0,0.0,1.0,1.0
0.607,1.0,0.0,274989.75,36810.113,-20.271921,1.7832226e-08,-0.38776878,-3.8169138,0.16816679,1.8056455,-2.1706145,0.9413478,668.2977,806.4714,806.4714,628.3917,-690.3218,0.0,1014.00006,619.2913,1.0,1.0,-3.908544,0.19513543,5.915868,1.0,141.20187,-809.4996,133.24316,-939.71454,2.991685e-08,1.0096226e-06,5.7961683,5.7961674,0.19513543,1.6348923,1.0289515,1.0289515,1.1087986,5.915868,6.4783206,0.6821533,0.028951483,0.0,1.0,0.87036026,2.3807611,0.0,0.0,1.0,1.0
0.6075,1.0,0.0,277080.12,36921.49,-20.271921,1.7832226e-08,-0.3840061,-3.1978362,0.1664039,1.8844175,-2.1924295,0.95005995,527.3701,635.4536,635.4536,628.3917,-557.21405,0.0,1014.00006,619.2913,1.0,1.0,-3.2809067,0.4392606,6.091017,1.0,204.06807,-731.4382,378.33133,-1013.785,3.0169762e-08,1.0572508e-06,5.989331,5.98933,0.4392606,1.7064257,1.0311145,1.0311145,1.1212697,6.091017,6.722446,0.7331161,0.031114412,0.0,1.0,0.87044805,2.3807611,0.0,0.0,1.0,1.0
0.608,1.0,0.0,278754.03,37246.22,-20.271921,1.7832226e-08,-0.3807108,-2.532924,0.16384804,1.8492829,-2.2161806,0.95378655,392.38696,421.68045,421.68045,628.3917,-428.3125,0.0,1014.00006,619.2913,1.0,1.0,-2.6061957,0.68326783,6.268113,1.0,232.04765,-624.4346,604.73004,-1026.4105,3.040131e-08,1.1074757e-06,6.1808534,6.1808524,0.68326783,1.66477,1.033342,1.0333419,1.1335872,6.268113,6.966453,0.7856009,0.033341937,0.0,1.0,0.8705504,2.3807611,0.0,0.0,1.0,1.0
0.6085,1.0,0.0,279943.56,37721.977,-20.271921,1.7832226e-08,-0.37791294,-1.8443257,0.16054122,1.7013154,-2.2415872,0.9522488,273.31,178.11592,178.11592,628.3917,-313.08496,0.0,1014.00006,619.2913,1.0,1.0,-1.9065629,0.92688966,0.16394421,1.0,222.4133,-495.7233,796.9997,-975.1156,3.0612068e-08,1.1602384e-06,0.08740564,0.08740445,0.92688966,1.5111386,1.0356289,1.0356289,1.1457065,0.16394421,0.92688966,0.8394852,0.03562886,0.0,1.0,0.870668,2.3807611,0.0,0.0,1.0,1.0
0.609,1.0,0.0,280595.78,38276.3,-20.271921,1.7832226e-08,-0.3756333,-1.1541166,0.15652898,1.4459561,-2.2682939,0.94521356,178.96751,-79.75226,-79.75226,759.81915,-220.02585,0.0,1014.00006,592.2615,1.0,1.0,-1.2041568,1.1698759,0.34484592,1.0,175.47575,-354.44327,941.68414,-861.9319,3.0802525e-08,1.2157235e-06,0.27522588,0.27522463,1.1698759,1.2510893,1.0379702,1.0379702,1.157586,0.34484592,1.1698759,0.8946512,0.037970174,0.0,1.0,0.8708016,2.3807611,0.0,0.0,1.0,1.0
0.6095,1.0,0.0,280675.72,38829.305,-20.271921,1.7832226e-08,-0.37388593,-0.48353463,0.15185773,1.0927622,-2.2958708,0.93249226,116.238235,-335.06702,-335.06702,759.81915,-155.8758,0.0,1014.00006,592.2615,1.0,1.0,-0.5203591,1.4119945,0.5275923,1.0,94.59169,-210.82993,1028.457,-693.39,3.0974228e-08,1.2740701e-06,0.4610098,0.4610085,1.4119945,0.89429146,1.0403612,1.040361,1.1691873,0.5275923,1.4119945,0.9509859,0.040361095,0.0,1.0,0.8709516,2.3807611,0.0,0.0,1.0,1.0
0.61,1.0,0.0,280168.7,39297.164,-20.271921,1.7832226e-08,-0.37267974,0.14781588,0.14657177,0.65497005,-2.3238242,0.91394013,89.425575,-570.9139,-570.9139,759.81915,-125.01303,0.0,1014.00006,592.2615,1.0,1.0,0.12502241,1.6530315,0.712137,1.0,-14.140197,-75.28538,1051.0201,-480.1062,3.1128913e-08,1.3355406e-06,0.64465123,0.64464986,1.6530315,0.45409873,1.0427971,1.0427971,1.1804758,0.712137,1.6530315,1.0083816,0.042797044,0.0,1.0,0.87111837,2.3807611,0.0,0.0,1.0,1.0
0.6105,1.0,0.0,279081.7,39596.14,-20.271921,1.7832226e-08,-0.37201914,0.7227184,0.14071041,0.14884469,-2.3516097,0.8894595,99.894,-771.6636,-771.6636,759.81915,-129.0859,0.0,1014.00006,592.2615,1.0,1.0,0.714531,1.8927891,0.8984282,1.0,-142.46094,42.56694,1007.65735,-235.9938,3.1267636e-08,1.3995502e-06,0.82605505,0.8260536,1.8927891,-0.053098273,1.0452737,1.0452737,1.19142,0.8984282,1.8927891,1.0667355,0.04527366,0.0,1.0,0.871302,2.3807611,0.0,0.0,1.0,1.0
0.611,1.0,0.0,277443.78,39646.957,-20.271921,1.7832226e-08,-0.37190372,1.2269772,0.13430613,-0.40716708,-2.3786535,0.85900664,146.00621,-924.2117,-924.2117,759.81915,-166.92546,0.0,1014.00006,592.2615,1.0,1.0,1.2337162,2.131084,1.0864097,1.0,-280.74234,134.73613,901.3835,22.828188,3.139141e-08,1.4673034e-06,1.0051353,1.0051339,2.131084,-0.6087286,1.0477868,1.0477868,1.2019912,1.0864097,2.131084,1.1259501,0.04778681,0.0,1.0,0.87150264,2.3807611,0.0,0.0,1.0,1.0
0.6115,1.0,0.0,275304.9,39379.11,-20.271921,1.7832226e-08,-0.37232774,1.6496013,0.1273838,-0.9928219,-2.4043703,0.8226027,223.36212,-1018.9933,-1018.9933,759.81915,-234.74179,0.0,1014.00006,592.2615,1.0,1.0,1.6713187,2.359909,1.2760205,1.0,-418.7714,195.40927,739.67615,279.3171,3.1500473e-08,1.5387263e-06,1.1818132,1.1818117,2.359909,-1.1923977,1.0503325,1.0503325,1.2121345,1.2760205,2.359909,1.1780972,0.05033257,0.0,1.0,0.8717202,2.3807611,0.0,0.0,1.0,1.0
0.612,1.0,0.0,272743.4,38746.58,-20.271921,1.7832226e-08,-0.3732735,1.9667805,0.119965285,-1.5424662,-2.4281936,0.7803901,323.8087,-1050.849,-1050.849,759.81915,-325.16995,0.0,1014.00006,592.2615,1.0,1.0,2.002221,2.534114,1.4668304,1.0,-537.0833,213.27463,535.37225,515.4768,3.1595942e-08,1.6133503e-06,1.3560182,1.3560165,2.534114,-1.73547,1.0529072,1.0529072,1.2156197,1.4668304,2.534114,1.1780972,0.052907232,0.0,1.0,0.87195456,2.3807611,0.0,0.0,1.0,1.0
0.6125,1.0,0.0,269874.5,37752.637,-20.271921,1.7832226e-08,-0.3746775,2.1716595,0.11210441,-2.0128248,-2.449663,0.732945,433.29514,-1020.6251,-1020.6251,759.81915,-425.20987,0.0,1014.00006,592.2615,1.0,1.0,2.219258,2.7058043,1.6577247,1.0,-620.97644,187.68132,307.81937,712.8058,3.2471192e-08,1.6913266e-06,1.5277089,1.5277072,2.7058043,-2.1936693,1.0555,1.0555,1.2148908,1.6577247,2.7058043,1.1780972,0.05549999,0.0,1.0,0.87220556,2.3807611,0.0,0.0,1.0,1.0
0.613,1.0,0.0,266816.88,36421.047,-20.271921,1.7832226e-08,-0.37643832,2.2717056,0.103917144,-2.401367,-2.468374,0.68140346,537.7558,-935.5284,-935.5284,759.81915,-521.71643,0.0,1014.00006,592.2615,1.0,1.0,2.3301735,2.8750207,1.8484951,1.0,-667.07477,129.31898,77.32886,858.1995,3.614604e-08,1.7731552e-06,1.6969254,1.6969236,2.8750207,-2.5660448,1.0580822,1.0580822,1.2140148,1.8484951,2.8750207,1.1780972,0.05808222,0.0,1.0,0.8724728,2.3807611,0.0,0.0,1.0,1.0
0.6135,1.0,0.0,263682.97,34782.97,-20.271921,1.7832226e-08,-0.37846053,2.271889,0.09557564,-2.7153006,-2.4838734,0.62727225,625.98016,-807.589,-807.589,759.81915,-604.1042,0.0,1014.00006,592.2615,1.0,1.0,2.3397713,3.0419233,2.0390973,1.0,-677.8422,51.862076,-138.01024,945.59924,4.2556287e-08,1.8585465e-06,1.863828,1.863826,3.0419233,-2.8617556,1.0606254,1.0606253,1.212735,2.0390973,3.0419233,1.1780972,0.060625363,0.0,1.0,0.87275606,2.3807611,0.0,0.0,1.0,1.0
0.614,1.0,0.0,260578.61,32870.89,-20.271921,1.7832226e-08,-0.38068637,2.1730711,0.08728071,-2.9666553,-2.4956489,0.5721823,690.92114,-651.5556,-651.5556,759.81915,-665.60187,0.0,1014.00006,592.2615,1.0,1.0,2.2483377,3.206798,2.229468,1.0,-660.47766,-30.443493,-324.35464,975.9102,5.1334048e-08,1.948064e-06,2.028703,2.0287008,3.206798,-3.0947456,1.0631042,1.0631042,1.2110814,2.229468,3.206798,1.1780972,0.0631041,0.0,1.0,0.8730548,2.3807611,0.0,0.0,1.0,1.0
0.6145,1.0,0.0,257604.64,30715.883,-20.271921,1.7832226e-08,-0.38310412,1.973083,0.07922535,-3.1673071,-2.5032053,0.51765907,730.23334,-482.6521,-482.6521,759.81915,-703.7933,0.0,1014.00006,592.2615,1.0,1.0,2.052924,3.370033,2.419554,1.0,-625.2179,-105.015495,-473.28745,955.9395,6.2182075e-08,2.0411649e-06,2.191938,2.191936,3.370033,-3.2784395,1.0654962,1.0654961,1.2091192,2.419554,3.370033,1.1780972,0.06549614,0.0,1.0,0.8733687,2.3807611,0.0,0.0,1.0,1.0
0.615,1.0,0.0,254858.39,28348.348,-20.271921,1.7832226e-08,-0.38573492,1.6696591,0.071562745,-3.3252451,-2.5061936,0.46495688,746.0314,-314.54285,-314.54285,759.81915,-720.42944,0.0,1014.00006,592.2615,1.0,1.0,1.7505605,3.5320702,2.6093123,1.0,-583.35925,-162.67207,-582.0744,896.61725,7.482074e-08,2.1379808e-06,2.353975,2.353973,3.5320702,-3.421822,1.0677822,1.067782,1.2069205,2.6093123,3.5320702,1.1780972,0.06778205,0.0,1.0,0.8736971,2.3807611,0.0,0.0,1.0,1.0
0.6155,1.0,0.0,252432.6,25800.945,-20.271921,1.7832226e-08,-0.38860643,1.263981,0.06438878,-3.442826,-2.5045388,0.41498077,743.97876,-157.78714,-157.78714,759.81915,-720.6101,0.0,1014.00006,592.2615,1.0,1.0,1.3420597,3.6933522,2.7987115,1.0,-545.32697,-198.6518,-653.05945,810.8466,8.8988756e-08,2.238464e-06,2.5152571,2.515255,3.6933522,-3.5276692,1.0699451,1.0699451,1.204561,2.7987115,3.6933522,1.1780972,0.06994506,0.0,1.0,0.8740396,2.3807611,0.0,0.0,1.0,1.0
0.616,1.0,0.0,250411.9,23112.027,-20.271921,1.7832226e-08,-0.39172488,0.7636013,0.057741817,-3.5171137,-2.4985242,0.36829245,731.9125,-18.962555,-18.962555,759.81915,-711.52026,0.0,1014.00006,592.2615,1.0,1.0,0.835103,3.8542788,2.9877324,1.0,-519.0845,-212.82796,-692.3872,711.3498,1.04441696e-07,2.3422663e-06,2.676184,2.6761816,3.8542788,-3.593,1.0719709,1.0719708,1.2021116,2.9877324,3.8542788,1.1780972,0.071970865,0.0,1.0,0.87439555,2.3807611,0.0,0.0,1.0,1.0
0.6165,1.0,0.0,248867.36,20327.826,-20.271921,1.7832226e-08,-0.39505515,0.18387334,0.05161651,-3.5418477,-2.4888055,0.3251785,718.26483,99.48372,99.48372,759.81915,-700.9654,0.0,1014.00006,592.2615,1.0,1.0,0.24569418,4.0151787,3.1763654,1.0,-509.10196,-209.16287,-708.3242,608.8405,1.2095494e-07,2.4494561e-06,2.837084,2.8370814,4.0151787,-3.611239,1.0738477,1.0738475,1.1996326,3.1763654,4.0151787,1.1780972,0.07384748,0.0,1.0,0.87476444,2.3807611,0.0,0.0,1.0,1.0
0.617,1.0,0.0,247850.45,17502.428,-20.271921,1.7832226e-08,-0.39851454,-0.45247817,0.045984592,-3.510202,-2.4763465,0.28574562,710.5556,198.7171,198.7171,759.81915,-695.95953,0.0,1014.00006,592.2615,1.0,1.0,-0.40237427,4.176303,3.3646097,1.0,-515.9899,-194.5657,-709.4862,510.76913,1.383204e-07,2.5600878e-06,2.9982083,2.9982057,4.176303,-3.5751848,1.0755652,1.0755651,1.1971714,3.3646097,4.176303,1.1780972,0.07556505,0.0,1.0,0.8751456,2.3807611,0.0,0.0,1.0,1.0
0.6175,1.0,0.0,247388.83,14695.358,-20.271921,1.7832226e-08,-0.40198085,-1.1174657,0.04081507,-3.417395,-2.4622962,0.2500089,714.18933,282.49155,282.49155,759.81915,-701.5879,0.0,1014.00006,592.2615,1.0,1.0,-1.0798333,4.337835,3.5524714,1.0,-536.79156,-177.39778,-703.26117,420.76962,1.5634724e-07,2.6739633e-06,3.1597402,3.1597373,4.337835,-3.4797795,1.0771158,1.0771157,1.194763,3.5524714,4.337835,1.1780972,0.07711566,0.0,1.0,0.8755385,2.3807611,0.0,0.0,1.0,1.0
0.618,1.0,0.0,247484.5,11967.589,-20.271921,1.7832226e-08,-0.40531155,-1.781011,0.036087576,-3.2623813,-2.4478326,0.21794675,731.7191,355.8433,355.8433,759.81915,-720.2985,0.0,1014.00006,592.2615,1.0,1.0,-1.7553494,4.499908,3.7399604,1.0,-565.818,-165.90111,-694.6566,338.8133,1.7486158e-07,2.7914482e-06,3.3218138,3.321811,4.499908,-3.323872,1.0784935,1.0784932,1.1924323,3.7399604,4.499908,1.1780972,0.07849324,0.0,1.0,0.8759426,2.3807611,0.0,0.0,1.0,1.0
0.6185,1.0,0.0,248115.11,9377.077,-20.271921,1.7832226e-08,-0.40836838,-2.4143305,0.031795517,-3.0482438,-2.434014,0.18951206,762.6448,423.74637,423.74637,759.81915,-751.68994,0.0,1014.00006,592.2615,1.0,1.0,-2.399125,4.662627,3.927091,1.0,-595.8367,-166.80809,-685.7064,261.96008,1.9370229e-07,2.9129098e-06,3.4845328,3.4845297,4.662627,-3.1105905,1.0796936,1.0796933,1.1901978,3.927091,4.662627,1.1780972,0.07969334,0.0,1.0,0.87635714,2.3807611,0.0,0.0,1.0,1.0
