Time,Fg_Input,MS_S3.Freq_Grid,MS_S3.Sfb,MS_S3.VAn_RMS_Grid,MS_S3.Van_Grid,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,Vg_Input
0.0235,1.0,49.968334,1.0,277.57953,-392.6234,1.0,-1.0,0.99936664,1.2019546,1.2
0.024,1.0,49.968582,1.0,277.57953,-390.28128,1.0,-1.0,0.99937165,1.2019546,1.2
0.0245,1.0,49.968857,1.0,277.57953,-378.33185,1.0,-1.0,0.99937713,1.2019546,1.2
0.025,1.0,49.96915,1.0,277.57953,-357.06912,1.0,-1.0,0.99938303,1.2019546,1.2
0.0255,1.0,49.969467,1.0,277.57953,-327.0163,1.0,-1.0,0.99938935,1.2019546,1.2
0.026,1.0,49.969803,1.0,277.57953,-288.9132,1.0,-1.0,0.9993961,1.2019546,1.2
0.0265,1.0,49.970158,1.0,277.57953,-243.69765,1.0,-1.0,0.9994031,1.2019546,1.2
0.027,1.0,49.970528,1.0,277.57953,-192.48264,1.0,-1.0,0.9994105,1.2019546,1.2
0.0275,1.0,49.970913,1.0,277.57953,-136.52893,1.0,-1.0,0.99941826,1.2019546,1.2
0.028,1.0,49.971313,1.0,277.57953,-77.21386,1.0,-1.0,0.99942625,1.2019546,1.2
0.0285,1.0,49.971725,1.0,277.57953,-15.997739,1.0,-1.0,0.9994345,1.2019546,1.2
0.029,1.0,49.97215,1.0,277.57953,45.61251,1.0,-1.0,0.99944293,1.2019546,1.2
0.0295,1.0,49.972584,1.0,277.57953,106.10013,1.0,-1.0,0.99945164,1.2019546,1.2
0.03,1.0,49.973026,1.0,277.57953,163.9759,1.0,-1.0,0.9994605,1.2019546,1.2
0.0305,1.0,49.97348,1.0,277.57953,217.81506,1.0,-1.0,0.9994696,1.2019546,1.2
0.031,1.0,49.97394,1.0,277.57953,266.29208,1.0,-1.0,0.9994788,1.2019546,1.2
0.0315,1.0,49.97441,1.0,277.57953,308.2134,1.0,-1.0,0.9994882,1.2019546,1.2
0.032,1.0,49.974884,1.0,277.57953,342.547,1.0,-1.0,0.99949765,1.2019546,1.2
0.0325,1.0,49.975365,1.0,277.57953,368.44736,1.0,-1.0,0.99950725,1.2019546,1.2
0.033,1.0,49.97585,1.0,277.57953,385.27692,1.0,-1.0,0.99951696,1.2019546,1.2
0.0335,1.0,49.976337,1.0,277.57953,392.62125,1.0,-1.0,0.99952674,1.2019546,1.2
0.034,1.0,49.976826,1.0,277.57953,390.29935,1.0,-1.0,0.9995366,1.2019546,1.2
0.0345,1.0,49.97732,1.0,277.57953,378.3684,1.0,-1.0,0.9995464,1.2019546,1.2
0.035,1.0,49.977818,1.0,277.57953,357.1221,1.0,-1.0,0.99955636,1.2019546,1.2
0.0355,1.0,49.978317,1.0,277.57953,327.08337,1.0,-1.0,0.9995663,1.2019546,1.2
0.036,1.0,49.978813,1.0,277.57953,288.9918,1.0,-1.0,0.9995763,1.2019546,1.2
0.0365,1.0,49.979313,1.0,277.57953,243.78511,1.0,-1.0,0.9995863,1.2019546,1.2
0.037,1.0,49.979813,1.0,277.57953,192.57628,1.0,-1.0,0.99959624,1.2019546,1.2
0.0375,1.0,49.980312,1.0,277.57953,136.62607,1.0,-1.0,0.99960625,1.2019546,1.2
0.038,1.0,49.980812,1.0,277.57953,77.31193,1.0,-1.0,0.9996162,1.2019546,1.2
0.0385,1.0,49.981308,1.0,277.7987,16.09424,0.0,1.0,0.99962616,1.2029037,1.2
0.039,1.0,49.981804,1.0,277.7987,-45.519768,0.0,1.0,0.99963605,1.2029037,1.2
0.0395,1.0,49.982296,1.0,277.7987,-106.0132,0.0,1.0,0.99964595,1.2029037,1.2
0.04,1.0,49.982788,1.0,277.7987,-163.89653,0.0,1.0,0.9996557,1.2029037,1.2
0.0405,1.0,49.983276,1.0,277.7987,-217.74472,0.0,1.0,0.9996655,1.2029037,1.2
0.041,1.0,49.98376,1.0,277.7987,-266.23187,0.0,1.0,0.9996753,1.2029037,1.2
0.0415,1.0,49.984245,1.0,277.7987,-308.16412,0.0,1.0,0.99968493,1.2029037,1.2
0.042,1.0,49.984726,1.0,277.7987,-342.5092,0.0,1.0,0.99969447,1.2029037,1.2
0.0425,1.0,49.9852,1.0,277.7987,-368.42126,0.0,1.0,0.999704,1.2029037,1.2
0.043,1.0,49.985672,1.0,277.7987,-385.2624,0.0,1.0,0.9997135,1.2029037,1.2
0.0435,1.0,49.98614,1.0,277.7987,-392.61786,0.0,1.0,0.99972284,1.2029037,1.2
0.044,1.0,49.986607,1.0,277.7987,-390.30655,0.0,1.0,0.9997321,1.2029037,1.2
0.0445,1.0,49.987064,1.0,277.7987,-378.38535,0.0,1.0,0.9997413,1.2029037,1.2
0.045,1.0,49.98752,1.0,277.7987,-357.14774,0.0,1.0,0.9997504,1.2029037,1.2
0.0455,1.0,49.987972,1.0,277.7987,-327.11655,0.0,1.0,0.99975944,1.2029037,1.2
