Time,Fg_Input,MS_S3.Freq_Grid,MS_S3.Sfb,MS_S3.VAn_RMS_Grid,MS_S3.Van_Grid,PCC_Control1.CB_faults,PCC_Control1.Fault,PCC_Control1.fault_fpu,PCC_Control1.fault_vpu,Vg_Input
0.3295,0.93,46.499382,1.0,231.8014,-29.0298,0.0,11.0,0.92998767,1.0037296,1.0
0.33,0.93,46.49937,1.0,231.8014,18.810822,0.0,11.0,0.92998743,1.0037296,1.0
0.3305,0.93,46.49936,1.0,231.8014,66.25112,0.0,11.0,0.9299872,1.0037296,1.0
0.331,0.93,46.499348,1.0,231.8014,112.28033,0.0,11.0,0.92998695,1.0037296,1.0
0.3315,0.93,46.49934,1.0,231.8014,155.91722,0.0,11.0,0.9299868,1.0037296,1.0
0.332,0.93,46.49933,1.0,231.8014,196.23232,0.0,11.0,0.9299866,1.0037296,1.0
0.3325,0.93,46.49932,1.0,231.8014,232.36754,0.0,11.0,0.9299864,1.0037296,1.0
0.333,0.93,46.499313,1.0,231.8014,263.5531,0.0,11.0,0.92998624,1.0037296,1.0
0.3335,0.93,46.499306,1.0,231.8014,289.12418,0.0,11.0,0.9299861,1.0037296,1.0
0.334,0.93,46.4993,1.0,231.8014,308.53546,0.0,11.0,0.92998594,1.0037296,1.0
0.3345,0.93,46.49929,1.0,231.8014,321.37442,0.0,11.0,0.9299858,1.0037296,1.0
0.335,0.93,46.499287,1.0,231.8014,327.3676,0.0,11.0,0.9299857,1.0037296,1.0
0.3355,0.93,46.499283,1.0,231.8014,326.3873,0.0,11.0,0.92998564,1.0037296,1.0
0.336,0.93,46.499275,1.0,231.8014,318.45325,0.0,11.0,0.9299855,1.0037296,1.0
0.3365,0.93,46.49927,1.0,231.8014,303.73544,0.0,11.0,0.92998546,1.0037296,1.0
0.337,0.93,46.499268,1.0,231.80417,282.5474,0.0,11.0,0.9299854,1.0037415,1.0
0.3375,0.93,46.499268,1.0,231.80417,255.34102,0.0,11.0,0.92998534,1.0037415,1.0
0.338,0.93,46.499264,1.0,231.80417,222.69452,0.0,11.0,0.9299853,1.0037415,1.0
0.3385,0.93,46.499264,1.0,231.80417,185.30386,0.0,11.0,0.9299852,1.0037415,1.0
0.339,0.93,46.49926,1.0,231.80417,143.96576,0.0,11.0,0.9299852,1.0037415,1.0
0.3395,0.93,46.49926,1.0,231.80417,99.56155,0.0,11.0,0.9299852,1.0037415,1.0
0.34,0.93,46.49926,1.0,231.80417,53.036102,0.0,11.0,0.9299852,1.0037415,1.0
0.3405,0.93,46.49926,1.0,231.80417,5.3805003,0.0,11.0,0.9299852,1.0037415,1.0
0.341,0.93,46.49926,1.0,231.80417,-42.3899,0.0,11.0,0.9299852,1.0037415,1.0
0.3415,0.93,46.49926,1.0,231.80417,-89.25678,0.0,11.0,0.9299852,1.0037415,1.0
0.342,0.93,46.499264,1.0,231.80417,-134.222,0.0,11.0,0.9299853,1.0037415,1.0
0.3425,0.93,46.499264,1.0,231.80417,-176.3284,0.0,11.0,0.9299853,1.0037415,1.0
0.343,0.93,46.499268,1.0,231.80417,-214.6788,0.0,11.0,0.92998534,1.0037415,1.0
0.3435,0.93,46.49927,1.0,231.80417,-248.45584,0.0,11.0,0.9299854,1.0037415,1.0
0.344,0.93,46.49927,1.0,231.80417,-276.93942,0.0,11.0,0.92998546,1.0037415,1.0
0.3445,0.93,46.499275,1.0,231.80417,-299.5239,0.0,11.0,0.9299855,1.0037415,1.0
0.345,0.93,46.49928,1.0,231.80417,-315.72803,0.0,11.0,0.9299856,1.0037415,1.0
0.3455,0.93,46.499283,1.0,231.80417,-325.20654,0.0,11.0,0.9299857,1.0037415,1.0
0.346,0.93,46.49929,1.0,231.80417,-327.75644,0.0,11.0,0.92998576,1.0037415,1.0
0.3465,0.93,46.499294,1.0,231.80417,-323.32446,0.0,11.0,0.9299859,1.0037415,1.0
0.347,0.93,46.4993,1.0,231.80417,-312.00507,0.0,11.0,0.929986,1.0037415,1.0
0.3475,0.93,46.499306,1.0,231.80417,-294.03967,0.0,11.0,0.9299861,1.0037415,1.0
0.348,0.93,46.49931,1.0,231.80417,-269.80972,0.0,11.0,0.92998624,1.0037415,1.0
0.3485,0.93,46.499317,1.0,231.80417,-239.83202,0.0,11.0,0.92998636,1.0037415,1.0
0.349,0.93,46.49932,1.0,231.80417,-204.74532,0.0,11.0,0.9299865,1.0037415,1.0
0.3495,0.93,46.49933,1.0,231.80417,-165.29778,0.0,11.0,0.9299866,1.0037415,1.0
0.35,0.93,46.499336,1.0,231.80417,-122.32848,0.0,11.0,0.9299867,1.0037415,1.0
0.3505,0.93,46.499344,1.0,231.80417,-76.75292,0.0,11.0,0.9299869,1.0037415,1.0
0.351,0.93,46.49935,1.0,231.80417,-29.542238,0.0,11.0,0.929987,1.0037415,1.0
0.3515,0.93,46.49936,1.0,231.80417,18.297064,0.0,11.0,0.9299872,1.0037415,1.0
0.352,0.93,46.499367,1.0,231.80417,65.74665,0.0,11.0,0.9299873,1.0037415,1.0
0.3525,0.93,46.499374,1.0,231.80417,111.79606,0.0,11.0,0.9299875,1.0037415,1.0
0.353,0.93,46.499382,1.0,231.80417,155.4642,0.0,11.0,0.92998767,1.0037415,1.0
0.3535,0.93,46.49939,1.0,231.80417,195.82016,0.0,11.0,0.9299878,1.0037415,1.0
0.354,0.93,46.4994,1.0,231.80417,232.00417,0.0,11.0,0.92998797,1.0037415,1.0
0.3545,0.93,46.49941,1.0,231.80417,263.2463,0.0,11.0,0.92998815,1.0037415,1.0
0.355,0.93,46.499416,1.0,231.80417,288.88095,0.0,11.0,0.9299883,1.0037415,1.0
0.3555,0.93,46.499424,1.0,231.80417,308.36163,0.0,11.0,0.9299885,1.0037415,1.0
0.356,0.93,46.499435,1.0,231.80417,321.27267,0.0,11.0,0.9299887,1.0037415,1.0
0.3565,0.93,46.499443,1.0,231.80417,327.34003,0.0,11.0,0.92998886,1.0037415,1.0
0.357,0.93,46.499454,1.0,231.80417,326.4345,0.0,11.0,0.92998904,1.0037415,1.0
0.3575,0.93,46.499462,1.0,231.80417,318.5754,0.0,11.0,0.9299893,1.0037415,1.0
0.358,0.93,46.499474,1.0,231.80417,303.92905,0.0,11.0,0.92998946,1.0037415,1.0
0.3585,0.93,46.49948,1.0,231.80475,282.8083,0.0,11.0,0.92998964,1.003744,1.0
0.359,0.93,46.499493,1.0,231.80475,255.66298,0.0,11.0,0.9299898,1.003744,1.0
0.3595,0.93,46.4995,1.0,231.80475,223.07216,0.0,11.0,0.92999005,1.003744,1.0
0.36,0.93,46.49951,1.0,231.80475,185.72865,0.0,11.0,0.92999023,1.003744,1.0
0.3605,0.93,46.499523,1.0,231.80475,144.42845,0.0,11.0,0.9299904,1.003744,1.0
0.361,0.93,46.49953,1.0,231.80475,100.05149,0.0,11.0,0.92999065,1.003744,1.0
0.3615,0.93,46.499542,1.0,231.80475,53.54391,0.0,11.0,0.9299908,1.003744,1.0
0.362,0.93,46.49955,1.0,231.80475,5.8954797,0.0,11.0,0.929991,1.003744,1.0
0.3625,0.93,46.49956,1.0,231.80475,-41.878914,0.0,11.0,0.92999125,1.003744,1.0
0.363,0.93,46.499573,1.0,231.80475,-88.76136,0.0,11.0,0.9299914,1.003744,1.0
0.3635,0.93,46.49958,1.0,231.80475,-133.75252,0.0,11.0,0.92999166,1.003744,1.0
0.364,0.93,46.49959,1.0,231.80475,-175.89404,0.0,11.0,0.92999184,1.003744,1.0
0.3645,0.93,46.499603,1.0,231.80475,-214.289,0.0,11.0,0.929992,1.003744,1.0
0.365,0.93,46.49961,1.0,231.80475,-248.11935,0.0,11.0,0.92999226,1.003744,1.0
0.3655,0.93,46.499622,1.0,231.80475,-276.66403,0.0,11.0,0.92999244,1.003744,1.0
0.366,0.93,46.499634,1.0,231.80475,-299.3143,0.0,11.0,0.9299927,1.003744,1.0
0.3665,0.93,46.49964,1.0,231.80475,-315.58878,0.0,11.0,0.92999285,1.003744,1.0
0.367,0.93,46.499653,1.0,231.80475,-325.1407,0.0,11.0,0.92999303,1.003744,1.0
0.3675,0.93,46.499664,1.0,231.80475,-327.7665,0.0,11.0,0.9299933,1.003744,1.0
0.368,0.93,46.499672,1.0,231.80475,-323.4092,0.0,11.0,0.92999345,1.003744,1.0
0.3685,0.93,46.499683,1.0,231.80475,-312.16257,0.0,11.0,0.9299937,1.003744,1.0
0.369,0.93,46.499695,1.0,231.80475,-294.2662,0.0,11.0,0.92999387,1.003744,1.0
0.3695,0.93,46.499702,1.0,231.80475,-270.1019,0.0,11.0,0.92999405,1.003744,1.0
0.37,0.93,46.499714,1.0,231.80475,-240.18294,0.0,11.0,0.9299942,1.003744,1.0
0.3705,0.93,46.49972,1.0,231.80475,-205.14731,0.0,11.0,0.92999446,1.003744,1.0
0.371,0.93,46.499733,1.0,231.80475,-165.74155,0.0,11.0,0.92999464,1.003744,1.0
0.3715,0.93,46.49974,1.0,231.80475,-122.80583,0.0,11.0,0.9299948,1.003744,1.0
0.372,0.93,46.499752,1.0,231.80475,-77.25366,0.0,11.0,0.929995,1.003744,1.0
0.3725,0.93,46.49976,1.0,231.80475,-30.055363,0.0,11.0,0.92999524,1.003744,1.0
0.373,0.93,46.49977,1.0,231.80475,17.783255,0.0,11.0,0.9299954,1.003744,1.0
0.3735,0.93,46.49978,1.0,231.80475,65.24248,0.0,11.0,0.9299956,1.003744,1.0
0.374,0.93,46.49979,1.0,231.80475,111.31172,0.0,11.0,0.9299958,1.003744,1.0
0.3745,0.93,46.499798,1.0,231.80475,155.01021,0.0,11.0,0.92999595,1.003744,1.0
0.375,0.93,46.499805,1.0,231.80475,195.40685,0.0,11.0,0.92999613,1.003744,1.0
0.3755,0.93,46.499817,1.0,231.80475,231.64052,0.0,11.0,0.9299963,1.003744,1.0
0.376,0.93,46.499825,1.0,231.80475,262.93906,0.0,11.0,0.9299965,1.003744,1.0
0.3765,0.93,46.499832,1.0,231.80475,288.63672,0.0,11.0,0.92999667,1.003744,1.0
0.377,0.93,46.49984,1.0,231.80475,308.186,0.0,11.0,0.92999685,1.003744,1.0
0.3775,0.93,46.49985,1.0,231.80475,321.1702,0.0,11.0,0.929997,1.003744,1.0
0.378,0.93,46.49986,1.0,231.80475,327.31183,0.0,11.0,0.92999715,1.003744,1.0
0.3785,0.93,46.499866,1.0,231.80475,326.48114,0.0,11.0,0.9299973,1.003744,1.0
0.379,0.93,46.499874,1.0,231.80475,318.69568,0.0,11.0,0.9299975,1.003744,1.0
0.3795,0.93,46.49988,1.0,231.80475,304.12177,0.0,11.0,0.9299976,1.003744,1.0
0.38,0.93,46.49989,1.0,231.80421,283.06842,0.0,11.0,0.9299978,1.0037417,1.0
0.3805,0.93,46.499897,1.0,231.80421,255.98499,0.0,11.0,0.929998,1.0037417,1.0
0.381,0.93,46.499905,1.0,231.80421,223.44844,0.0,11.0,0.9299981,1.0037417,1.0
0.3815,0.93,46.499912,1.0,231.80421,186.1526,0.0,11.0,0.9299983,1.0037417,1.0
0.382,0.93,46.49992,1.0,231.80421,144.8907,0.0,11.0,0.9299984,1.0037417,1.0
0.3825,0.93,46.499928,1.0,231.80421,100.542,0.0,11.0,0.9299986,1.0037417,1.0
0.383,0.93,46.499935,1.0,231.80421,54.051357,0.0,11.0,0.9299987,1.0037417,1.0
0.3835,0.93,46.499943,1.0,231.80421,6.4100003,0.0,11.0,0.9299988,1.0037417,1.0
0.384,0.93,46.499947,1.0,231.80421,-41.367985,0.0,11.0,0.929999,1.0037417,1.0
0.3845,0.93,46.499954,1.0,231.80421,-88.26513,0.0,11.0,0.9299991,1.0037417,1.0
0.385,0.93,46.49996,1.0,231.80421,-133.28224,0.0,11.0,0.92999923,1.0037417,1.0
0.3855,0.93,46.49997,1.0,231.80421,-175.45972,0.0,11.0,0.92999935,1.0037417,1.0
0.386,0.93,46.499973,1.0,231.80421,-213.89899,0.0,11.0,0.9299995,1.0037417,1.0
0.3865,0.93,46.49998,1.0,231.80421,-247.78204,0.0,11.0,0.9299996,1.0037417,1.0
0.387,0.93,46.499985,1.0,231.80421,-276.3871,0.0,11.0,0.9299997,1.0037417,1.0
0.3875,0.93,46.499992,1.0,231.80421,-299.1043,0.0,11.0,0.9299998,1.0037417,1.0
0.388,0.93,46.499996,1.0,231.80421,-315.44907,0.0,11.0,0.92999995,1.0037417,1.0
0.3885,0.93,46.500004,1.0,231.80421,-325.07422,0.0,11.0,0.93000007,1.0037417,1.0
0.389,0.93,46.500008,1.0,231.80421,-327.77472,0.0,11.0,0.9300002,1.0037417,1.0
0.3895,0.93,46.500015,1.0,231.80421,-323.4932,0.0,11.0,0.9300003,1.0037417,1.0
0.39,0.93,46.50002,1.0,231.80421,-312.31952,0.0,11.0,0.93000036,1.0037417,1.0
0.3905,0.93,46.500023,1.0,231.80421,-294.4927,0.0,11.0,0.9300005,1.0037417,1.0
0.391,0.93,46.50003,1.0,231.80421,-270.39255,0.0,11.0,0.9300006,1.0037417,1.0
0.3915,0.93,46.500034,1.0,231.80421,-240.53308,0.0,11.0,0.93000066,1.0037417,1.0
0.392,0.93,46.50004,1.0,231.80421,-205.5489,0.0,11.0,0.9300008,1.0037417,1.0
0.3925,0.93,46.500042,1.0,231.80421,-166.18579,0.0,11.0,0.93000084,1.0037417,1.0
0.393,0.93,46.500046,1.0,231.80421,-123.28254,0.0,11.0,0.93000096,1.0037417,1.0
0.3935,0.93,46.50005,1.0,231.80421,-77.753716,0.0,11.0,0.930001,1.0037417,1.0
0.394,0.93,46.500057,1.0,231.80421,-30.568321,0.0,11.0,0.9300011,1.0037417,1.0
0.3945,0.93,46.50006,1.0,231.80421,17.268698,0.0,11.0,0.9300012,1.0037417,1.0
0.395,0.93,46.500065,1.0,231.80421,64.737976,0.0,11.0,0.93000126,1.0037417,1.0
0.3955,0.93,46.50007,1.0,231.80421,110.82767,0.0,11.0,0.9300013,1.0037417,1.0
0.396,0.93,46.50007,1.0,231.80421,154.55615,0.0,11.0,0.9300014,1.0037417,1.0
0.3965,0.93,46.500072,1.0,231.80421,194.99268,0.0,11.0,0.9300015,1.0037417,1.0
0.397,0.93,46.500076,1.0,231.80421,231.27562,0.0,11.0,0.93000156,1.0037417,1.0
