Time,Battery inverter (Average)1.Contactor,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Imode_control.wt_0,Battery inverter (Average)1.Control.Synch.Vt_i,Battery inverter (Average)1.Control.Synch.Vt_u,Battery inverter (Average)1.Control.Synch.dV,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.df,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.phase_match.dwt,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,EUT_Interface.va_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Inv_Cab_SM.CB_status,Battery inverter (Average)1.Control.Inv_Cab_SM.V_mode,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid following,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.StandBy,Battery inverter (Average)1.Control.Inv_Cab_SM.synch,Battery inverter (Average)1.Control.Synch.V_lock,Battery inverter (Average)1.Control.Synch.on_nominal,Battery inverter (Average)1.Control.Synch.phase_lock,EUT_Interface.On_o,EUT_Interface.Relay_o,Battery inverter (Average)1.Control.Synch.freq_lock
-0.0524,0.0,0.0,0.0,0.0,0.0,0.23876104,0.0,0.99999654,0.0,1.0,1.0,0.0,0.23876104,0.23843622,-0.0007524974,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247716,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0522,0.0,0.0,0.0,0.0,0.0,0.3015929,0.0,0.99999654,0.0,1.0,1.0,0.0,0.3015929,0.30126807,-0.0007525299,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477206,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.052,0.0,0.0,0.0,0.0,0.0,0.36442474,0.0,0.99999654,0.0,1.0,1.0,0.0,0.36442474,0.36409992,-0.00075256237,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0518,0.0,0.0,0.0,0.0,0.0,0.4272566,0.0,0.99999654,0.0,1.0,1.0,0.0,0.4272566,0.42693177,-0.00075259485,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477293,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0516,0.0,0.0,0.0,0.0,0.0,0.49008846,0.0,0.99999654,0.0,1.0,1.0,0.0,0.49008846,0.48976362,-0.0007526273,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477337,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0514,0.0,0.0,0.0,0.0,0.0,0.5529203,0.0,0.99999654,0.0,1.0,1.0,0.0,0.5529203,0.5525955,-0.0007526598,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247738,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0512,0.0,0.0,0.0,0.0,0.0,0.61575216,0.0,0.99999654,0.0,1.0,1.0,0.0,0.61575216,0.6154273,-0.0007526923,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477424,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.051,0.0,0.0,0.0,0.0,0.0,0.67858404,0.0,0.99999654,0.0,1.0,1.0,0.0,0.67858404,0.6782592,-0.00075272477,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0508,0.0,0.0,0.0,0.0,0.0,0.74141586,0.0,0.99999654,0.0,1.0,1.0,0.0,0.74141586,0.741091,-0.00075275725,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477506,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0506,0.0,0.0,0.0,0.0,0.0,0.80424774,0.0,0.99999654,0.0,1.0,1.0,0.0,0.80424774,0.8039229,-0.0007527897,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247755,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0504,0.0,0.0,0.0,0.0,0.0,0.86707956,0.0,0.99999654,0.0,1.0,1.0,0.0,0.86707956,0.8667548,-0.0007528222,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247759,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0502,0.0,0.0,0.0,0.0,0.0,0.92991143,0.0,0.99999654,0.0,1.0,1.0,0.0,0.92991143,0.9295866,-0.0007528547,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247763,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.05,0.0,0.0,0.0,0.0,0.0,0.99274325,0.0,0.99999654,0.0,1.0,1.0,0.0,0.99274325,0.99241847,-0.00075288716,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477675,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0498,0.0,0.0,0.0,0.0,0.0,1.0555751,0.0,0.99999654,0.0,1.0,1.0,0.0,1.0555751,1.0552503,-0.00075291964,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477715,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0496,0.0,0.0,0.0,0.0,0.0,1.118407,0.0,0.99999654,0.0,1.0,1.0,0.0,1.118407,1.1180822,-0.0007529521,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477756,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0494,0.0,0.0,0.0,0.0,0.0,1.1812389,0.0,0.99999654,0.0,1.0,1.0,0.0,1.1812389,1.180914,-0.0007529846,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477797,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0492,0.0,0.0,0.0,0.0,0.0,1.2440706,0.0,0.99999654,0.0,1.0,1.0,0.0,1.2440706,1.2437458,-0.0007530171,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247784,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.049,0.0,0.0,0.0,0.0,0.0,1.3069025,0.0,0.99999654,0.0,1.0,1.0,0.0,1.3069025,1.3065777,-0.00075304956,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247788,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0488,0.0,0.0,0.0,0.0,0.0,1.3697344,0.0,0.99999654,0.0,1.0,1.0,0.0,1.3697344,1.3694096,-0.00075308204,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477922,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0486,0.0,0.0,0.0,0.0,0.0,1.4325663,0.0,0.99999654,0.0,1.0,1.0,0.0,1.4325663,1.4322414,-0.0007531145,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032477963,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0484,0.0,0.0,0.0,0.0,0.0,1.495398,0.0,0.99999654,0.0,1.0,1.0,0.0,1.495398,1.4950733,-0.000753147,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0482,0.0,0.0,0.0,0.0,0.0,1.5582299,0.0,0.99999654,0.0,1.0,1.0,0.0,1.5582299,1.5579051,-0.0007531795,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.048,0.0,0.0,0.0,0.0,0.0,1.6210618,0.0,0.99999654,0.0,1.0,1.0,0.0,1.6210618,1.620737,-0.00075321196,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478088,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0478,0.0,0.0,0.0,0.0,0.0,1.6838937,0.0,0.99999654,0.0,1.0,1.0,0.0,1.6838937,1.6835688,-0.00075324444,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247813,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0476,0.0,0.0,0.0,0.0,0.0,1.7467256,0.0,0.99999654,0.0,1.0,1.0,0.0,1.7467256,1.7464007,-0.0007532769,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478172,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0474,0.0,0.0,0.0,0.0,0.0,1.8095573,0.0,0.99999654,0.0,1.0,1.0,0.0,1.8095573,1.8092325,-0.0007533094,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478216,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0472,0.0,0.0,0.0,0.0,0.0,1.8723892,0.0,0.99999654,0.0,1.0,1.0,0.0,1.8723892,1.8720644,-0.0007533419,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247826,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.047,0.0,0.0,0.0,0.0,0.0,1.9352211,0.0,0.99999654,0.0,1.0,1.0,0.0,1.9352211,1.9348962,-0.00075337436,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478306,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0468,0.0,0.0,0.0,0.0,0.0,1.998053,0.0,0.99999654,0.0,1.0,1.0,0.0,1.998053,1.9977281,-0.00075340684,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478353,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0466,0.0,0.0,0.0,0.0,0.0,2.0608847,0.0,0.99999654,0.0,1.0,1.0,0.0,2.0608847,2.06056,-0.0007534393,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.000324784,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0464,0.0,0.0,0.0,0.0,0.0,2.1237166,0.0,0.99999654,0.0,1.0,1.0,0.0,2.1237166,2.1233919,-0.0007534718,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478446,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0462,0.0,0.0,0.0,0.0,0.0,2.1865485,0.0,0.99999654,0.0,1.0,1.0,0.0,2.1865485,2.1862237,-0.0007535043,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478492,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.046,0.0,0.0,0.0,0.0,0.0,2.2493804,0.0,0.99999654,0.0,1.0,1.0,0.0,2.2493804,2.2490554,-0.00075353676,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478542,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0458,0.0,0.0,0.0,0.0,0.0,2.3122122,0.0,0.99999654,0.0,1.0,1.0,0.0,2.3122122,2.3118873,-0.00075356924,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0456,0.0,0.0,0.0,0.0,0.0,2.375044,0.0,0.99999654,0.0,1.0,1.0,0.0,2.375044,2.3747191,-0.0007536017,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478638,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0454,0.0,0.0,0.0,0.0,0.0,2.437876,0.0,0.99999654,0.0,1.0,1.0,0.0,2.437876,2.437551,-0.0007536342,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478684,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0452,0.0,0.0,0.0,0.0,0.0,2.5007079,0.0,0.99999654,0.0,1.0,1.0,0.0,2.5007079,2.500383,-0.0007536667,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478734,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.045,0.0,0.0,0.0,0.0,0.0,2.5635395,0.0,0.99999654,0.0,1.0,1.0,0.0,2.5635395,2.5632148,-0.00075369916,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247878,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0448,0.0,0.0,0.0,0.0,0.0,2.6263714,0.0,0.99999654,0.0,1.0,1.0,0.0,2.6263714,2.6260467,-0.00075373164,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247883,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0446,0.0,0.0,0.0,0.0,0.0,2.6892033,0.0,0.99999654,0.0,1.0,1.0,0.0,2.6892033,2.6888785,-0.0007537641,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478877,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0444,0.0,0.0,0.0,0.0,0.0,2.7520351,0.0,0.99999654,0.0,1.0,1.0,0.0,2.7520351,2.7517104,-0.0007537966,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478926,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0442,0.0,0.0,0.0,0.0,0.0,2.814867,0.0,0.99999654,0.0,1.0,1.0,0.0,2.814867,2.8145423,-0.0007538291,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032478973,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.044,0.0,0.0,0.0,0.0,0.0,2.877699,0.0,0.99999654,0.0,1.0,1.0,0.0,2.877699,2.877374,-0.00075386156,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247902,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0438,0.0,0.0,0.0,0.0,0.0,2.9405308,0.0,0.99999654,0.0,1.0,1.0,0.0,2.9405308,2.9402058,-0.00075389404,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247907,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0436,0.0,0.0,0.0,0.0,0.0,3.0033627,0.0,0.99999654,0.0,1.0,1.0,0.0,3.0033627,3.0030377,-0.0007539265,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479115,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0434,0.0,0.0,0.0,0.0,0.0,3.0661945,0.0,0.99999654,0.0,1.0,1.0,0.0,3.0661945,3.0658696,-0.000753959,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479165,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0432,0.0,0.0,0.0,0.0,0.0,3.1290262,0.0,0.99999654,0.0,1.0,1.0,0.0,3.1290262,3.1287014,-0.0007539915,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479214,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.043,0.0,0.0,0.0,0.0,-0.0,3.191858,0.0,0.99999654,0.0,1.0,1.0,0.0,3.191858,3.1915333,-0.00075402396,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247926,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0428,0.0,0.0,0.0,0.0,-0.0,3.25469,0.0,0.99999654,0.0,1.0,1.0,0.0,3.25469,3.2543652,-0.00075405644,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479307,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0426,0.0,0.0,0.0,0.0,-0.0,3.3175218,0.0,0.99999654,0.0,1.0,1.0,0.0,3.3175218,3.317197,-0.0007540889,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479357,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0424,0.0,0.0,0.0,0.0,-0.0,3.3803537,0.0,0.99999654,0.0,1.0,1.0,0.0,3.3803537,3.380029,-0.0007541214,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479403,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0422,0.0,0.0,0.0,0.0,-0.0,3.4431856,0.0,0.99999654,0.0,1.0,1.0,0.0,3.4431856,3.4428606,-0.0007541539,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247945,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.042,0.0,0.0,0.0,0.0,-0.0,3.5060174,0.0,0.99999654,0.0,1.0,1.0,0.0,3.5060174,3.5056925,-0.00075418636,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479494,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0418,0.0,0.0,0.0,0.0,-0.0,3.5688493,0.0,0.99999654,0.0,1.0,1.0,0.0,3.5688493,3.5685244,-0.0007542189,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247954,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0416,0.0,0.0,0.0,0.0,-0.0,3.6316812,0.0,0.99999654,0.0,1.0,1.0,0.0,3.6316812,3.6313562,-0.0007542514,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247958,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0414,0.0,0.0,0.0,0.0,-0.0,3.6945128,0.0,0.99999654,0.0,1.0,1.0,0.0,3.6945128,3.694188,-0.00075428386,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479624,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0412,0.0,0.0,0.0,0.0,-0.0,3.7573447,0.0,0.99999654,0.0,1.0,1.0,0.0,3.7573447,3.75702,-0.00075431634,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479668,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.041,0.0,0.0,0.0,0.0,-0.0,3.8201766,0.0,0.99999654,0.0,1.0,1.0,0.0,3.8201766,3.8198519,-0.0007543488,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003247971,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0408,0.0,0.0,0.0,0.0,-0.0,3.8830085,0.0,0.99999654,0.0,1.0,1.0,0.0,3.8830085,3.8826838,-0.0007543813,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479753,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0406,0.0,0.0,0.0,0.0,-0.0,3.9458404,0.0,0.99999654,0.0,1.0,1.0,0.0,3.9458404,3.9455156,-0.0007544138,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479793,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0404,0.0,0.0,0.0,0.0,-0.0,4.008672,0.0,0.99999654,0.0,1.0,1.0,0.0,4.008672,4.0083475,-0.00075444626,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479834,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0402,0.0,0.0,0.0,0.0,-0.0,4.071504,0.0,0.99999654,0.0,1.0,1.0,0.0,4.071504,4.0711794,-0.00075447874,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479878,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.04,0.0,0.0,0.0,0.0,-0.0,4.134336,0.0,0.99999654,0.0,1.0,1.0,0.0,4.134336,4.1340113,-0.0007545112,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479918,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0398,0.0,0.0,0.0,0.0,-0.0,4.197168,0.0,0.99999654,0.0,1.0,1.0,0.0,4.197168,4.196843,-0.0007545437,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032479962,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0396,0.0,0.0,0.0,0.0,-0.0,4.2599998,0.0,0.99999654,0.0,1.0,1.0,0.0,4.2599998,4.2596745,-0.0007545762,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480003,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0394,0.0,0.0,0.0,0.0,-0.0,4.3228316,0.0,0.99999654,0.0,1.0,1.0,0.0,4.3228316,4.3225064,-0.00075460866,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480044,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0392,0.0,0.0,0.0,0.0,-0.0,4.3856635,0.0,0.99999654,0.0,1.0,1.0,0.0,4.3856635,4.3853383,-0.00075464114,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480084,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.039,0.0,0.0,0.0,0.0,-0.0,4.4484954,0.0,0.99999654,0.0,1.0,1.0,0.0,4.4484954,4.44817,-0.0007546736,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480125,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0388,0.0,0.0,0.0,0.0,-0.0,4.5113273,0.0,0.99999654,0.0,1.0,1.0,0.0,4.5113273,4.511002,-0.0007547061,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480166,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0386,0.0,0.0,0.0,0.0,-0.0,4.5741587,0.0,0.99999654,0.0,1.0,1.0,0.0,4.5741587,4.573834,-0.0007547386,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480207,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0384,0.0,0.0,0.0,0.0,-0.0,4.6369905,0.0,0.99999654,0.0,1.0,1.0,0.0,4.6369905,4.636666,-0.00075477106,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480247,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0382,0.0,0.0,0.0,0.0,-0.0,4.6998224,0.0,0.99999654,0.0,1.0,1.0,0.0,4.6998224,4.6994977,-0.00075480354,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480288,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.038,0.0,0.0,-0.0,0.0,0.0,4.7626543,0.0,0.99999654,0.0,1.0,1.0,0.0,4.7626543,4.7623296,-0.000754836,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003248033,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0378,0.0,0.0,-0.0,0.0,0.0,4.825486,0.0,0.99999654,0.0,1.0,1.0,0.0,4.825486,4.8251615,-0.0007548685,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480372,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0376,0.0,0.0,-0.0,0.0,0.0,4.888318,0.0,0.99999654,0.0,1.0,1.0,0.0,4.888318,4.8879933,-0.000754901,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480413,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0374,0.0,0.0,-0.0,0.0,0.0,4.95115,0.0,0.99999654,0.0,1.0,1.0,0.0,4.95115,4.950825,-0.00075493346,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480457,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0372,0.0,0.0,-0.0,0.0,0.0,5.013982,0.0,0.99999654,0.0,1.0,1.0,0.0,5.013982,5.013657,-0.00075496593,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.000324805,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.037,0.0,0.0,-0.0,0.0,0.0,5.0768137,0.0,0.99999654,0.0,1.0,1.0,0.0,5.0768137,5.076489,-0.0007549984,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480544,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0368,0.0,0.0,-0.0,0.0,0.0,5.1396456,0.0,0.99999654,0.0,1.0,1.0,0.0,5.1396456,5.139321,-0.00075503095,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480588,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0366,0.0,0.0,-0.0,0.0,0.0,5.2024775,0.0,0.99999654,0.0,1.0,1.0,0.0,5.2024775,5.2021527,-0.00075506343,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480634,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0364,0.0,0.0,-0.0,0.0,0.0,5.2653093,0.0,0.99999654,0.0,1.0,1.0,0.0,5.2653093,5.2649846,-0.0007550959,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.0003248068,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
-0.0362,0.0,0.0,-0.0,0.0,0.0,5.328141,0.0,0.99999654,0.0,1.0,1.0,0.0,5.328141,5.3278165,-0.0007551284,0.0,0.0,0.0,0.0,-6.0704326e-09,-0.00032480725,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
