Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,1.0,0.0,100000.0,-3.644052e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.4845979e-10,-3.6354257e-09,1.0019081,-1.4902687e-10,-176.86824,-289.62527,-289.62527,72.00659,90.119064,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6947872,0.9998578,5.1964684,5.187844,1.0,-0.04600551,176.91425,12.928266,276.697,0.0,-2.2273496e-15,5.1964684,5.1964684,5.1964684,0.039759982,1.0,1.0,1.0,5.187844,5.1964684,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2998,1.0,0.0,100000.0,-3.9606316e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.6169077e-10,4.6301722e-09,1.0019081,-1.623084e-10,-170.10403,-279.49158,-279.49158,72.00659,86.96385,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.694791,0.9998577,5.2593,5.2506757,1.0,-12.871281,182.97533,-7.6276307,287.1192,0.0,-1.1719356e-15,5.2593,5.2593,5.2593,0.03976,1.0,1.0,1.0,5.2506757,5.2593,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2996,1.0,0.0,100000.0,-4.102977e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.501502e-10,2.4620826e-08,1.0019081,-1.5072374e-10,-162.66852,-268.25488,-268.25488,72.00659,83.46542,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69479483,0.9998577,5.322132,5.3135076,1.0,-25.645758,188.31429,-28.153423,296.4083,0.0,-7.600099e-16,5.322132,5.322132,5.322132,0.039759994,1.0,1.0,1.0,5.3135076,5.322132,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2994,1.0,0.0,100000.0,-4.297775e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.7254057e-10,-1.78586e-08,1.0019081,-1.7319964e-10,-154.59103,-255.95947,-255.95947,72.00659,79.637596,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69479865,0.9998577,5.384964,5.3763394,1.0,-38.319023,192.91005,-48.568108,304.5276,0.0,7.763443e-17,5.384964,5.384964,5.384964,0.039759964,1.0,1.0,1.0,5.3763394,5.384964,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2992,1.0,0.0,100000.0,-4.500365e-06,-50015.418,-14.175577,0.9980956,0.9980955,-1.6539319e-10,9.259024e-09,1.0019081,-1.6602496e-10,-145.90344,-242.65393,-242.65393,72.00659,75.495476,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69480246,0.9998577,5.447796,5.4391713,1.0,-50.84106,196.74449,-68.791115,311.44504,0.0,7.465018e-16,5.447796,5.447796,5.447796,0.039759953,1.0,1.0,1.0,5.4391713,5.447796,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.299,1.0,0.0,100000.0,-4.249772e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.446037e-10,7.6615985e-09,1.0019081,-1.4515605e-10,-136.64003,-228.39075,-228.39075,72.00659,71.055405,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948063,0.9998577,5.5106277,5.502003,1.0,-63.162453,199.80247,-88.74264,317.1334,0.0,9.833579e-16,5.5106277,5.5106277,5.5106277,0.03975996,1.0,1.0,1.0,5.502003,5.5106277,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2988,1.0,0.0,100000.0,-4.2502766e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.3033272e-10,-2.5333258e-09,1.0019081,-1.3083057e-10,-126.837364,-213.2262,-213.2262,72.00659,66.334915,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948101,0.9998577,5.5734596,5.564835,1.0,-75.23457,202.07193,-108.34393,321.57013,0.0,1.8917407e-15,5.5734596,5.5734596,5.5734596,0.03975997,1.0,1.0,1.0,5.564835,5.5734596,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2986,1.0,0.0,100000.0,-3.904148e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.064848e-10,3.0034992e-09,1.0019081,-1.0689155e-10,-116.53413,-197.22015,-197.22014,72.00659,61.352627,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948139,0.9998577,5.636291,5.627667,1.0,-87.00977,203.5439,-127.51764,324.7378,0.0,3.0895444e-15,5.636291,5.636291,5.636291,0.039759975,1.0,1.0,1.0,5.627667,5.636291,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2984,1.0,0.0,100000.0,-3.5289506e-06,-50015.418,-14.175577,0.9980956,0.9980956,-5.2301528e-11,-1.0326479e-08,1.0019081,-5.250131e-11,-105.77099,-180.43576,-180.43576,72.00659,56.128212,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948177,0.9998577,5.699123,5.690499,1.0,-98.44159,204.21257,-146.1881,326.62384,0.0,3.593093e-15,5.699123,5.699123,5.699123,0.03975997,1.0,1.0,1.0,5.690499,5.699123,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2982,1.0,0.0,100000.0,-3.085117e-06,-50015.418,-14.175577,0.9980956,0.9980956,-1.8298632e-11,-8.3176745e-09,1.0019081,-1.8368527e-11,-94.590416,-162.93927,-162.93927,72.00659,50.682293,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69482154,0.9998578,5.761955,5.7533307,1.0,-109.48489,204.07532,-164.28162,327.2209,0.0,3.6516086e-15,5.761955,5.761955,5.761955,0.03975996,1.0,1.0,1.0,5.7533307,5.761955,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.298,1.0,0.0,100000.0,-2.7195028e-06,-50015.418,-14.175577,0.9980956,0.9980956,6.5429424e-12,2.5675084e-09,1.0019081,6.567935e-12,-83.03654,-144.79974,-144.79974,72.00659,45.036343,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69482535,0.9998577,5.8247867,5.8161626,1.0,-120.09612,203.13266,-181.72679,326.52652,0.0,3.6818803e-15,5.8247867,5.8247867,5.8247867,0.039759986,1.0,1.0,1.0,5.8161626,5.8247867,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2978,1.0,0.0,100000.0,-2.0431482e-06,-50015.418,-14.175577,0.9980956,0.9980955,2.995958e-11,-3.9110972e-09,1.0019081,3.007402e-11,-71.15495,-126.088745,-126.088745,72.00659,39.212658,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69482917,0.9998577,5.8876185,5.878994,1.0,-130.23338,201.38834,-198.45477,324.54352,0.0,4.118765e-15,5.8876185,5.8876185,5.8876185,0.039759994,1.0,1.0,1.0,5.878994,5.8876185,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2976,1.0,0.0,100000.0,-1.4567278e-06,-50015.418,-14.175577,0.9980956,0.9980955,5.847717e-11,-1.1090465e-08,1.0019081,5.870054e-11,-58.992558,-106.88014,-106.88014,72.00659,33.234222,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.694833,0.9998578,5.9504504,5.941826,1.0,-139.85667,198.84923,-214.39955,321.2797,0.0,4.7495894e-15,5.9504504,5.9504504,5.9504504,0.039759986,1.0,1.0,1.0,5.941826,5.9504504,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2974,1.0,0.0,100000.0,-9.0421673e-07,-50015.418,-14.175577,0.9980956,0.9980956,6.9607445e-11,-6.9694734e-09,1.0019081,6.987333e-11,-46.59734,-87.24973,-87.24973,72.00659,27.124626,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948368,0.9998578,6.0132823,6.0046577,1.0,-148.92801,195.52534,-229.49818,316.7479,0.0,5.332537e-15,6.0132823,6.0132823,6.0132823,0.03975999,1.0,1.0,1.0,6.0046577,6.0132823,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2972,1.0,0.0,100000.0,-3.6608793e-07,-50015.418,-14.175577,0.9980956,0.9980956,7.731128e-11,8.820514e-09,1.0019081,7.7606595e-11,-34.018227,-67.27499,-67.27498,72.00659,20.907976,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948406,0.9998578,6.076114,6.0674896,1.0,-157.41159,191.42982,-243.69109,310.96606,0.0,6.997385e-15,6.076114,6.076114,6.076114,0.039759967,1.0,1.0,1.0,6.0674896,6.076114,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.297,1.0,0.0,100000.0,5.1097043e-08,-50015.418,-14.175577,0.9980956,0.9980956,5.1620323e-11,-1.6935068e-08,1.0019081,5.18175e-11,-21.304857,-47.034733,-47.03473,72.00659,14.60881,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948444,0.9998577,6.138946,6.1303215,1.0,-165.27394,186.5788,-256.92227,303.957,0.0,8.9263585e-15,6.138946,6.138946,6.138946,0.039759975,1.0,1.0,1.0,6.1303215,6.138946,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2968,1.0,0.0,100000.0,3.914904e-07,-50015.418,-14.175577,0.9980956,0.9980956,4.873973e-11,-2.243924e-08,1.0019081,4.892591e-11,-8.507408,-26.608856,-26.608854,72.00659,8.251995,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69484824,0.9998578,6.201778,6.1931534,1.0,-172.48404,180.99146,-269.13947,295.74832,0.0,9.800431e-15,6.201778,6.201778,6.201778,0.039759964,1.0,1.0,1.0,6.1931534,6.201778,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2966,1.0,0.0,100000.0,6.8982973e-07,-50015.418,-14.175577,0.9980956,0.9980956,5.6222183e-11,-2.6391165e-08,1.0019081,5.6436942e-11,4.323616,-6.0779667,-6.0779653,72.00659,1.8626083,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69485205,0.9998577,6.26461,6.2559853,1.0,-179.01341,174.6898,-280.29453,286.3725,0.0,9.929283e-15,6.26461,6.26461,6.26461,0.039759964,1.0,1.0,1.0,6.2559853,6.26461,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2964,1.0,0.0,100000.0,9.713029e-07,-50015.418,-14.175577,0.9980956,0.9980956,7.016169e-11,4.5556395e-10,1.0019081,7.042969e-11,17.137577,14.47691,14.476911,72.00659,-4.5341263,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69485587,0.9998578,0.044256333,0.03563187,1.0,-184.83632,167.69873,-290.34338,275.86646,0.0,1.0285831e-14,0.044256333,0.044256333,0.044256333,0.039759994,1.0,1.0,1.0,0.03563187,0.044256333,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2962,1.0,0.0,100000.0,1.2710834e-06,-50015.418,-14.175577,0.9980956,0.9980956,1.2469763e-10,-1.9696563e-08,1.0019081,1.2517395e-10,29.883904,34.974655,34.974655,72.00659,-10.912967,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948597,0.9998578,0.107088186,0.09846372,1.0,-189.92975,160.04584,-299.24637,264.27173,0.0,1.0922398e-14,0.107088186,0.107088186,0.107088186,0.039759982,1.0,1.0,1.0,0.09846372,0.107088186,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.296,1.0,0.0,100000.0,1.5549571e-06,-50015.418,-14.175577,0.9980956,0.9980956,1.6622342e-10,3.239679e-10,1.0019081,1.6685836e-10,42.51229,55.334366,55.334366,72.00659,-17.248735,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948635,0.9998577,0.16992004,0.16129558,1.0,-194.2736,151.7613,-306.96838,251.63402,0.0,1.1559354e-14,0.16992004,0.16992004,0.16992004,0.039759982,1.0,1.0,1.0,0.16129558,0.16992004,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2958,1.0,0.0,100000.0,1.8843962e-06,-50015.418,-14.175577,0.9980956,0.9980956,2.1397553e-10,-3.847136e-09,1.0019081,2.1479288e-10,54.972904,75.4757,75.4757,72.00659,-23.516432,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948673,0.9998577,0.23275189,0.22412743,1.0,-197.85075,142.87785,-313.47894,238.00323,0.0,1.2207561e-14,0.23275189,0.23275189,0.23275189,0.03975997,1.0,1.0,1.0,0.22412743,0.23275189,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2956,1.0,0.0,100000.0,2.3648638e-06,-50015.418,-14.175577,0.9980956,0.99809563,2.7124533e-10,-2.0938675e-08,1.0019081,2.7228142e-10,67.21656,95.31917,95.31917,72.00659,-29.69132,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.6948711,0.9998578,0.29558375,0.2869593,1.0,-200.6471,133.43053,-318.75232,223.43317,0.0,1.28834025e-14,0.29558375,0.29558375,0.29558375,0.03975996,1.0,1.0,1.0,0.2869593,0.29558375,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2954,1.0,0.0,100000.0,2.625089e-06,-50015.418,-14.175577,0.9980956,0.9980955,3.5195513e-10,8.731965e-09,1.0019081,3.5329953e-10,79.19495,114.78645,114.78645,72.00659,-35.74903,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69487494,0.9998577,0.3584156,0.34979114,1.0,-202.65155,123.456604,-322.76773,207.9813,0.0,1.34903244e-14,0.3584156,0.3584156,0.3584156,0.03975996,1.0,1.0,1.0,0.34979114,0.3584156,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
-0.2952,1.0,0.0,100000.0,3.2927207e-06,-50015.418,-14.175577,0.9980956,0.9980956,4.4934453e-10,-5.498745e-09,1.0019081,4.5106094e-10,90.86079,133.80072,133.80072,72.00659,-41.665657,1.0,1.0,1.0019081,1.0,-1.0,1.0,144.06245,231.38075,1.0,-0.69487876,0.9998578,0.42124745,0.412623,1.0,-203.85625,112.99545,-325.50934,191.70862,0.0,1.40045285e-14,0.42124745,0.42124745,0.42124745,0.03975997,1.0,1.0,1.0,0.412623,0.42124745,-0.0,-5.564264e-09,0.0,0.0,1.0,1.0
