Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.298,1.0,0.0,100000.0,-2.2240404e-06,-50002.0,10004.709,1.0000578,1.0000578,-1.2985527e-10,3.5475078e-09,0.9999421,-1.2984024e-10,-30.699427,-36.170986,-36.170986,73.59828,-8.993658,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086362295,1.0018152,3.2525773,3.2435122,1.0,190.58076,-159.88133,299.17175,-263.00076,6.7424083e-13,-4.88478e-15,3.2525773,3.2525773,3.2525773,0.03968199,1.0,1.0,1.0,3.2435122,3.2525773,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2978,1.0,0.0,100000.0,-2.1890548e-06,-50002.0,10004.709,1.0000578,1.0000579,-1.00141256e-10,1.6800739e-08,0.9999421,-1.0012966e-10,-43.34384,-56.479557,-56.479557,73.59828,-2.4648917,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086362176,1.0018152,3.3154092,3.306344,1.0,194.88782,-151.54398,306.80447,-250.3249,6.7424083e-13,-4.88337e-15,3.3154092,3.3154092,3.3154092,0.039681964,1.0,1.0,1.0,3.306344,3.3154092,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2976,1.0,0.0,100000.0,-1.8130654e-06,-50002.0,10004.709,1.0000578,1.0000578,-9.534733e-11,1.4504454e-09,0.9999421,-9.5336294e-11,-55.8172,-76.56523,-76.56523,73.59828,4.0736103,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086362064,1.0018152,3.378241,3.369176,1.0,198.42574,-142.60854,313.22638,-236.66113,6.7424083e-13,-4.883668e-15,3.378241,3.378241,3.378241,0.03968196,1.0,1.0,1.0,3.369176,3.378241,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2974,1.0,0.0,100000.0,-1.1408555e-06,-50002.0,10004.709,1.0000578,1.0000578,-9.523008e-11,7.062384e-09,0.9999421,-9.5219055e-11,-68.070274,-96.34874,-96.34873,73.59828,10.596034,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086361945,1.0018152,3.441073,3.4320078,1.0,201.18056,-133.11028,318.4121,-222.06337,6.7424083e-13,-4.8840606e-15,3.441073,3.441073,3.441073,0.039681986,1.0,1.0,1.0,3.4320078,3.441073,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2972,1.0,0.0,100000.0,-4.7122316e-07,-50002.0,10004.709,1.0000578,1.0000579,-8.256962e-11,-1.8367793e-08,0.9999421,-8.256006e-11,-80.05471,-115.752,-115.752,73.59828,17.076641,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636183,1.0018152,3.5039048,3.4948394,1.0,203.1414,-123.0867,322.34122,-206.58922,6.7424083e-13,-4.8842143e-15,3.5039048,3.5039048,3.5039048,0.03968199,1.0,1.0,1.0,3.4948394,3.5039048,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.297,1.0,0.0,100000.0,2.1527702e-08,-50002.0,10004.709,1.0000578,1.0000579,-5.4044973e-11,-5.909827e-09,0.9999421,-5.403872e-11,-91.7232,-134.69844,-134.69844,73.59828,23.489851,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636171,1.0018152,3.5667367,3.5576713,1.0,204.30055,-112.57736,324.99817,-190.29974,6.7424083e-13,-4.884227e-15,3.5667367,3.5667367,3.5667367,0.039681964,1.0,1.0,1.0,3.5576713,3.5667367,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2968,1.0,0.0,100000.0,5.3074046e-07,-50002.0,10004.709,1.0000578,1.0000579,4.626272e-11,1.3228301e-09,0.9999421,4.6257366e-11,-103.0297,-153.11328,-153.11328,73.59828,29.810358,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.0863616,1.0018152,3.6295683,3.6205032,1.0,204.65343,-101.623726,326.37253,-173.25925,6.7424083e-13,-4.884208e-15,3.6295683,3.6295683,3.6295683,0.039681967,1.0,1.0,1.0,3.6205032,3.6295683,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2966,1.0,0.0,100000.0,9.341906e-07,-50002.0,10004.709,1.0000578,1.0000579,1.4035934e-10,9.898966e-09,0.9999421,1.4034308e-10,-113.929596,-170.92386,-170.92386,73.59828,36.013214,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636148,1.0018152,3.6924002,3.683335,1.0,204.19862,-90.26903,326.45886,-155.53499,6.7424083e-13,-4.8841957e-15,3.6924002,3.6924002,3.6924002,0.03968198,1.0,1.0,1.0,3.683335,3.6924002,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2964,1.0,0.0,100000.0,1.3572713e-06,-50002.0,10004.709,1.0000578,1.0000579,1.8482846e-10,-5.7876948e-09,0.9999421,1.8480706e-10,-124.37985,-188.05989,-188.05989,73.59828,42.073948,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636137,1.0018152,3.755232,3.746167,1.0,202.93793,-78.558075,325.25677,-137.1969,6.7424083e-13,-4.8841927e-15,3.755232,3.755232,3.755232,0.039681975,1.0,1.0,1.0,3.746167,3.755232,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2962,1.0,0.0,100000.0,1.7633574e-06,-50002.0,10004.709,1.0000578,1.0000579,2.0344197e-10,-7.530045e-09,0.9999421,2.0341843e-10,-134.33925,-204.45372,-204.45372,73.59828,47.96864,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636125,1.0018152,3.818064,3.8089988,1.0,200.87634,-66.537094,322.77106,-118.31735,6.7424083e-13,-4.884193e-15,3.818064,3.818064,3.818064,0.039681982,1.0,1.0,1.0,3.8089988,3.818064,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.296,1.0,0.0,100000.0,2.0640884e-06,-50002.0,10004.709,1.0000578,1.0000579,1.8681724e-10,-5.342364e-09,0.9999421,1.8679562e-10,-143.76846,-220.04066,-220.04066,73.59828,53.674015,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636114,1.0018152,3.8808959,3.8718307,1.0,198.02199,-54.253525,319.01154,-98.97086,6.7424083e-13,-4.884194e-15,3.8808959,3.8808959,3.8808959,0.039681964,1.0,1.0,1.0,3.8718307,3.8808959,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2958,1.0,0.0,100000.0,2.4283922e-06,-50002.0,10004.709,1.0000578,1.0000579,1.3133784e-10,1.0222976e-08,0.9999421,1.3132265e-10,-152.6303,-234.75922,-234.75922,73.59828,59.167564,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636102,1.0018152,3.9437277,3.9346626,1.0,194.38612,-41.755836,313.993,-79.23378,6.7424083e-13,-4.8841944e-15,3.9437277,3.9437277,3.9437277,0.039681982,1.0,1.0,1.0,3.9346626,3.9437277,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2956,1.0,0.0,100000.0,2.6246173e-06,-50002.0,10004.709,1.0000578,1.0000579,6.444561e-11,-5.1299223e-09,0.9999421,6.4438156e-11,-160.88976,-248.55128,-248.55128,73.59828,64.427605,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636091,1.0018152,4.0065594,3.9974945,1.0,189.98312,-29.093359,307.7353,-59.184,6.7424083e-13,-4.8807275e-15,4.0065594,4.0065594,4.0065594,0.03968196,1.0,1.0,1.0,3.9974945,4.0065594,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2954,1.0,0.0,100000.0,2.636326e-06,-50002.0,10004.709,1.0000578,1.0000579,2.0486515e-11,-9.052197e-09,0.9999421,2.0484144e-11,-168.51427,-261.36243,-261.36243,73.59828,69.43338,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636079,1.0018152,4.0693913,4.060326,1.0,184.83034,-16.316063,300.26306,-38.900642,6.7424083e-13,-4.6714655e-15,4.0693913,4.0693913,4.0693913,0.039681964,1.0,1.0,1.0,4.060326,4.0693913,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2952,1.0,0.0,100000.0,2.6513462e-06,-50002.0,10004.709,1.0000578,1.0000578,2.1154393e-12,4.9878177e-09,0.9999421,2.1151945e-12,-175.47372,-273.1421,-273.1421,73.59828,74.16513,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636068,1.0018152,4.132223,4.123158,1.0,178.9481,-3.4743738,291.60587,-18.463762,6.7424083e-13,-4.319292e-15,4.132223,4.132223,4.132223,0.03968197,1.0,1.0,1.0,4.123158,4.132223,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.295,1.0,0.0,100000.0,2.706323e-06,-50002.0,10004.709,1.0000578,1.0000578,3.5312725e-11,-5.604737e-09,0.9999421,3.5308638e-11,-181.74068,-283.84378,-283.84378,73.59828,78.60419,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636056,1.0018152,4.195055,4.18599,1.0,172.35965,9.381026,281.7978,2.0459838,6.7424083e-13,-3.786862e-15,4.195055,4.195055,4.195055,0.039681982,1.0,1.0,1.0,4.18599,4.195055,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2948,1.0,0.0,100000.0,2.619238e-06,-50002.0,10004.709,1.0000578,1.0000579,8.19649e-11,4.312343e-09,0.9999421,8.1955415e-11,-187.29037,-293.4253,-293.4253,73.59828,82.73303,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636045,1.0018152,4.257887,4.2488217,1.0,165.09097,22.199402,270.87762,22.547655,6.7424083e-13,-3.5441027e-15,4.257887,4.257887,4.257887,0.039681975,1.0,1.0,1.0,4.2488217,4.257887,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2946,1.0,0.0,100000.0,2.5062145e-06,-50002.0,10004.709,1.0000578,1.0000579,1.4343583e-10,1.44450665e-08,0.9999421,1.4341923e-10,-192.10092,-301.84875,-301.84875,73.59828,86.53536,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08636033,1.0018152,4.320719,4.3116536,1.0,157.17075,34.93017,258.88843,42.960342,6.7424083e-13,-3.5082777e-15,4.320719,4.320719,4.320719,0.03968199,1.0,1.0,1.0,4.3116536,4.320719,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2944,1.0,0.0,100000.0,2.4403864e-06,-50002.0,10004.709,1.0000578,1.0000579,1.7645795e-10,1.8338115e-08,0.9999421,1.7643753e-10,-196.15334,-309.081,-309.081,73.59828,89.996185,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086360216,1.0018152,4.3835506,4.3744855,1.0,148.63025,47.523083,245.8775,63.20348,6.7424083e-13,-3.5307577e-15,4.3835506,4.3835506,4.3835506,0.03968199,1.0,1.0,1.0,4.3744855,4.3835506,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2942,1.0,0.0,100000.0,2.2506342e-06,-50002.0,10004.709,1.0000578,1.0000579,1.9430905e-10,-1.0647652e-08,0.9999421,1.9428657e-10,-199.43161,-315.0934,-315.0934,73.59828,93.10183,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.0863601,1.0018152,4.4463825,4.4373174,1.0,139.50317,59.928444,231.89622,83.19719,6.7424083e-13,-3.5484724e-15,4.4463825,4.4463825,4.4463825,0.03968198,1.0,1.0,1.0,4.4373174,4.4463825,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.294,1.0,0.0,100000.0,2.3445923e-06,-50002.0,10004.709,1.0000578,1.0000578,1.9888466e-10,2.2638352e-08,0.9999421,1.9886164e-10,-201.92284,-319.8623,-319.8623,73.59828,95.84004,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086359985,1.0018152,4.5092144,4.5001493,1.0,129.82555,72.09729,216.99974,102.86255,6.7424083e-13,-3.5538555e-15,4.5092144,4.5092144,4.5092144,0.039681964,1.0,1.0,1.0,4.5001493,4.5092144,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2938,1.0,0.0,100000.0,2.2789843e-06,-50002.0,10004.709,1.0000578,1.0000579,2.0654212e-10,-3.837694e-09,0.9999421,2.0651822e-10,-203.61716,-323.36884,-323.36884,73.59828,98.20002,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086359866,1.0018152,4.5720463,4.562981,1.0,119.63555,83.981606,201.24687,122.12196,6.7424083e-13,-3.5536505e-15,4.5720463,4.5720463,4.5720463,0.039681967,1.0,1.0,1.0,4.562981,4.5720463,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2936,1.0,0.0,100000.0,2.2868423e-06,-50002.0,10004.709,1.0000578,1.0000578,2.2420185e-10,-1.8872141e-08,0.9999421,2.2417591e-10,-204.5079,-325.59918,-325.59918,73.59828,100.17244,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086359754,1.0018152,4.634878,4.625813,1.0,108.97341,95.534485,184.69977,140.89941,6.7424083e-13,-3.552634e-15,4.634878,4.634878,4.634878,0.039681975,1.0,1.0,1.0,4.625813,4.634878,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2934,1.0,0.0,100000.0,2.216798e-06,-50002.0,10004.709,1.0000578,1.0000579,2.594262e-10,-1.44891485e-08,0.9999421,2.5939617e-10,-204.59154,-326.54456,-326.54456,73.59828,101.74953,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086359635,1.0018152,4.69771,4.688645,1.0,97.8812,106.710335,167.42374,159.1208,6.7424083e-13,-3.5521415e-15,4.69771,4.69771,4.69771,0.039681982,1.0,1.0,1.0,4.688645,4.69771,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2932,1.0,0.0,100000.0,2.0510108e-06,-50002.0,10004.709,1.0000578,1.0000578,2.4908278e-10,-4.0045927e-09,0.9999421,2.4905397e-10,-203.86775,-326.2012,-326.2012,73.59828,102.925064,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08635952,1.0018152,4.760542,4.751477,1.0,86.4027,117.46504,149.48697,176.71422,6.7424083e-13,-3.552058e-15,4.760542,4.760542,4.760542,0.039681975,1.0,1.0,1.0,4.751477,4.760542,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.293,1.0,0.0,100000.0,1.9053475e-06,-50002.0,10004.709,1.0000578,1.0000579,2.121537e-10,-4.8819695e-09,0.9999421,2.1212913e-10,-202.33939,-324.57047,-324.57047,73.59828,103.6944,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.086359404,1.0018152,4.823374,4.8143086,1.0,74.58321,127.75617,130.96024,193.61021,6.7424083e-13,-3.552098e-15,4.823374,4.823374,4.823374,0.039681967,1.0,1.0,1.0,4.8143086,4.823374,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2928,1.0,0.0,100000.0,1.7957469e-06,-50002.0,10004.709,1.0000578,1.0000578,1.4596303e-10,3.938406e-09,0.9999421,1.4594613e-10,-200.01248,-321.65878,-321.65878,73.59828,104.0545,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08635929,1.0018152,4.8862057,4.8771405,1.0,62.46937,137.5431,111.91667,209.74213,6.7424083e-13,-3.552133e-15,4.8862057,4.8862057,4.8862057,0.03968198,1.0,1.0,1.0,4.8771405,4.8862057,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2926,1.0,0.0,100000.0,1.3764959e-06,-50002.0,10004.709,1.0000578,1.0000579,6.9882704e-11,1.4631246e-08,0.9999421,6.987461e-11,-196.89622,-317.4777,-317.4777,73.59828,104.003944,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08635917,1.0018152,4.9490376,4.939972,1.0,50.108997,146.78723,92.43142,225.04628,6.7424083e-13,-3.5521443e-15,4.9490376,4.9490376,4.9490376,0.039681997,1.0,1.0,1.0,4.939972,4.9490376,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
-0.2924,1.0,0.0,100000.0,9.3315737e-07,-50002.0,10004.709,1.0000578,1.0000579,-1.07718764e-11,-5.9478813e-09,0.9999421,-1.077063e-11,-193.0029,-312.04367,-312.04367,73.59828,103.54293,1.0,1.0,0.9999421,1.0,-1.0,1.0,144.34569,230.92674,1.0,-0.08635906,1.0018152,5.0118694,5.002804,1.0,37.550865,155.45204,72.58138,239.46228,6.7424083e-13,-3.5521443e-15,5.0118694,5.0118694,5.0118694,0.03968199,1.0,1.0,1.0,5.002804,5.0118694,-0.0,-5.5649387e-09,0.0,0.0,1.0,1.0
