Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,PCC_Control.CB_faults,PCC_Control.fault_vpu,PCC_Control.fault_fpu,PCC_Control.Fault,PCC_Control.GFL,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.df_Switch.df_diff,Battery inverter (Average)1.Control.df_Switch.df_sync,Battery inverter (Average)1.Control.df_Switch.df_o,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.dPh,Battery inverter (Average)1.Control.df_Switch.Phase_Synch.uPh,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control.d_2_f,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,0.5,0.0,50000.0,-1.2232142e-05,10112.809,10159.168,0.5012026,0.5012026,2.3416682e-10,-6.1071654e-09,0.9976006,4.6608895e-10,-58.395966,-205.24103,-205.24103,88.204865,93.623055,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.083883926,0.50295573,5.601721,5.601721,1.0,-44.263245,102.65921,-116.52247,321.76352,-3.870207e-10,3.461283e-14,5.601721,5.601721,5.601721,0.039589066,1.0,1.0,-6.727625e-09,0.0,-6.727625e-09,2.0049393e-09,-3.3638565e-07,1.0,5.601721,5.601721,-0.0,-6.5085586e-09,0.0,0.0,1.0,1.0
-0.2998,0.5,0.0,50000.0,-1.3381056e-05,10112.809,10159.168,0.5012026,0.5012026,1.731207e-10,1.3448779e-08,0.9976006,3.445819e-10,-52.954483,-188.94724,-188.94724,88.204865,88.26244,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.083888724,0.5029558,5.6645527,5.6645527,1.0,-50.014496,102.96898,-135.39758,324.34482,-3.831446e-10,3.4603065e-14,5.6645527,5.6645527,5.6645527,0.039589074,1.0,1.0,-6.7461468e-09,0.0,-6.7461468e-09,1.8779556e-09,-3.3731217e-07,1.0,5.6645527,5.6645527,-0.0,-6.490627e-09,0.0,0.0,1.0,1.0
-0.2996,0.5,0.0,50000.0,-1.4582229e-05,10112.809,10159.168,0.5012026,0.5012026,1.3709339e-10,1.034624e-08,0.9976006,2.728726e-10,-47.304016,-171.90776,-171.90776,88.204865,82.553505,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08389352,0.5029558,5.7273846,5.7273846,1.0,-55.56836,102.872375,-153.73833,325.6461,-3.789445e-10,3.4582736e-14,5.7273846,5.7273846,5.7273846,0.039589066,1.0,1.0,-6.76572e-09,0.0,-6.76572e-09,1.7451923e-09,-3.382909e-07,1.0,5.7273846,5.7273846,-0.0,-6.478511e-09,0.0,0.0,1.0,1.0
-0.2994,0.5,0.0,50000.0,-1.5827409e-05,10112.809,10159.168,0.5012026,0.5012026,7.994382e-11,1.5241364e-09,0.9976006,1.591213e-10,-41.466858,-154.18983,-154.18983,88.204865,76.51876,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08389832,0.5029558,5.7902164,5.7902164,1.0,-60.90292,102.36978,-171.47234,325.66217,-3.7445508e-10,3.4134784e-14,5.7902164,5.7902164,5.7902164,0.039589066,1.0,1.0,-6.7851866e-09,0.0,-6.7851866e-09,1.6138805e-09,-3.3926415e-07,1.0,5.7902164,5.7902164,-0.0,-6.471896e-09,0.0,0.0,1.0,1.0
-0.2992,0.5,0.0,50000.0,-1.6748336e-05,10112.809,10159.168,0.5012026,0.5012026,1.0121307e-11,8.737962e-09,0.9976006,2.0145592e-11,-35.46605,-135.86339,-135.86339,88.204865,70.18203,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08390312,0.50295573,5.8530483,5.8530483,1.0,-65.99712,101.46317,-188.52963,324.39304,-3.6973785e-10,3.3750594e-14,5.8530483,5.8530483,5.8530483,0.03958907,1.0,1.0,-6.804294e-09,0.0,-6.804294e-09,1.4855528e-09,-3.402195e-07,1.0,5.8530483,5.8530483,-0.0,-6.4706254e-09,0.0,0.0,1.0,1.0
-0.299,0.5,0.0,50000.0,-1.7699007e-05,10112.809,10159.168,0.5012026,0.5012026,-6.2113294e-11,-7.1108457e-09,0.9976006,-1.2363116e-10,-29.325275,-117.00076,-117.00076,88.204865,63.568317,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08390792,0.50295573,5.9158797,5.9158797,1.0,-70.83087,100.15614,-204.84288,321.84366,-3.647704e-10,3.3188116e-14,5.9158797,5.9158797,5.9158797,0.03958907,1.0,1.0,-6.8236194e-09,0.0,-6.8236194e-09,1.3565777e-09,-3.4118588e-07,1.0,5.9158797,5.9158797,-0.0,-6.4746173e-09,0.0,0.0,1.0,1.0
-0.2988,0.5,0.0,50000.0,-1.8512275e-05,10112.809,10159.168,0.5012026,0.5012026,-1.4583702e-10,4.7578563e-09,0.9976006,-2.9027605e-10,-23.068768,-97.676384,-97.676384,88.204865,56.703728,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.083912715,0.50295573,5.9787116,5.9787116,1.0,-75.38508,98.45384,-220.34772,318.0241,-3.5956363e-10,3.2877757e-14,5.9787116,5.9787116,5.9787116,0.039589066,1.0,1.0,-6.8436896e-09,0.0,-6.8436896e-09,1.223685e-09,-3.4218965e-07,1.0,5.9787116,5.9787116,-0.0,-6.4834476e-09,0.0,0.0,1.0,1.0
-0.2986,0.5,0.0,50000.0,-1.9192981e-05,10112.809,10159.168,0.5012026,0.5012026,-2.3142581e-10,1.1778556e-08,0.9976006,-4.6063317e-10,-16.721216,-77.96652,-77.96652,88.204865,49.615356,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08391752,0.5029558,6.0415435,6.0415435,1.0,-79.64178,96.36299,-234.98294,312.94946,-3.542191e-10,3.2811966e-14,6.0415435,6.0415435,6.0415435,0.039589066,1.0,1.0,-6.864921e-09,0.0,-6.864921e-09,1.0843082e-09,-3.4325151e-07,1.0,6.0415435,6.0415435,-0.0,-6.4968693e-09,0.0,0.0,1.0,1.0
-0.2984,0.5,0.0,50000.0,-1.9940644e-05,10112.809,10159.168,0.5012026,0.5012026,-3.1325403e-10,5.720622e-10,0.9976006,-6.235052e-10,-10.307674,-57.948963,-57.94896,88.204865,42.331165,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08392232,0.5029558,6.1043754,6.1043754,1.0,-83.58416,93.89184,-248.69078,306.63974,-3.4877004e-10,3.283034e-14,6.1043754,6.1043754,6.1043754,0.039589055,1.0,1.0,-6.887495e-09,0.0,-6.887495e-09,9.373599e-10,-3.4438057e-07,1.0,6.1043754,6.1043754,-0.0,-6.514624e-09,0.0,0.0,1.0,1.0
-0.2982,0.5,0.0,50000.0,-2.0533376e-05,10112.809,10159.168,0.5012026,0.5012026,-3.9987944e-10,8.799513e-10,0.9976006,-7.959256e-10,-3.8534524,-37.7027,-37.7027,88.204865,34.879917,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08392712,0.5029558,6.1672072,6.1672072,1.0,-87.196686,91.05013,-261.41718,299.11987,-3.432725e-10,3.2850994e-14,6.1672072,6.1672072,6.1672072,0.039589074,1.0,1.0,-6.911376e-09,0.0,-6.911376e-09,7.8311335e-10,-3.4557493e-07,1.0,6.1672072,6.1672072,-0.0,-6.536559e-09,0.0,0.0,1.0,1.0
-0.298,0.5,0.0,50000.0,-2.1087993e-05,10112.809,10159.168,0.5012026,0.5012026,-4.737477e-10,-7.100287e-09,0.9976006,-9.42954e-10,2.6159768,-17.307646,-17.307646,88.204865,27.291006,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.083931915,0.5029558,6.230039,6.230039,1.0,-90.46508,87.8491,-273.11185,290.4195,-3.377418e-10,3.280191e-14,6.230039,6.230039,6.230039,0.03958907,1.0,1.0,-6.9364288e-09,0.0,-6.9364288e-09,6.22455e-10,-3.4682782e-07,1.0,6.230039,6.230039,-0.0,-6.5624004e-09,0.0,0.0,1.0,1.0
-0.2978,0.5,0.0,50000.0,-2.1508802e-05,10112.809,10159.168,0.5012026,0.5012026,-5.149723e-10,-7.4318702e-09,0.9976006,-1.0250081e-09,9.075082,3.1557157,3.155716,88.204865,19.594393,1.0,1.0,0.9976006,1.0,-1.0,1.0,72.34213,230.386,1.0,0.08393671,0.5029558,0.009685767,0.009685766,1.0,-93.37645,84.30136,-283.7287,280.57297,-3.3224037e-10,3.233386e-14,0.009685767,0.009685767,0.009685767,0.03958907,1.0,1.0,-6.962264e-09,0.0,-6.962264e-09,4.578634e-10,-3.481197e-07,1.0,0.009685766,0.009685767,-0.0,-6.591946e-09,0.0,0.0,1.0,1.0
