Time,Battery inverter (Average)1.Control.Imode_control.Pref,Battery inverter (Average)1.Control.Imode_control.Qref,EUT_Interface.Peut_o,EUT_Interface.Qeut_o,MS_S3.uG-P,MS_S3.uG-Q,Battery inverter (Average)1.Control.Imode_control.Idref,Battery inverter (Average)1.Control.Id_out,Battery inverter (Average)1.Control.Imode_control.Iqref,Battery inverter (Average)1.Control.Iq_out,Battery inverter (Average)1.Control.Vd,Battery inverter (Average)1.Control.Vq,EUT_Interface.ia_o,MS_S3.Van_Grid,EUT_Interface.va_o,MS_S2.IA_RMS_Load,MS_S2.Ia_Load,MS_S1.S1_fb,EUT_Interface.Ieut_o,MS_S2.VAn_RMS_Load,Battery inverter (Average)1.Control.Vmode_control.Vt_ref,Battery inverter (Average)1.Control.Vmode_control.Id_ref,Battery inverter (Average)1.Control.Id,Battery inverter (Average)1.Control.wt_Imode,Battery inverter (Average)1.Control.wt_Vmode,MS_S3.Sfb,EUT_Interface.ib_o,EUT_Interface.ic_o,EUT_Interface.vb_o,EUT_Interface.vc_o,Battery inverter (Average)1.Control.Synch.f_match.f_diff,Battery inverter (Average)1.Control.Synch.phase_match.phase_diff,Battery inverter (Average)1.Control.Synch.wt_u,Battery inverter (Average)1.Control.Synch.wt_i,Battery inverter (Average)1.Control.wt_out,Battery inverter (Average)1.Control.Iq,Battery inverter (Average)1.Control.Synch.f_u,Battery inverter (Average)1.Control.Synch.f_i,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inner_f,Battery inverter (Average)1.Control.Vmode_control.internal_frequency.inn_wt,Battery inverter (Average)1.Control.Imode_control.wt_out,Battery inverter (Average)1.Control.Imode_control.d_wt,Battery inverter (Average)1.Control.Imode_control.Default_A-IDM_APS.f_error,PCC_Control1.CB_faults,PCC_Control1.fault_vpu,PCC_Control1.fault_fpu,PCC_Control1.Fault,PCC_Control1.GFL,Battery inverter (Average)1.Control.Inv_Cab_SM.read_mode.Grid forming,Battery inverter (Average)1.Control.Synch.freq_lock,Battery inverter (Average)1.Control.Synch.phase_lock
-0.3,-0.5,0.0,-50000.0,0.00010848322,149998.86,-2.1840901,-0.5031996,-0.50319964,5.2777965e-10,-4.7667314e-08,0.9936415,-1.0421785e-09,-54.449825,150.0009,150.0009,145.25705,-94.954124,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,2.6610942,2.6918485,1.0,-48.160378,102.6102,174.21968,-324.22058,-3.7126704e-11,1.3354896e-12,2.6610942,2.6610942,2.6610942,0.039431944,1.0,1.0,1.0,2.6918485,2.6610942,-0.0,-1.1386054e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2995,-0.5,0.0,-50000.0,0.00012152872,149998.86,-2.1840901,-0.5031996,-0.50319964,-8.794211e-10,-2.8198995e-08,0.9936415,1.7365461e-09,-40.16224,103.13628,103.13628,145.25705,-65.28841,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,2.818174,2.848928,1.0,-61.75271,101.91495,214.90523,-318.0415,-3.6642765e-11,1.2903918e-12,2.818174,2.818174,2.818174,0.03943195,1.0,1.0,1.0,2.848928,2.818174,-0.0,-1.1335377e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.299,-0.5,0.0,-50000.0,0.00013216857,149998.86,-2.168122,-0.5031996,-0.50319964,-2.1691544e-09,-2.2186073e-08,0.9936415,4.283314e-09,-24.885729,53.732086,53.732086,145.25705,-34.015163,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,2.9752536,3.0060077,1.0,-73.824486,98.71021,250.29912,-304.0312,-3.63077e-11,1.2565033e-12,2.9752536,2.9752536,2.9752536,0.03943196,1.0,1.0,1.0,3.0060077,2.9752536,-0.0,-1.1185116e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2985,-0.5,0.0,-50000.0,0.00013943951,149998.86,-2.168122,-0.5031996,-0.50319964,-3.539316e-09,-1.9963975e-08,0.9936415,6.9888992e-09,-8.996446,3.004838,3.0048366,145.25705,-1.9044615,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,3.1323333,3.1630874,1.0,-84.07846,93.074905,279.52982,-282.53464,-3.6093597e-11,1.2222318e-12,3.1323333,3.1323333,3.1323333,0.039431967,1.0,1.0,1.0,3.1630874,3.1323333,-0.0,-1.0936604e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.298,-0.5,0.0,-50000.0,0.00014302673,149998.86,-2.168122,-0.5031996,-0.50319964,-4.775342e-09,-1.5288267e-08,0.9936415,9.4296135e-09,7.114359,-47.796402,-47.7964,145.25705,30.253029,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,3.2894127,3.320167,1.0,-92.26214,85.14778,301.87753,-254.08113,-3.585785e-11,1.1893224e-12,3.2894127,3.2894127,3.2894127,0.03943198,1.0,1.0,1.0,3.320167,3.2894127,-0.0,-1.057761e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2975,-0.5,0.0,-50000.0,0.00014385683,149998.86,-2.168122,-0.5031996,-0.50319964,-5.9080687e-09,-4.234253e-09,0.9936415,1.166635e-08,23.049986,-97.42073,-97.42074,145.25705,61.66549,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,3.4464924,3.4772465,1.0,-98.17402,75.12404,316.79205,-219.3713,-3.5153592e-11,1.1514625e-12,3.4464924,3.4464924,3.4464924,0.039431993,1.0,1.0,1.0,3.4772465,3.4464924,-0.0,-1.012087e-08,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.297,-0.5,0.0,-50000.0,0.00014082988,149998.86,-2.168122,-0.5031996,-0.50319964,-6.9105357e-09,1.243324e-08,0.9936415,1.36458675e-08,38.418045,-144.64624,-144.64624,145.25705,91.55943,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,3.6035721,3.6343262,1.0,-101.66853,63.250492,323.90607,-179.25983,-3.4214322e-11,1.1162963e-12,3.6035721,3.6035721,3.6035721,0.039432,1.0,1.0,1.0,3.6343262,3.6035721,-0.0,-9.578737e-09,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2965,-0.5,0.0,-50000.0,0.00013458905,149998.86,-2.168122,-0.5031996,-0.50319964,-7.6796765e-09,1.8911338e-08,0.9936415,1.516465e-08,52.840122,-188.31009,-188.31009,145.25705,119.198784,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,3.7606516,3.791406,1.0,-102.65963,49.819508,323.04446,-134.73439,-3.3344428e-11,1.0841526e-12,3.7606516,3.7606516,3.7606516,0.039432015,1.0,1.0,1.0,3.791406,3.7606516,-0.0,-8.963575e-09,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.296,-0.5,0.0,-50000.0,0.00012392663,149998.86,-2.168122,-0.5031996,-0.50319964,-8.26497e-09,1.8905471e-08,0.99364156,1.6320397e-08,65.961105,-227.33711,-227.33711,145.25705,143.90295,1.0,72.63083,229.47168,1.0,1.0,-0.501452,3.9177313,3.9484856,1.0,-101.12291,35.1618,314.22845,-86.891335,-3.2875067e-11,1.0514223e-12,3.9177313,3.9177313,3.9177313,0.03943201,1.0,1.0,1.0,3.9484856,3.9177313,-0.0,-8.289089e-09,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
-0.2955,-0.5,0.0,-50000.0,0.00011047671,149998.86,-2.168122,-0.5031996,-0.50319964,-8.614783e-09,3.399508e-08,0.99364156,1.7011155e-08,77.4579,-260.76636,-260.76633,145.25705,165.06366,1.0,72.63083,229.47168,1.0,1.0,-0.50145197,4.074811,4.105565,1.0,-97.0962,19.638298,297.67505,-36.908722,-3.170956e-11,1.0228165e-12,4.074811,4.074811,4.074811,0.039432034,1.0,1.0,1.0,4.105565,4.074811,-0.0,-7.588377e-09,1.0,0.99364156,1.0,-1.0,1.0,0.0,1.0,1.0
